Time,ROOM_1839CC8F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_1839CC8F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_1839CC8F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_1839CC8F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_2E2D7779:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_2E2D7779:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_2E2D7779:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_2E2D7779:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_2FA010A8:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_2FA010A8:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_2FA010A8:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_2FA010A8:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_3CE88DE1:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_3CE88DE1:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_3CE88DE1:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_3CE88DE1:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_CD350907:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_CD350907:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_CD350907:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_CD350907:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_DBDF577D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_DBDF577D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_DBDF577D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_DBDF577D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_DE92ABD9:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_DE92ABD9:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_DE92ABD9:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_DE92ABD9:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_E5C673A0:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_E5C673A0:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_E5C673A0:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_E5C673A0:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_EAF91A45:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_EAF91A45:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_EAF91A45:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_EAF91A45:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_FA36241B:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_FA36241B:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_FA36241B:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_FA36241B:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_FD1BC703:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_FD1BC703:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_FD1BC703:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_FD1BC703:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
12:10:00,6.312015E+02,7.443713E+02,3.257683E-02,7.294306E-02,5.309396E+02,7.122355E+02,2.740072E-02,6.979437E-02,6.696582E+02,1.069161E+03,3.456151E-02,1.047697E-01,8.086196E+02,1.058037E+03,4.173276E-02,1.036809E-01,3.766556E+02,3.413328E+02,1.943782E-02,3.344895E-02,2.638293E+02,3.942504E+02,1.361694E-02,3.863256E-02,5.109817E+02,6.464337E+02,2.637186E-02,6.334590E-02,1.537005E+03,1.780940E+03,7.932353E-02,1.745225E-01,8.769195E+02,8.363171E+02,4.525505E-02,8.195520E-02,3.596108E+02,4.635817E+02,1.855953E-02,4.542728E-02,5.390649E+02,5.351605E+02,2.782164E-02,5.244188E-02
12:20:00,6.284309E+02,7.500125E+02,3.243384E-02,7.349588E-02,5.295545E+02,7.082169E+02,2.732923E-02,6.940059E-02,6.668293E+02,1.081292E+03,3.441551E-02,1.059584E-01,8.057465E+02,1.067595E+03,4.158448E-02,1.046174E-01,3.758841E+02,3.429310E+02,1.939800E-02,3.360556E-02,2.620278E+02,3.944866E+02,1.352396E-02,3.865570E-02,5.090073E+02,6.524786E+02,2.626996E-02,6.393822E-02,1.532305E+03,1.783298E+03,7.908096E-02,1.747537E-01,8.750269E+02,8.269398E+02,4.515737E-02,8.103635E-02,3.583015E+02,4.672519E+02,1.849195E-02,4.578690E-02,5.366573E+02,5.355687E+02,2.769738E-02,5.248187E-02
12:30:00,6.257539E+02,7.579907E+02,3.229568E-02,7.427771E-02,5.282214E+02,7.051679E+02,2.726043E-02,6.910183E-02,6.640974E+02,1.093813E+03,3.427451E-02,1.071853E-01,8.029711E+02,1.076073E+03,4.144124E-02,1.054481E-01,3.751437E+02,3.446779E+02,1.935979E-02,3.377674E-02,2.602916E+02,3.947635E+02,1.343435E-02,3.868284E-02,5.071025E+02,6.578175E+02,2.617165E-02,6.446135E-02,1.527756E+03,1.789118E+03,7.884616E-02,1.753241E-01,8.732013E+02,8.222680E+02,4.506316E-02,8.057865E-02,3.570417E+02,4.704238E+02,1.842693E-02,4.609770E-02,5.343329E+02,5.359789E+02,2.757741E-02,5.252206E-02
12:40:00,6.231650E+02,7.687582E+02,3.216206E-02,7.533289E-02,5.269370E+02,7.028935E+02,2.719415E-02,6.887898E-02,6.614568E+02,1.106996E+03,3.413822E-02,1.084771E-01,8.002881E+02,1.083405E+03,4.130276E-02,1.061666E-01,3.744323E+02,3.465383E+02,1.932308E-02,3.395904E-02,2.586162E+02,3.951021E+02,1.334788E-02,3.871602E-02,5.052630E+02,6.624124E+02,2.607671E-02,6.491158E-02,1.523350E+03,1.798373E+03,7.861877E-02,1.762311E-01,8.714390E+02,8.224867E+02,4.497221E-02,8.060021E-02,3.558281E+02,4.730992E+02,1.836430E-02,4.635984E-02,5.320867E+02,5.364128E+02,2.746148E-02,5.256458E-02
12:50:00,6.206594E+02,7.826775E+02,3.203274E-02,7.669694E-02,5.256984E+02,7.010030E+02,2.713022E-02,6.869375E-02,6.589026E+02,1.121039E+03,3.400640E-02,1.098532E-01,7.976925E+02,1.089558E+03,4.116880E-02,1.067695E-01,3.737479E+02,3.483924E+02,1.928776E-02,3.414074E-02,2.569979E+02,3.955276E+02,1.326436E-02,3.875771E-02,5.034852E+02,6.662495E+02,2.598496E-02,6.528755E-02,1.519081E+03,1.810576E+03,7.839844E-02,1.774269E-01,8.697368E+02,8.274145E+02,4.488436E-02,8.108325E-02,3.546580E+02,4.752748E+02,1.830391E-02,4.657301E-02,5.299144E+02,5.368868E+02,2.734936E-02,5.261103E-02
13:00:00,6.182329E+02,7.994958E+02,3.190750E-02,7.834507E-02,5.245029E+02,6.989760E+02,2.706852E-02,6.849514E-02,6.564302E+02,1.135755E+03,3.387879E-02,1.112952E-01,7.951799E+02,1.094488E+03,4.103913E-02,1.072526E-01,3.730888E+02,3.500810E+02,1.925374E-02,3.430621E-02,2.554333E+02,3.960622E+02,1.318360E-02,3.881009E-02,5.017657E+02,6.693097E+02,2.589622E-02,6.558741E-02,1.514942E+03,1.824895E+03,7.818485E-02,1.788303E-01,8.680916E+02,8.361063E+02,4.479946E-02,8.193514E-02,3.535285E+02,4.769416E+02,1.824562E-02,4.673632E-02,5.278119E+02,5.374102E+02,2.724085E-02,5.266231E-02
13:10:00,6.158815E+02,8.187561E+02,3.178615E-02,8.023250E-02,5.233483E+02,6.964089E+02,2.700893E-02,6.824359E-02,6.540356E+02,1.150775E+03,3.375520E-02,1.127671E-01,7.927465E+02,1.098141E+03,4.091354E-02,1.076104E-01,3.724535E+02,3.514732E+02,1.922095E-02,3.444263E-02,2.539195E+02,3.967312E+02,1.310547E-02,3.887565E-02,5.001016E+02,6.715631E+02,2.581033E-02,6.580819E-02,1.510929E+03,1.840506E+03,7.797772E-02,1.803601E-01,8.665008E+02,8.478946E+02,4.471736E-02,8.309047E-02,3.524376E+02,4.780644E+02,1.818931E-02,4.684633E-02,5.257759E+02,5.379903E+02,2.713577E-02,5.271916E-02
13:20:00,6.136019E+02,8.399738E+02,3.166849E-02,8.231174E-02,5.222325E+02,6.930836E+02,2.695135E-02,6.791772E-02,6.517150E+02,1.165724E+03,3.363544E-02,1.142320E-01,7.903886E+02,1.100470E+03,4.079184E-02,1.078387E-01,3.718406E+02,3.524972E+02,1.918933E-02,3.454297E-02,2.524536E+02,3.975463E+02,1.302981E-02,3.895553E-02,4.984902E+02,6.729851E+02,2.572716E-02,6.594751E-02,1.507035E+03,1.856416E+03,7.777677E-02,1.819193E-01,8.649618E+02,8.621627E+02,4.463793E-02,8.448876E-02,3.513832E+02,4.786121E+02,1.813489E-02,4.689999E-02,5.238030E+02,5.386272E+02,2.703395E-02,5.278157E-02
13:30:00,6.113907E+02,8.626677E+02,3.155437E-02,8.453561E-02,5.211535E+02,6.888527E+02,2.689566E-02,6.750312E-02,6.494652E+02,1.180233E+03,3.351932E-02,1.156536E-01,7.881028E+02,1.101433E+03,4.067387E-02,1.079330E-01,3.712491E+02,3.530978E+02,1.915880E-02,3.460181E-02,2.510333E+02,3.985069E+02,1.295651E-02,3.904966E-02,4.969290E+02,6.735529E+02,2.564659E-02,6.600312E-02,1.503257E+03,1.871119E+03,7.758177E-02,1.833600E-01,8.634724E+02,8.783251E+02,4.456106E-02,8.607268E-02,3.503633E+02,4.785624E+02,1.808226E-02,4.689510E-02,5.218905E+02,5.393120E+02,2.693524E-02,5.284868E-02
13:40:00,6.092450E+02,8.863846E+02,3.144363E-02,8.685970E-02,5.201097E+02,6.836074E+02,2.684179E-02,6.698910E-02,6.472830E+02,1.193949E+03,3.340669E-02,1.169977E-01,7.858860E+02,1.101015E+03,4.055946E-02,1.078919E-01,3.706777E+02,3.532341E+02,1.912931E-02,3.461515E-02,2.496565E+02,3.996026E+02,1.288544E-02,3.915703E-02,4.954159E+02,6.732612E+02,2.556849E-02,6.597451E-02,1.499589E+03,1.883504E+03,7.739247E-02,1.845736E-01,8.620304E+02,8.958488E+02,4.448665E-02,8.778997E-02,3.493764E+02,4.778880E+02,1.803132E-02,4.682899E-02,5.200355E+02,5.400302E+02,2.683950E-02,5.291906E-02
13:50:00,6.071621E+02,9.107111E+02,3.133613E-02,8.924351E-02,5.190994E+02,6.772669E+02,2.678965E-02,6.636776E-02,6.451655E+02,1.206578E+03,3.329741E-02,1.182352E-01,7.837355E+02,1.099175E+03,4.044847E-02,1.077117E-01,3.701255E+02,3.528832E+02,1.910081E-02,3.458075E-02,2.483212E+02,4.008153E+02,1.281652E-02,3.927586E-02,4.939486E+02,6.720855E+02,2.549277E-02,6.585927E-02,1.496027E+03,1.892856E+03,7.720865E-02,1.854901E-01,8.606339E+02,9.127720E+02,4.441457E-02,8.944839E-02,3.484209E+02,4.765667E+02,1.798200E-02,4.669951E-02,5.182357E+02,5.407630E+02,2.674661E-02,5.299087E-02
14:00:00,6.051394E+02,9.352773E+02,3.123173E-02,9.165080E-02,5.181212E+02,6.697755E+02,2.673917E-02,6.563363E-02,6.431101E+02,1.217847E+03,3.319133E-02,1.193394E-01,7.816485E+02,1.095894E+03,4.034076E-02,1.073900E-01,3.695915E+02,3.520156E+02,1.907326E-02,3.449572E-02,2.470254E+02,4.021207E+02,1.274964E-02,3.940378E-02,4.925253E+02,6.700132E+02,2.541931E-02,6.565618E-02,1.492568E+03,1.898670E+03,7.703012E-02,1.860597E-01,8.592809E+02,9.272791E+02,4.434475E-02,9.087001E-02,3.474953E+02,4.745832E+02,1.793424E-02,4.650513E-02,5.164888E+02,5.414893E+02,2.665645E-02,5.306203E-02
14:10:00,6.031745E+02,9.596948E+02,3.113032E-02,9.404348E-02,5.171737E+02,6.615332E+02,2.669027E-02,6.482593E-02,6.411144E+02,1.227525E+03,3.308832E-02,1.202877E-01,7.796226E+02,1.091123E+03,4.023620E-02,1.069225E-01,3.690751E+02,3.505937E+02,1.904660E-02,3.435636E-02,2.457676E+02,4.034678E+02,1.268472E-02,3.953578E-02,4.911442E+02,6.670273E+02,2.534803E-02,6.536356E-02,1.489207E+03,1.900627E+03,7.685667E-02,1.862513E-01,8.579698E+02,9.382632E+02,4.427709E-02,9.194633E-02,3.465985E+02,4.718981E+02,1.788795E-02,4.624200E-02,5.147927E+02,5.421427E+02,2.656891E-02,5.312606E-02
14:20:00,6.012653E+02,9.838345E+02,3.103178E-02,9.640894E-02,5.162556E+02,6.526117E+02,2.664289E-02,6.395167E-02,6.391759E+02,1.235663E+03,3.298828E-02,1.210851E-01,7.776554E+02,1.084640E+03,4.013468E-02,1.062872E-01,3.685753E+02,3.485085E+02,1.902081E-02,3.415202E-02,2.445462E+02,4.047350E+02,1.262168E-02,3.965995E-02,4.898036E+02,6.631328E+02,2.527884E-02,6.498192E-02,1.485942E+03,1.898565E+03,7.668812E-02,1.860491E-01,8.566990E+02,9.449859E+02,4.421150E-02,9.260502E-02,3.457292E+02,4.684921E+02,1.784308E-02,4.590823E-02,5.131453E+02,5.425557E+02,2.648388E-02,5.316653E-02
14:30:00,5.994096E+02,1.007413E+03,3.093601E-02,9.871941E-02,5.153657E+02,6.431739E+02,2.659696E-02,6.302683E-02,6.372926E+02,1.242022E+03,3.289108E-02,1.217082E-01,7.757447E+02,1.076543E+03,4.003606E-02,1.054937E-01,3.680914E+02,3.457928E+02,1.899584E-02,3.388587E-02,2.433597E+02,4.059325E+02,1.256044E-02,3.977730E-02,4.885020E+02,6.583155E+02,2.521166E-02,6.450983E-02,1.482767E+03,1.893364E+03,7.652430E-02,1.855394E-01,8.554668E+02,9.469254E+02,4.414791E-02,9.279495E-02,3.448862E+02,4.643654E+02,1.779958E-02,4.550384E-02,5.115448E+02,5.427677E+02,2.640128E-02,5.318731E-02
14:40:00,5.976055E+02,1.030234E+03,3.084290E-02,1.009556E-01,5.145030E+02,6.333314E+02,2.655244E-02,6.206232E-02,6.354624E+02,1.246499E+03,3.279661E-02,1.221468E-01,7.738884E+02,1.066892E+03,3.994026E-02,1.045479E-01,3.676229E+02,3.424628E+02,1.897166E-02,3.355954E-02,2.422067E+02,4.070426E+02,1.250094E-02,3.988607E-02,4.872379E+02,6.525798E+02,2.514642E-02,6.394776E-02,1.479682E+03,1.885573E+03,7.636504E-02,1.847758E-01,8.542718E+02,9.437106E+02,4.408624E-02,9.247978E-02,3.440685E+02,4.595339E+02,1.775738E-02,4.503038E-02,5.099894E+02,5.427733E+02,2.632101E-02,5.318784E-02
14:50:00,5.958511E+02,1.052157E+03,3.075235E-02,1.031038E-01,5.136663E+02,6.231769E+02,2.650926E-02,6.106725E-02,6.336833E+02,1.249065E+03,3.270479E-02,1.223982E-01,7.720846E+02,1.055752E+03,3.984717E-02,1.034562E-01,3.671690E+02,3.385384E+02,1.894823E-02,3.317496E-02,2.410861E+02,4.080429E+02,1.244310E-02,3.998409E-02,4.860098E+02,6.459636E+02,2.508304E-02,6.329941E-02,1.476681E+03,1.875468E+03,7.621018E-02,1.837854E-01,8.531126E+02,9.365689E+02,4.402641E-02,9.177978E-02,3.432752E+02,4.540276E+02,1.771643E-02,4.449080E-02,5.084776E+02,5.425615E+02,2.624298E-02,5.316708E-02
15:00:00,5.941447E+02,1.073058E+03,3.066428E-02,1.051519E-01,5.128547E+02,6.127982E+02,2.646737E-02,6.005021E-02,6.319535E+02,1.249751E+03,3.261552E-02,1.224653E-01,7.703315E+02,1.043210E+03,3.975668E-02,1.022272E-01,3.667292E+02,3.340498E+02,1.892554E-02,3.273509E-02,2.399965E+02,4.089130E+02,1.238686E-02,4.006934E-02,4.848166E+02,6.385173E+02,2.502146E-02,6.256972E-02,1.473763E+03,1.863269E+03,7.605958E-02,1.825900E-01,8.519879E+02,9.267309E+02,4.396837E-02,9.081558E-02,3.425052E+02,4.478896E+02,1.767669E-02,4.388931E-02,5.070076E+02,5.421206E+02,2.616711E-02,5.312387E-02
15:10:00,5.924845E+02,1.092817E+03,3.057859E-02,1.070880E-01,5.120673E+02,6.020644E+02,2.642673E-02,5.899838E-02,6.302713E+02,1.248602E+03,3.252870E-02,1.223528E-01,7.686271E+02,1.029383E+03,3.966872E-02,1.008722E-01,3.663029E+02,3.290259E+02,1.890354E-02,3.224277E-02,2.389370E+02,4.096313E+02,1.233218E-02,4.013973E-02,4.836569E+02,6.302943E+02,2.496160E-02,6.176391E-02,1.470924E+03,1.849220E+03,7.591308E-02,1.812132E-01,8.508964E+02,9.147041E+02,4.391204E-02,8.963692E-02,3.417578E+02,4.411854E+02,1.763812E-02,4.323236E-02,5.055782E+02,5.414366E+02,2.609334E-02,5.305684E-02
15:20:00,5.908691E+02,1.111184E+03,3.049522E-02,1.088878E-01,5.113030E+02,5.910984E+02,2.638729E-02,5.792379E-02,6.286351E+02,1.245523E+03,3.244425E-02,1.220509E-01,7.669699E+02,1.014645E+03,3.958319E-02,9.942800E-02,3.658896E+02,3.236161E+02,1.888221E-02,3.171263E-02,2.379063E+02,4.102678E+02,1.227898E-02,4.020209E-02,4.825296E+02,6.213831E+02,2.490342E-02,6.089067E-02,1.468163E+03,1.833822E+03,7.577055E-02,1.797042E-01,8.498370E+02,9.006958E+02,4.385737E-02,8.826411E-02,3.410321E+02,4.340051E+02,1.760067E-02,4.252875E-02,5.041878E+02,5.406384E+02,2.602157E-02,5.297862E-02
15:30:00,5.892968E+02,1.128123E+03,3.041407E-02,1.105476E-01,5.105612E+02,5.799106E+02,2.634900E-02,5.682747E-02,6.270432E+02,1.240808E+03,3.236209E-02,1.215889E-01,7.653582E+02,9.991041E+02,3.950001E-02,9.790508E-02,3.654888E+02,3.178555E+02,1.886152E-02,3.114812E-02,2.369036E+02,4.107634E+02,1.222723E-02,4.025065E-02,4.814335E+02,6.119283E+02,2.484685E-02,5.996418E-02,1.465475E+03,1.817219E+03,7.563186E-02,1.780772E-01,8.488085E+02,8.848135E+02,4.380429E-02,8.670768E-02,3.403273E+02,4.264478E+02,1.756429E-02,4.178819E-02,5.028351E+02,5.396533E+02,2.595176E-02,5.288207E-02
15:40:00,5.877663E+02,1.143545E+03,3.033508E-02,1.120587E-01,5.098410E+02,5.685729E+02,2.631183E-02,5.571645E-02,6.254942E+02,1.234705E+03,3.228214E-02,1.209908E-01,7.637905E+02,9.829630E+02,3.941910E-02,9.632337E-02,3.651001E+02,3.118214E+02,1.884146E-02,3.055682E-02,2.359278E+02,4.110920E+02,1.217686E-02,4.028284E-02,4.803676E+02,6.020950E+02,2.479184E-02,5.900058E-02,1.462860E+03,1.799723E+03,7.549689E-02,1.763627E-01,8.478099E+02,8.672852E+02,4.375275E-02,8.498995E-02,3.396427E+02,4.186249E+02,1.752896E-02,4.102162E-02,5.015188E+02,5.384591E+02,2.588383E-02,5.276505E-02
15:50:00,5.862763E+02,1.157349E+03,3.025818E-02,1.134113E-01,5.091416E+02,5.571940E+02,2.627574E-02,5.460141E-02,6.239867E+02,1.227485E+03,3.220434E-02,1.202833E-01,7.622654E+02,9.664824E+02,3.934039E-02,9.470839E-02,3.647229E+02,3.056145E+02,1.882200E-02,2.994858E-02,2.349780E+02,4.112368E+02,1.212784E-02,4.029703E-02,4.793308E+02,5.920559E+02,2.473833E-02,5.801683E-02,1.460315E+03,1.781953E+03,7.536551E-02,1.746213E-01,8.468400E+02,8.483822E+02,4.370270E-02,8.313752E-02,3.389775E+02,4.106625E+02,1.749463E-02,4.024137E-02,5.002378E+02,5.370448E+02,2.581771E-02,5.262645E-02
16:00:00,5.848253E+02,1.169429E+03,3.018329E-02,1.145950E-01,5.084623E+02,5.459075E+02,2.624068E-02,5.349542E-02,6.225192E+02,1.219445E+03,3.212860E-02,1.194954E-01,7.607814E+02,9.499623E+02,3.926380E-02,9.308954E-02,3.643570E+02,2.993525E+02,1.880311E-02,2.933493E-02,2.340534E+02,4.111853E+02,1.208012E-02,4.029197E-02,4.783222E+02,5.820135E+02,2.468628E-02,5.703276E-02,1.457836E+03,1.764542E+03,7.523762E-02,1.729151E-01,8.458980E+02,8.283966E+02,4.365408E-02,8.117901E-02,3.383311E+02,4.027016E+02,1.746126E-02,3.946127E-02,4.989909E+02,5.354060E+02,2.575336E-02,5.246586E-02
16:10:00,5.834121E+02,1.179716E+03,3.011035E-02,1.156030E-01,5.078024E+02,5.348776E+02,2.620662E-02,5.241458E-02,6.210906E+02,1.210957E+03,3.205487E-02,1.186636E-01,7.593372E+02,9.337260E+02,3.918926E-02,9.149852E-02,3.640018E+02,2.932066E+02,1.878478E-02,2.873268E-02,2.331531E+02,4.109305E+02,1.203365E-02,4.026700E-02,4.773409E+02,5.722098E+02,2.463563E-02,5.607207E-02,1.455424E+03,1.748007E+03,7.511309E-02,1.712949E-01,8.449828E+02,8.077358E+02,4.360685E-02,7.915434E-02,3.377029E+02,3.949159E+02,1.742884E-02,3.869836E-02,4.977769E+02,5.335705E+02,2.569070E-02,5.228599E-02
16:20:00,5.820356E+02,1.188227E+03,3.003931E-02,1.164368E-01,5.071612E+02,5.243258E+02,2.617353E-02,5.138059E-02,6.196995E+02,1.202414E+03,3.198307E-02,1.178265E-01,7.579316E+02,9.183174E+02,3.911672E-02,8.998860E-02,3.636570E+02,2.874041E+02,1.876698E-02,2.816408E-02,2.322764E+02,4.105292E+02,1.198840E-02,4.022768E-02,4.763859E+02,5.629001E+02,2.458634E-02,5.515981E-02,1.453074E+03,1.732616E+03,7.499183E-02,1.697867E-01,8.440936E+02,7.869262E+02,4.356096E-02,7.711510E-02,3.370922E+02,3.874849E+02,1.739732E-02,3.797019E-02,4.965949E+02,5.316192E+02,2.562969E-02,5.209477E-02
16:30:00,5.806946E+02,1.195072E+03,2.997010E-02,1.171076E-01,5.065382E+02,5.144045E+02,2.614138E-02,5.040839E-02,6.183448E+02,1.193970E+03,3.191316E-02,1.169990E-01,7.565632E+02,9.042344E+02,3.904610E-02,8.860860E-02,3.633222E+02,2.821484E+02,1.874971E-02,2.764906E-02,2.314225E+02,4.101031E+02,1.194433E-02,4.018592E-02,4.754565E+02,5.542156E+02,2.453837E-02,5.430882E-02,1.450786E+03,1.718754E+03,7.487373E-02,1.684283E-01,8.432294E+02,7.667453E+02,4.351636E-02,7.513748E-02,3.364984E+02,3.805033E+02,1.736667E-02,3.728607E-02,4.954438E+02,5.297530E+02,2.557028E-02,5.191190E-02
16:40:00,5.793879E+02,1.200348E+03,2.990266E-02,1.176245E-01,5.059326E+02,5.051599E+02,2.611013E-02,4.950250E-02,6.170253E+02,1.185601E+03,3.184506E-02,1.161790E-01,7.552310E+02,8.917875E+02,3.897734E-02,8.738893E-02,3.629971E+02,2.775691E+02,1.873293E-02,2.720033E-02,2.305906E+02,4.097600E+02,1.190139E-02,4.015230E-02,4.745517E+02,5.461962E+02,2.449168E-02,5.352301E-02,1.448557E+03,1.706876E+03,7.475870E-02,1.672644E-01,8.423895E+02,7.478971E+02,4.347302E-02,7.329048E-02,3.359210E+02,3.740045E+02,1.733687E-02,3.664926E-02,4.943225E+02,5.281461E+02,2.551242E-02,5.175444E-02
16:50:00,5.781146E+02,1.204098E+03,2.983694E-02,1.179920E-01,5.053440E+02,4.965674E+02,2.607975E-02,4.866052E-02,6.157400E+02,1.177164E+03,3.177872E-02,1.153523E-01,7.539338E+02,8.811511E+02,3.891039E-02,8.634669E-02,3.626813E+02,2.737401E+02,1.871663E-02,2.682513E-02,2.297801E+02,4.095942E+02,1.185956E-02,4.013605E-02,4.736709E+02,5.388225E+02,2.444621E-02,5.280046E-02,1.446386E+03,1.696861E+03,7.464664E-02,1.662830E-01,8.415731E+02,7.306628E+02,4.343088E-02,7.160164E-02,3.353594E+02,3.679814E+02,1.730789E-02,3.605907E-02,4.932303E+02,5.269483E+02,2.545604E-02,5.163706E-02
17:00:00,5.768736E+02,1.205661E+03,2.977289E-02,1.181450E-01,5.047718E+02,4.883309E+02,2.605022E-02,4.785342E-02,6.144877E+02,1.167883E+03,3.171409E-02,1.144428E-01,7.526705E+02,8.720190E+02,3.884519E-02,8.545187E-02,3.623746E+02,2.705989E+02,1.870080E-02,2.651733E-02,2.289904E+02,4.095775E+02,1.181880E-02,4.013442E-02,4.728132E+02,5.318934E+02,2.440195E-02,5.212149E-02,1.444270E+03,1.687588E+03,7.453747E-02,1.653744E-01,8.407794E+02,7.148658E+02,4.338992E-02,7.005365E-02,3.348132E+02,3.622992E+02,1.727970E-02,3.550228E-02,4.921662E+02,5.261276E+02,2.540112E-02,5.155666E-02
17:10:00,5.756640E+02,1.205438E+03,2.971046E-02,1.181231E-01,5.042154E+02,4.803994E+02,2.602150E-02,4.707621E-02,6.132675E+02,1.157718E+03,3.165111E-02,1.134467E-01,7.514401E+02,8.644244E+02,3.878169E-02,8.470771E-02,3.620766E+02,2.681803E+02,1.868543E-02,2.628035E-02,2.282207E+02,4.098166E+02,1.177908E-02,4.015785E-02,4.719780E+02,5.253320E+02,2.435884E-02,5.147855E-02,1.442209E+03,1.679431E+03,7.443109E-02,1.645751E-01,8.400076E+02,7.005894E+02,4.335009E-02,6.865469E-02,3.342818E+02,3.568972E+02,1.725228E-02,3.497294E-02,4.911294E+02,5.258691E+02,2.534761E-02,5.153133E-02
