Time,ROOM_23F1C225:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_23F1C225:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_23F1C225:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_23F1C225:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_2F7AE989:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_2F7AE989:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_2F7AE989:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_2F7AE989:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_4E85EE91:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_4E85EE91:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_4E85EE91:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_4E85EE91:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_60F2EDB3:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_60F2EDB3:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_60F2EDB3:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_60F2EDB3:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_956F0B03:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_956F0B03:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_956F0B03:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_956F0B03:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_D73A2775:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_D73A2775:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_D73A2775:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_D73A2775:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_E4E9384E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_E4E9384E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_E4E9384E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_E4E9384E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_E681BE48:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_E681BE48:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_E681BE48:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_E681BE48:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_FFC704B2:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_FFC704B2:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_FFC704B2:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_FFC704B2:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
21:00:00,3.957606E+02,1.401061E+02,2.041637E-02,1.372975E-02,3.134363E+02,1.747471E+02,1.617175E-02,1.712392E-02,8.703948E+02,7.976505E+02,4.491291E-02,7.816403E-02,9.989205E+02,8.075657E+02,5.154673E-02,7.913621E-02,5.934496E+02,3.988955E+02,3.062164E-02,3.908887E-02,2.263606E+02,1.992503E+02,1.168119E-02,1.952458E-02,9.217779E+02,7.162087E+02,4.756165E-02,7.018372E-02,4.005441E+02,3.456314E+02,2.066994E-02,3.386887E-02,7.867133E+02,1.001373E+03,4.060001E-02,9.812643E-02
21:10:00,3.956339E+02,1.380538E+02,2.040983E-02,1.352864E-02,3.132737E+02,1.722694E+02,1.616337E-02,1.688114E-02,8.696843E+02,7.870090E+02,4.487625E-02,7.712129E-02,9.979352E+02,8.020940E+02,5.149588E-02,7.860004E-02,5.930197E+02,3.943290E+02,3.059946E-02,3.864141E-02,2.261350E+02,1.971274E+02,1.166955E-02,1.931656E-02,9.211916E+02,7.052052E+02,4.753140E-02,6.910551E-02,4.001034E+02,3.429975E+02,2.064719E-02,3.361078E-02,7.855560E+02,9.937845E+02,4.054027E-02,9.738286E-02
21:20:00,3.955097E+02,1.361340E+02,2.040342E-02,1.334052E-02,3.131143E+02,1.699004E+02,1.615514E-02,1.664900E-02,8.689865E+02,7.769250E+02,4.484024E-02,7.613318E-02,9.969667E+02,7.968366E+02,5.144590E-02,7.808487E-02,5.925978E+02,3.899855E+02,3.057769E-02,3.821579E-02,2.259137E+02,1.951062E+02,1.165813E-02,1.911852E-02,9.206162E+02,6.948701E+02,4.750171E-02,6.809278E-02,3.996705E+02,3.405221E+02,2.062485E-02,3.336822E-02,7.844174E+02,9.864891E+02,4.048150E-02,9.666800E-02
21:30:00,3.953878E+02,1.343242E+02,2.039713E-02,1.316318E-02,3.129579E+02,1.676249E+02,1.614707E-02,1.642602E-02,8.683015E+02,7.673041E+02,4.480489E-02,7.519043E-02,9.960151E+02,7.917559E+02,5.139679E-02,7.758702E-02,5.921840E+02,3.858300E+02,3.055634E-02,3.780860E-02,2.256964E+02,1.931735E+02,1.164691E-02,1.892913E-02,9.200518E+02,6.850815E+02,4.747258E-02,6.713360E-02,3.992454E+02,3.381767E+02,2.060291E-02,3.313841E-02,7.832978E+02,9.794486E+02,4.042371E-02,9.597812E-02
21:40:00,3.952684E+02,1.326059E+02,2.039097E-02,1.299479E-02,3.128047E+02,1.654308E+02,1.613917E-02,1.621103E-02,8.676300E+02,7.580728E+02,4.477024E-02,7.428585E-02,9.950819E+02,7.868228E+02,5.134863E-02,7.710363E-02,5.917787E+02,3.818345E+02,3.053542E-02,3.741709E-02,2.254835E+02,1.913179E+02,1.163593E-02,1.874730E-02,9.194990E+02,6.757455E+02,4.744406E-02,6.621877E-02,3.988286E+02,3.359386E+02,2.058140E-02,3.291910E-02,7.821989E+02,9.726320E+02,4.036699E-02,9.531016E-02
21:50:00,3.951517E+02,1.309637E+02,2.038495E-02,1.283388E-02,3.126548E+02,1.633082E+02,1.613143E-02,1.600303E-02,8.669725E+02,7.491742E+02,4.473631E-02,7.341388E-02,9.941673E+02,7.820146E+02,5.130144E-02,7.663247E-02,5.913819E+02,3.779769E+02,3.051495E-02,3.703908E-02,2.252750E+02,1.895301E+02,1.162517E-02,1.857212E-02,9.189581E+02,6.667895E+02,4.741615E-02,6.534117E-02,3.984203E+02,3.337893E+02,2.056033E-02,3.270850E-02,7.811213E+02,9.660137E+02,4.031137E-02,9.466164E-02
22:00:00,3.950375E+02,1.293854E+02,2.037906E-02,1.267921E-02,3.125081E+02,1.612489E+02,1.612386E-02,1.580124E-02,8.663289E+02,7.405636E+02,4.470310E-02,7.257013E-02,9.932714E+02,7.773135E+02,5.125520E-02,7.617181E-02,5.909938E+02,3.742391E+02,3.049492E-02,3.667281E-02,2.250709E+02,1.878022E+02,1.161463E-02,1.840281E-02,9.184291E+02,6.581569E+02,4.738885E-02,6.449525E-02,3.980205E+02,3.317142E+02,2.053970E-02,3.250516E-02,7.800652E+02,9.595728E+02,4.025686E-02,9.403050E-02
22:10:00,3.423815E+02,1.076471E+02,1.751344E-02,1.053893E-02,2.617462E+02,1.350304E+02,1.348906E-02,1.320074E-02,7.216716E+02,6.356295E+02,3.723869E-02,6.183483E-02,8.273516E+02,6.552685E+02,4.269334E-02,6.401783E-02,4.923325E+02,3.140140E+02,2.540406E-02,3.069467E-02,1.874737E+02,1.563258E+02,9.674457E-03,1.530721E-02,7.673875E+02,5.657592E+02,3.957023E-02,5.501166E-02,3.315166E+02,2.756291E+02,1.710779E-02,2.700797E-02,6.496128E+02,8.101798E+02,3.352460E-02,7.912005E-02
22:20:00,2.992337E+02,8.759753E+01,1.503050E-02,8.535586E-03,2.186426E+02,1.106936E+02,1.116267E-02,1.075289E-02,5.850272E+02,5.415098E+02,3.009809E-02,5.198167E-02,6.615858E+02,5.447244E+02,3.413943E-02,5.277895E-02,4.002109E+02,2.587889E+02,2.057699E-02,2.511973E-02,1.499117E+02,1.274969E+02,7.736092E-03,1.242359E-02,6.417068E+02,4.826536E+02,3.277164E-02,4.629228E-02,2.650814E+02,2.244297E+02,1.367943E-02,2.189640E-02,5.193418E+02,6.751578E+02,2.680170E-02,6.535422E-02
22:30:00,2.613603E+02,6.858778E+01,1.275807E-02,6.617318E-03,1.807633E+02,8.820909E+01,9.046573E-03,8.455475E-03,4.652192E+02,4.586599E+02,2.363661E-02,4.301287E-02,5.077108E+02,4.477228E+02,2.606552E-02,4.258914E-02,3.188395E+02,2.086748E+02,1.618409E-02,1.994845E-02,1.123840E+02,1.002971E+02,5.799503E-03,9.672165E-03,5.348241E+02,4.090970E+02,2.673014E-02,3.832518E-02,1.987136E+02,1.762709E+02,1.025454E-02,1.703276E-02,3.892486E+02,5.571660E+02,2.008797E-02,5.291295E-02
22:40:00,2.261273E+02,5.152766E+01,1.059153E-02,4.854558E-03,1.457679E+02,6.796818E+01,7.046182E-03,6.337537E-03,3.590730E+02,3.848368E+02,1.772534E-02,3.476083E-02,3.693115E+02,3.651884E+02,1.862030E-02,3.352989E-02,2.452824E+02,1.647915E+02,1.210524E-02,1.526971E-02,7.489001E+01,7.609491E+01,3.864649E-03,7.155960E-03,4.386941E+02,3.432651E+02,2.112108E-02,3.097597E-02,1.324117E+02,1.346120E+02,6.833055E-03,1.267077E-02,2.593296E+02,4.562485E+02,1.338323E-02,4.180580E-02
22:50:00,1.928021E+02,3.503931E+01,8.501749E-03,3.141088E-03,1.127159E+02,4.855647E+01,5.124125E-03,4.290433E-03,2.602563E+02,3.147005E+02,1.210813E-02,2.682185E-02,2.424165E+02,2.822555E+02,1.163545E-02,2.445578E-02,1.765223E+02,1.217023E+02,8.219018E-03,1.066468E-02,3.742891E+01,5.293351E+01,1.931494E-03,4.725659E-03,3.470188E+02,2.808981E+02,1.569176E-02,2.392264E-02,6.617429E+01,9.513476E+01,3.414899E-03,8.483583E-03,1.295812E+02,3.559490E+02,6.687305E-03,3.076787E-02
23:00:00,1.614023E+02,1.936735E+01,6.489448E-03,1.495655E-03,8.139244E+01,3.017442E+01,3.271752E-03,2.329459E-03,1.667346E+02,2.480053E+02,6.704802E-03,1.917621E-02,1.227318E+02,2.038731E+02,4.940184E-03,1.574834E-02,1.115644E+02,8.095711E+01,4.486244E-03,6.252612E-03,2.151223E+00,3.085882E+01,8.678232E-05,2.384754E-03,2.599788E+02,2.215572E+02,1.044958E-02,1.713052E-02,5.527188E+00,5.693719E+01,2.234198E-04,4.401815E-03,0.000000E+00,2.613023E+02,0.000000E+00,2.018711E-02
23:10:00,1.842600E+02,2.454959E+01,7.406011E-03,1.895462E-03,1.020759E+02,3.682157E+01,4.102800E-03,2.842050E-03,2.210820E+02,2.804515E+02,8.888854E-03,2.167200E-02,1.744043E+02,2.453805E+02,7.016818E-03,1.894796E-02,1.477663E+02,9.836963E+01,5.941060E-03,7.595365E-03,5.705141E+00,3.959603E+01,2.296172E-04,3.058718E-03,3.267960E+02,2.485771E+02,1.313412E-02,1.920922E-02,1.299199E+01,7.449200E+01,5.234377E-04,5.756198E-03,0.000000E+00,3.130585E+02,0.000000E+00,2.417586E-02
23:20:00,1.990808E+02,2.865968E+01,7.999229E-03,2.211685E-03,1.162440E+02,4.237247E+01,4.671638E-03,3.270051E-03,2.702535E+02,3.045393E+02,1.086436E-02,2.350644E-02,2.296798E+02,2.776389E+02,9.238239E-03,2.142310E-02,1.797263E+02,1.122808E+02,7.225168E-03,8.664106E-03,1.086178E+01,4.660690E+01,4.368636E-04,3.598063E-03,3.712996E+02,2.685635E+02,1.492211E-02,2.072946E-02,2.284650E+01,8.853168E+01,9.194925E-04,6.838270E-03,2.376467E+00,3.535060E+02,9.589166E-05,2.727950E-02
23:30:00,2.099784E+02,3.227898E+01,8.436231E-03,2.490736E-03,1.261645E+02,4.677748E+01,5.069593E-03,3.609363E-03,3.049979E+02,3.195214E+02,1.225860E-02,2.465373E-02,2.764914E+02,2.983552E+02,1.111894E-02,2.301999E-02,2.029524E+02,1.224249E+02,8.156715E-03,9.446005E-03,1.806178E+01,5.282758E+01,7.262232E-04,4.076022E-03,3.999745E+02,2.809864E+02,1.607303E-02,2.168095E-02,3.619852E+01,1.007656E+02,1.456097E-03,7.774955E-03,1.412072E+01,3.796567E+02,5.679097E-04,2.929208E-02
23:40:00,2.193962E+02,3.443674E+01,8.814155E-03,2.657287E-03,1.341668E+02,4.957427E+01,5.390873E-03,3.825250E-03,3.285855E+02,3.274021E+02,1.320444E-02,2.526214E-02,3.107398E+02,3.063974E+02,1.248965E-02,2.364078E-02,2.198928E+02,1.275472E+02,8.836341E-03,9.841401E-03,2.656737E+01,5.681113E+01,1.068042E-03,4.383312E-03,4.204459E+02,2.874467E+02,1.689488E-02,2.217981E-02,5.162295E+01,1.076112E+02,2.075972E-03,8.302815E-03,2.759430E+01,3.911917E+02,1.109418E-03,3.018225E-02
23:50:00,2.279324E+02,3.645676E+01,9.156758E-03,2.813218E-03,1.412171E+02,5.211373E+01,5.673928E-03,4.021271E-03,3.470708E+02,3.333241E+02,1.394688E-02,2.571934E-02,3.360687E+02,3.164581E+02,1.350548E-02,2.441725E-02,2.335897E+02,1.329672E+02,9.386422E-03,1.025974E-02,3.618429E+01,6.044251E+01,1.454513E-03,4.663541E-03,4.387591E+02,2.920197E+02,1.763020E-02,2.253295E-02,6.882247E+01,1.132777E+02,2.767172E-03,8.740082E-03,4.603249E+01,4.043354E+02,1.850452E-03,3.119649E-02
24:00:00,2.354415E+02,3.804698E+01,9.458180E-03,2.935982E-03,1.474540E+02,5.413931E+01,5.924333E-03,4.177636E-03,3.623092E+02,3.373698E+02,1.455888E-02,2.603172E-02,3.564350E+02,3.234435E+02,1.432362E-02,2.495645E-02,2.451176E+02,1.370329E+02,9.849363E-03,1.057357E-02,4.458711E+01,6.361131E+01,1.791852E-03,4.908084E-03,4.544362E+02,2.949910E+02,1.825964E-02,2.276244E-02,8.202023E+01,1.185715E+02,3.296239E-03,9.148610E-03,6.777822E+01,4.138576E+02,2.724405E-03,3.193133E-02
Peak,3.974476E+02,2.517843E+02,2.050671E-02,2.467355E-02,3.386356E+02,4.769430E+02,1.740519E-02,4.673616E-02,9.681660E+02,1.366217E+03,4.971216E-02,1.338788E-01,1.140779E+03,1.136280E+03,5.854524E-02,1.113479E-01,6.686522E+02,1.032844E+03,3.434623E-02,1.012099E-01,3.053056E+02,5.216790E+02,1.568028E-02,5.111875E-02,9.758961E+02,1.290601E+03,5.012961E-02,1.264698E-01,5.255693E+02,4.906337E+02,2.698173E-02,4.766745E-02,1.064952E+03,1.606511E+03,5.460658E-02,1.574244E-01

Peak Vol Flow (m3/s),,,1.703991E-02,2.050231E-02,,,1.446272E-02,3.883507E-02,,,4.130796E-02,1.112457E-01,,,4.864775E-02,9.252376E-02,,,2.853975E-02,8.409966E-02,,,1.302941E-02,4.247676E-02,,,4.165484E-02,1.050892E-01,,,2.242027E-02,3.960893E-02,,,4.537495E-02,1.308106E-01
