Time,ROOM_0BB94468:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_0BB94468:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_0BB94468:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_0BB94468:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_23047892:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_23047892:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_23047892:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_23047892:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_2EF2EAA1:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_2EF2EAA1:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_2EF2EAA1:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_2EF2EAA1:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_493C46C0:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_493C46C0:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_493C46C0:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_493C46C0:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_76BDFCB4:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_76BDFCB4:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_76BDFCB4:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_76BDFCB4:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_AC598DDF:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_AC598DDF:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_AC598DDF:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_AC598DDF:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_ACD4CC4D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_ACD4CC4D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_ACD4CC4D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_ACD4CC4D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_D69CF705:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_D69CF705:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_D69CF705:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_D69CF705:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_D7174B0E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_D7174B0E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_D7174B0E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_D7174B0E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_DA745308:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_DA745308:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_DA745308:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_DA745308:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_ECB15B3E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_ECB15B3E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_ECB15B3E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_ECB15B3E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_EDB489C9:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_EDB489C9:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_EDB489C9:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_EDB489C9:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_F1A4C2D0:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_F1A4C2D0:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_F1A4C2D0:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_F1A4C2D0:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_FE68BF79:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_FE68BF79:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_FE68BF79:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_FE68BF79:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
05:30:00,2.250832E+03,1.645718E+03,9.436013E-02,1.321187E-01,5.765828E+02,1.713935E+02,2.423163E-02,1.378619E-02,7.158423E+02,4.503416E+02,3.007407E-02,3.631125E-02,8.762550E+02,4.150406E+02,3.680645E-02,3.343806E-02,4.125167E+02,1.343989E+02,1.735432E-02,1.081829E-02,3.457555E+02,1.119039E+02,1.455312E-02,9.042970E-03,4.164816E+02,3.442170E+02,1.750440E-02,2.762927E-02,3.375466E+02,4.023498E+02,1.417341E-02,3.234825E-02,7.199905E+02,6.095585E+02,3.020861E-02,4.893531E-02,1.526604E+02,1.561479E+02,6.438860E-03,1.255212E-02,3.220568E+02,1.305047E+02,1.355105E-02,1.049900E-02,2.423984E+02,3.691194E+02,1.017696E-02,2.965045E-02,4.804350E+02,1.465336E+02,2.020631E-02,1.180310E-02,1.525102E+02,1.430399E+02,6.436457E-03,1.150505E-02
05:40:00,2.395025E+03,1.779755E+03,1.017091E-01,1.447290E-01,6.026738E+02,1.857497E+02,2.566154E-02,1.512818E-02,7.614241E+02,5.122961E+02,3.240027E-02,4.181490E-02,9.240528E+02,4.710738E+02,3.931959E-02,3.844311E-02,4.355792E+02,1.468011E+02,1.856139E-02,1.196423E-02,3.646223E+02,1.279174E+02,1.554537E-02,1.046004E-02,4.532740E+02,3.662137E+02,1.928761E-02,2.977137E-02,3.761200E+02,4.408405E+02,1.598367E-02,3.588882E-02,7.768125E+02,6.542733E+02,3.300749E-02,5.319617E-02,1.737891E+02,1.690939E+02,7.412241E-03,1.376208E-02,3.410336E+02,1.407250E+02,1.453404E-02,1.146280E-02,2.774742E+02,3.986486E+02,1.178550E-02,3.242776E-02,5.050184E+02,1.624105E+02,2.151657E-02,1.324675E-02,1.726630E+02,1.555536E+02,7.368596E-03,1.266766E-02
05:50:00,2.532000E+03,1.915789E+03,1.087495E-01,1.575438E-01,6.266808E+02,1.997475E+02,2.700126E-02,1.644180E-02,8.039291E+02,5.759758E+02,3.459401E-02,4.748799E-02,9.685001E+02,5.331720E+02,4.168830E-02,4.396537E-02,4.567610E+02,1.593762E+02,1.968713E-02,1.312508E-02,3.818150E+02,1.444832E+02,1.646507E-02,1.192712E-02,4.875620E+02,3.873133E+02,2.096288E-02,3.183992E-02,4.126553E+02,4.784121E+02,1.770702E-02,3.936473E-02,8.304549E+02,6.969174E+02,3.567005E-02,5.729571E-02,1.934711E+02,1.813615E+02,8.323519E-03,1.491760E-02,3.584561E+02,1.505110E+02,1.544979E-02,1.239102E-02,3.107861E+02,4.267633E+02,1.331895E-02,3.509405E-02,5.275017E+02,1.793657E+02,2.273587E-02,1.478218E-02,1.912832E+02,1.677123E+02,8.234765E-03,1.380167E-02
06:00:00,2.663035E+03,2.051817E+03,1.155369E-01,1.704172E-01,6.490869E+02,2.135067E+02,2.827185E-02,1.773772E-02,8.440275E+02,6.390575E+02,3.668444E-02,5.315188E-02,1.010437E+03,5.993644E+02,4.394917E-02,4.985046E-02,4.764636E+02,1.724211E+02,2.074901E-02,1.432595E-02,3.976750E+02,1.613294E+02,1.732705E-02,1.342435E-02,5.197628E+02,4.078253E+02,2.254838E-02,3.386148E-02,4.471704E+02,5.139048E+02,1.934408E-02,4.268520E-02,8.814055E+02,7.369072E+02,3.821742E-02,6.119042E-02,2.118288E+02,1.932362E+02,9.177966E-03,1.604241E-02,3.746566E+02,1.599567E+02,1.631280E-02,1.329193E-02,3.421974E+02,4.531599E+02,1.477116E-02,3.762717E-02,5.483403E+02,1.977482E+02,2.388404E-02,1.643919E-02,2.085591E+02,1.796782E+02,9.043131E-03,1.492110E-02
06:10:00,2.708788E+03,2.182586E+03,1.199663E-01,1.836972E-01,6.482953E+02,2.258678E+02,2.872209E-02,1.901439E-02,8.576865E+02,7.010940E+02,3.800047E-02,5.902689E-02,1.018402E+03,6.684316E+02,4.511545E-02,5.629074E-02,4.795764E+02,1.846206E+02,2.125355E-02,1.554450E-02,4.000960E+02,1.779686E+02,1.773520E-02,1.498866E-02,5.416422E+02,4.253924E+02,2.401815E-02,3.579670E-02,4.733745E+02,5.453652E+02,2.098625E-02,4.589596E-02,9.097632E+02,7.710464E+02,4.031187E-02,6.488160E-02,2.281183E+02,2.038524E+02,1.012833E-02,1.715637E-02,3.785839E+02,1.679838E+02,1.678054E-02,1.413994E-02,3.706362E+02,4.756980E+02,1.643735E-02,4.002806E-02,5.508878E+02,2.171867E+02,2.441517E-02,1.829221E-02,2.236671E+02,1.904176E+02,9.932677E-03,1.602663E-02
06:20:00,2.750525E+03,2.354502E+03,1.233093E-01,2.004100E-01,6.459079E+02,2.418116E+02,2.903495E-02,2.059271E-02,8.699884E+02,7.702282E+02,3.907642E-02,6.561238E-02,1.023973E+03,7.469479E+02,4.599326E-02,6.366304E-02,4.809706E+02,1.994369E+02,2.163381E-02,1.699070E-02,4.010853E+02,1.960458E+02,1.805293E-02,1.671410E-02,5.612729E+02,4.508782E+02,2.523179E-02,3.836627E-02,5.024379E+02,5.840797E+02,2.255315E-02,4.970539E-02,9.356393E+02,8.178541E+02,4.198361E-02,6.957789E-02,2.446486E+02,2.181206E+02,1.102205E-02,1.856899E-02,3.810488E+02,1.781227E+02,1.714359E-02,1.516585E-02,4.024566E+02,5.056256E+02,1.806938E-02,4.301965E-02,5.517224E+02,2.410422E+02,2.481938E-02,2.055523E-02,2.387818E+02,2.041276E+02,1.076605E-02,1.738011E-02
06:30:00,2.774930E+03,2.493096E+03,1.265745E-01,2.146288E-01,6.416091E+02,2.550426E+02,2.931169E-02,2.196933E-02,8.764216E+02,8.293341E+02,4.003618E-02,7.144717E-02,1.025223E+03,8.157395E+02,4.681980E-02,7.031650E-02,4.805129E+02,2.117826E+02,2.196954E-02,1.824932E-02,4.005627E+02,2.122674E+02,1.832513E-02,1.830354E-02,5.755346E+02,4.705774E+02,2.633322E-02,4.050106E-02,5.219365E+02,6.131317E+02,2.386964E-02,5.276834E-02,9.531079E+02,8.518065E+02,4.352941E-02,7.328677E-02,2.567714E+02,2.294741E+02,1.178211E-02,1.976170E-02,3.819675E+02,1.862749E+02,1.747002E-02,1.604062E-02,4.235419E+02,5.275191E+02,1.938695E-02,4.539248E-02,5.506444E+02,2.634182E+02,2.517770E-02,2.272633E-02,2.503028E+02,2.151276E+02,1.149121E-02,1.852805E-02
06:40:00,2.797258E+03,2.635905E+03,1.295112E-01,2.291820E-01,6.363367E+02,2.691724E+02,2.951612E-02,2.341698E-02,8.819359E+02,8.882362E+02,4.089417E-02,7.727704E-02,1.025056E+03,8.834482E+02,4.752229E-02,7.689722E-02,4.790143E+02,2.245814E+02,2.223392E-02,1.954191E-02,3.991474E+02,2.286168E+02,1.853808E-02,1.990598E-02,5.887936E+02,4.917951E+02,2.733573E-02,4.275061E-02,5.415122E+02,6.421675E+02,2.512246E-02,5.581596E-02,9.695778E+02,8.866358E+02,4.493894E-02,7.704428E-02,2.683357E+02,2.414392E+02,1.248703E-02,2.099814E-02,3.820224E+02,1.948520E+02,1.773712E-02,1.694602E-02,4.452682E+02,5.498353E+02,2.066985E-02,4.778371E-02,5.485193E+02,2.867228E+02,2.546242E-02,2.497863E-02,2.610945E+02,2.265911E+02,1.215653E-02,1.970849E-02
06:50:00,2.814626E+03,2.775171E+03,1.321870E-01,2.434621E-01,6.301440E+02,2.836526E+02,2.966859E-02,2.489536E-02,8.856016E+02,9.455025E+02,4.165258E-02,8.299147E-02,1.023208E+03,9.487092E+02,4.813212E-02,8.330030E-02,4.765628E+02,2.373442E+02,2.244553E-02,2.083261E-02,3.969328E+02,2.446378E+02,1.870623E-02,2.148531E-02,6.003087E+02,5.130887E+02,2.824554E-02,4.500369E-02,5.588392E+02,6.698940E+02,2.626101E-02,5.875244E-02,9.836254E+02,9.201541E+02,4.622157E-02,8.068427E-02,2.785548E+02,2.531785E+02,1.312244E-02,2.221290E-02,3.812910E+02,2.034331E+02,1.796065E-02,1.785018E-02,4.647269E+02,5.711017E+02,2.183851E-02,5.008023E-02,5.454345E+02,3.098727E+02,2.569309E-02,2.722415E-02,2.706573E+02,2.378194E+02,1.275746E-02,2.086713E-02
07:00:00,2.828257E+03,2.910305E+03,1.346659E-01,2.574223E-01,6.232047E+02,2.984061E+02,2.977941E-02,2.639867E-02,8.878378E+02,1.000862E+03,4.233436E-02,8.856626E-02,1.019982E+03,1.011644E+03,4.866738E-02,8.953416E-02,4.733314E+02,2.500962E+02,2.261434E-02,2.212539E-02,3.940704E+02,2.601927E+02,1.883824E-02,2.303005E-02,6.104839E+02,5.343990E+02,2.908384E-02,4.725699E-02,5.745931E+02,6.971288E+02,2.731778E-02,6.164931E-02,9.958213E+02,9.525161E+02,4.740675E-02,8.422143E-02,2.877792E+02,2.645673E+02,1.370568E-02,2.339617E-02,3.799193E+02,2.119916E+02,1.814901E-02,1.875152E-02,4.826730E+02,5.914565E+02,2.292863E-02,5.229520E-02,5.415730E+02,3.322851E+02,2.588037E-02,2.941317E-02,2.792902E+02,2.487443E+02,1.330911E-02,2.199902E-02
07:10:00,2.853315E+03,3.067515E+03,1.384906E-01,2.761254E-01,6.268548E+02,3.170956E+02,3.043205E-02,2.856318E-02,8.956662E+02,1.063765E+03,4.347967E-02,9.577922E-02,1.027689E+03,1.081941E+03,4.988877E-02,9.743021E-02,4.769617E+02,2.670894E+02,2.315740E-02,2.406569E-02,3.967650E+02,2.786896E+02,1.926418E-02,2.510588E-02,6.172395E+02,5.623232E+02,2.996492E-02,5.062516E-02,5.831939E+02,7.326366E+02,2.831033E-02,6.595488E-02,1.006349E+03,9.936367E+02,4.884882E-02,8.942468E-02,2.926938E+02,2.797489E+02,1.421205E-02,2.519080E-02,3.830506E+02,2.233692E+02,1.859816E-02,2.011730E-02,4.907684E+02,6.182528E+02,2.382375E-02,5.564593E-02,5.449629E+02,3.579552E+02,2.645795E-02,3.224845E-02,2.836400E+02,2.634340E+02,1.377281E-02,2.372449E-02
07:20:00,2.961619E+03,3.173538E+03,1.453318E-01,2.904759E-01,6.369840E+02,3.316489E+02,3.129932E-02,3.040335E-02,9.200555E+02,1.113442E+03,4.518210E-02,1.020205E-01,1.052335E+03,1.138443E+03,5.168414E-02,1.043397E-01,4.852008E+02,2.817352E+02,2.384613E-02,2.585057E-02,4.022309E+02,2.944858E+02,1.977276E-02,2.701738E-02,6.381505E+02,5.813099E+02,3.133664E-02,5.322746E-02,6.111057E+02,7.571389E+02,2.999411E-02,6.932511E-02,1.045743E+03,1.017582E+03,5.132698E-02,9.309615E-02,3.037043E+02,2.903465E+02,1.492073E-02,2.659961E-02,3.900221E+02,2.319759E+02,1.916858E-02,2.126241E-02,5.165077E+02,6.345442E+02,2.534953E-02,5.807020E-02,5.533916E+02,3.783985E+02,2.719644E-02,3.470489E-02,2.929383E+02,2.742887E+02,1.439446E-02,2.513779E-02
07:30:00,3.008901E+03,3.297748E+03,1.495858E-01,3.070267E-01,6.427154E+02,3.478831E+02,3.197862E-02,3.244368E-02,9.325366E+02,1.165567E+03,4.638613E-02,1.086154E-01,1.065291E+03,1.196878E+03,5.298990E-02,1.115641E-01,4.898571E+02,2.986226E+02,2.437997E-02,2.788150E-02,4.054275E+02,3.103359E+02,2.018110E-02,2.895800E-02,6.476379E+02,6.040703E+02,3.222027E-02,5.627050E-02,6.223998E+02,7.865952E+02,3.095935E-02,7.326785E-02,1.062683E+03,1.049100E+03,5.284624E-02,9.763521E-02,3.086963E+02,3.023925E+02,1.536781E-02,2.818519E-02,3.939743E+02,2.416295E+02,1.960874E-02,2.253012E-02,5.265551E+02,6.551503E+02,2.619401E-02,6.099350E-02,5.581252E+02,3.983440E+02,2.777527E-02,3.715693E-02,2.973037E+02,2.864578E+02,1.480210E-02,2.671009E-02
07:40:00,3.072716E+03,3.412783E+03,1.544967E-01,3.226335E-01,6.499741E+02,3.633239E+02,3.271189E-02,3.439840E-02,9.482299E+02,1.214070E+03,4.770491E-02,1.148686E-01,1.081566E+03,1.251629E+03,5.441541E-02,1.184510E-01,4.957200E+02,3.156486E+02,2.495456E-02,2.991872E-02,4.095394E+02,3.252158E+02,2.061983E-02,3.080612E-02,6.603274E+02,6.249726E+02,3.322363E-02,5.910868E-02,6.382306E+02,8.139006E+02,3.210331E-02,7.697328E-02,1.085767E+03,1.077810E+03,5.460607E-02,1.018538E-01,3.153089E+02,3.131923E+02,1.587313E-02,2.963522E-02,3.989417E+02,2.505684E+02,2.008335E-02,2.371878E-02,5.409226E+02,6.737071E+02,2.720959E-02,6.368501E-02,5.642138E+02,4.163980E+02,2.840085E-02,3.942811E-02,3.030295E+02,2.975287E+02,1.525687E-02,2.816332E-02
07:50:00,3.136059E+03,3.524089E+03,1.593461E-01,3.379114E-01,6.574842E+02,3.784726E+02,3.344814E-02,3.632684E-02,9.641427E+02,1.259551E+03,4.901926E-02,1.208602E-01,1.098129E+03,1.303422E+03,5.583958E-02,1.250930E-01,5.017743E+02,3.330601E+02,2.552966E-02,3.199565E-02,4.138622E+02,3.395121E+02,2.106114E-02,3.260436E-02,6.730865E+02,6.452368E+02,3.421689E-02,6.187908E-02,6.538099E+02,8.400950E+02,3.322106E-02,8.056642E-02,1.108691E+03,1.105714E+03,5.634011E-02,1.059795E-01,3.218981E+02,3.233863E+02,1.636841E-02,3.102101E-02,4.040737E+02,2.591518E+02,2.055871E-02,2.486996E-02,5.550316E+02,6.916019E+02,2.819935E-02,6.629952E-02,5.705658E+02,4.332687E+02,2.902980E-02,4.159376E-02,3.087966E+02,3.080283E+02,1.570494E-02,2.955679E-02
08:00:00,3.199011E+03,3.633530E+03,1.641471E-01,3.530495E-01,6.651305E+02,3.936654E+02,3.418389E-02,3.826314E-02,9.800863E+02,1.302654E+03,5.032337E-02,1.266520E-01,1.114772E+03,1.353135E+03,5.725583E-02,1.315741E-01,5.079326E+02,3.506734E+02,2.610288E-02,3.409744E-02,4.183216E+02,3.535675E+02,2.150304E-02,3.438645E-02,6.858748E+02,6.652152E+02,3.520094E-02,6.461937E-02,6.692760E+02,8.651678E+02,3.432221E-02,8.405195E-02,1.131509E+03,1.133353E+03,5.805495E-02,1.100690E-01,3.284722E+02,3.331719E+02,1.685573E-02,3.236311E-02,4.092968E+02,2.675517E+02,2.103281E-02,2.600161E-02,5.690425E+02,7.091517E+02,2.917378E-02,6.887121E-02,5.770766E+02,4.495434E+02,2.965910E-02,4.371003E-02,3.145838E+02,3.180970E+02,1.614694E-02,3.090572E-02
08:10:00,3.044462E+03,3.580384E+03,1.571272E-01,3.508391E-01,6.418526E+02,3.891905E+02,3.312545E-02,3.813689E-02,9.349876E+02,1.296044E+03,4.825549E-02,1.269888E-01,1.068730E+03,1.353220E+03,5.515753E-02,1.325913E-01,4.877143E+02,3.506810E+02,2.517080E-02,3.436279E-02,4.022574E+02,3.532483E+02,2.076032E-02,3.461134E-02,6.481949E+02,6.491357E+02,3.345449E-02,6.360764E-02,6.270322E+02,8.452323E+02,3.236226E-02,8.282196E-02,1.071060E+03,1.100795E+03,5.527878E-02,1.078662E-01,3.072770E+02,3.228196E+02,1.585930E-02,3.163199E-02,3.926453E+02,2.614367E+02,2.026446E-02,2.561766E-02,5.302811E+02,6.870094E+02,2.736888E-02,6.731825E-02,5.553483E+02,4.460593E+02,2.866136E-02,4.370682E-02,2.947464E+02,3.094741E+02,1.521262E-02,3.032405E-02
08:20:00,3.071176E+03,3.646310E+03,1.585051E-01,3.573145E-01,6.354819E+02,3.956514E+02,3.279632E-02,3.877166E-02,9.321095E+02,1.315104E+03,4.810665E-02,1.288670E-01,1.065343E+03,1.379648E+03,5.498225E-02,1.351925E-01,4.804297E+02,3.582013E+02,2.479462E-02,3.510122E-02,3.945753E+02,3.583155E+02,2.036367E-02,3.511107E-02,6.443827E+02,6.552881E+02,3.325761E-02,6.421256E-02,6.265545E+02,8.520423E+02,3.233752E-02,8.349225E-02,1.074390E+03,1.110141E+03,5.545040E-02,1.087856E-01,3.018295E+02,3.225486E+02,1.557811E-02,3.160633E-02,3.867941E+02,2.621148E+02,1.996232E-02,2.568518E-02,5.291483E+02,6.897521E+02,2.731037E-02,6.758901E-02,5.474998E+02,4.511186E+02,2.825604E-02,4.420565E-02,2.886149E+02,3.093959E+02,1.489613E-02,3.031735E-02
08:30:00,2.995153E+03,3.649741E+03,1.545816E-01,3.576537E-01,6.214269E+02,3.975007E+02,3.207090E-02,3.895316E-02,9.064439E+02,1.318992E+03,4.678203E-02,1.292507E-01,1.039669E+03,1.391854E+03,5.365721E-02,1.363917E-01,4.671511E+02,3.609543E+02,2.410929E-02,3.537122E-02,3.834452E+02,3.617009E+02,1.978923E-02,3.544360E-02,6.215991E+02,6.497350E+02,3.208175E-02,6.366870E-02,6.015373E+02,8.429771E+02,3.104642E-02,8.260442E-02,1.041329E+03,1.096550E+03,5.374418E-02,1.074543E-01,2.873431E+02,3.163452E+02,1.483046E-02,3.099856E-02,3.758475E+02,2.595669E+02,1.939735E-02,2.543567E-02,5.056274E+02,6.785071E+02,2.609650E-02,6.648738E-02,5.334460E+02,4.521077E+02,2.753069E-02,4.430325E-02,2.747782E+02,3.041142E+02,1.418200E-02,2.979991E-02
08:40:00,2.953455E+03,3.672525E+03,1.524300E-01,3.598861E-01,6.118225E+02,4.024767E+02,3.157523E-02,3.944075E-02,8.902013E+02,1.325694E+03,4.594383E-02,1.299080E-01,1.023465E+03,1.407540E+03,5.282097E-02,1.379295E-01,4.577380E+02,3.649201E+02,2.362349E-02,3.575980E-02,3.753066E+02,3.671390E+02,1.936920E-02,3.597667E-02,6.068948E+02,6.491968E+02,3.132291E-02,6.361584E-02,5.859560E+02,8.383879E+02,3.024238E-02,8.215459E-02,1.021578E+03,1.090450E+03,5.272500E-02,1.068563E-01,2.773257E+02,3.125606E+02,1.431348E-02,3.062765E-02,3.681393E+02,2.591733E+02,1.899954E-02,2.539709E-02,4.908592E+02,6.722084E+02,2.533442E-02,6.587003E-02,5.235416E+02,4.551333E+02,2.701954E-02,4.459985E-02,2.650568E+02,3.009454E+02,1.368028E-02,2.948934E-02
08:50:00,2.918251E+03,3.700701E+03,1.506134E-01,3.626469E-01,6.038415E+02,4.091169E+02,3.116332E-02,4.009147E-02,8.765386E+02,1.332116E+03,4.523872E-02,1.305374E-01,1.009900E+03,1.423555E+03,5.212088E-02,1.394989E-01,4.498596E+02,3.687528E+02,2.321688E-02,3.613535E-02,3.685341E+02,3.738314E+02,1.901966E-02,3.663253E-02,5.945487E+02,6.507059E+02,3.068575E-02,6.376368E-02,5.728148E+02,8.347058E+02,2.956422E-02,8.179369E-02,1.004923E+03,1.086547E+03,5.186550E-02,1.064737E-01,2.688686E+02,3.096803E+02,1.387701E-02,3.034538E-02,3.617110E+02,2.600801E+02,1.866777E-02,2.548596E-02,4.784338E+02,6.675087E+02,2.469320E-02,6.540946E-02,5.153131E+02,4.588933E+02,2.659485E-02,4.496833E-02,2.568630E+02,2.985682E+02,1.325739E-02,2.925639E-02
09:00:00,2.887360E+03,3.731810E+03,1.490192E-01,3.656954E-01,5.970542E+02,4.170801E+02,3.081301E-02,4.087185E-02,8.647331E+02,1.337514E+03,4.462943E-02,1.310663E-01,9.982147E+02,1.438988E+03,5.151781E-02,1.410114E-01,4.431419E+02,3.722087E+02,2.287016E-02,3.647399E-02,3.628095E+02,3.814626E+02,1.872419E-02,3.738037E-02,5.839416E+02,6.537139E+02,3.013831E-02,6.405846E-02,5.614575E+02,8.313224E+02,2.897809E-02,8.146216E-02,9.904555E+02,1.084026E+03,5.111886E-02,1.062268E-01,2.616064E+02,3.074280E+02,1.350220E-02,3.012469E-02,3.562491E+02,2.621790E+02,1.838586E-02,2.569166E-02,4.677363E+02,6.638440E+02,2.414112E-02,6.505037E-02,5.083449E+02,4.629929E+02,2.623520E-02,4.537008E-02,2.498460E+02,2.967252E+02,1.289523E-02,2.907581E-02
