Time,ROOM_4551A1BE:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_4551A1BE:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_4551A1BE:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_4551A1BE:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_5245B8FB:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_5245B8FB:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_5245B8FB:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_5245B8FB:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_6BDAFD1B:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_6BDAFD1B:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_6BDAFD1B:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_6BDAFD1B:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_BC2FAB81:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_BC2FAB81:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_BC2FAB81:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_BC2FAB81:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_CF1F3D8B:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_CF1F3D8B:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_CF1F3D8B:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_CF1F3D8B:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_F2BB9F6E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_F2BB9F6E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_F2BB9F6E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_F2BB9F6E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
17:40:00,3.725866E+02,6.566796E+02,1.923006E-02,6.434880E-02,4.504150E+02,9.071065E+02,2.324601E-02,8.888880E-02,1.089997E+03,1.497327E+03,5.625527E-02,1.467279E-01,2.996117E+02,3.196152E+02,1.546150E-02,3.132043E-02,6.026645E+02,1.208274E+03,3.110400E-02,1.184008E-01,3.604178E+02,6.647617E+02,1.860195E-02,6.514045E-02
17:50:00,3.715029E+02,6.574568E+02,1.917412E-02,6.442497E-02,4.496635E+02,9.002519E+02,2.320723E-02,8.821706E-02,1.088045E+03,1.483253E+03,5.615455E-02,1.453489E-01,2.994240E+02,3.184007E+02,1.545182E-02,3.120142E-02,6.015436E+02,1.191944E+03,3.104615E-02,1.168005E-01,3.594067E+02,6.574894E+02,1.854976E-02,6.442783E-02
18:00:00,3.704452E+02,6.579575E+02,1.911953E-02,6.447404E-02,4.489311E+02,8.911982E+02,2.316942E-02,8.732983E-02,1.086141E+03,1.469295E+03,5.605626E-02,1.439811E-01,2.992415E+02,3.165313E+02,1.544240E-02,3.101821E-02,6.004506E+02,1.173904E+03,3.098973E-02,1.150327E-01,3.584198E+02,6.503406E+02,1.849883E-02,6.372734E-02
18:10:00,3.833295E+02,6.577545E+02,1.978452E-02,6.445414E-02,4.697578E+02,8.795102E+02,2.424430E-02,8.618447E-02,1.135672E+03,1.454777E+03,5.861261E-02,1.425584E-01,3.159149E+02,3.135762E+02,1.630284E-02,3.072863E-02,6.265488E+02,1.153721E+03,3.233669E-02,1.130549E-01,3.713734E+02,6.432310E+02,1.916739E-02,6.303067E-02
18:20:00,3.962436E+02,6.565117E+02,2.045102E-02,6.433235E-02,4.906111E+02,8.648023E+02,2.532045E-02,8.474318E-02,1.185272E+03,1.439203E+03,6.117225E-02,1.410323E-01,3.325973E+02,3.092223E+02,1.716360E-02,3.030195E-02,6.526846E+02,1.131191E+03,3.368548E-02,1.108471E-01,3.843553E+02,6.360993E+02,1.983738E-02,6.233184E-02
18:30:00,4.091888E+02,6.535783E+02,2.111908E-02,6.404488E-02,5.114986E+02,8.457257E+02,2.639815E-02,8.287380E-02,1.234954E+03,1.421718E+03,6.373577E-02,1.393189E-01,3.492977E+02,3.028882E+02,1.802469E-02,2.968123E-02,6.788663E+02,1.105486E+03,3.503642E-02,1.083283E-01,3.973670E+02,6.288602E+02,2.050886E-02,6.162248E-02
18:40:00,4.221671E+02,6.488943E+02,2.178876E-02,6.358586E-02,5.324209E+02,8.226824E+02,2.747737E-02,8.061571E-02,1.284725E+03,1.402308E+03,6.630324E-02,1.374168E-01,3.660116E+02,2.945971E+02,1.888595E-02,2.886873E-02,7.050958E+02,1.077156E+03,3.638955E-02,1.055522E-01,4.104103E+02,6.214779E+02,2.118189E-02,6.089910E-02
18:50:00,4.351758E+02,6.417799E+02,2.245995E-02,6.288868E-02,5.533712E+02,7.943317E+02,2.855782E-02,7.783753E-02,1.334567E+03,1.380244E+03,6.887396E-02,1.352547E-01,3.827356E+02,2.838445E+02,1.974752E-02,2.781501E-02,7.313656E+02,1.045467E+03,3.774452E-02,1.024469E-01,4.234826E+02,6.138953E+02,2.185634E-02,6.015609E-02
19:00:00,4.482127E+02,6.323659E+02,2.313256E-02,6.196615E-02,5.743448E+02,7.616186E+02,2.963937E-02,7.463187E-02,1.384468E+03,1.355754E+03,7.144748E-02,1.328547E-01,3.994692E+02,2.709216E+02,2.060959E-02,2.654862E-02,7.576697E+02,1.011259E+03,3.910114E-02,9.909470E-02,4.365816E+02,6.060799E+02,2.253213E-02,5.939025E-02
19:10:00,4.473594E+02,6.210105E+02,2.308822E-02,6.085337E-02,5.737981E+02,7.257568E+02,2.961022E-02,7.111766E-02,1.383030E+03,1.329414E+03,7.137124E-02,1.302736E-01,3.993609E+02,2.564182E+02,2.060254E-02,2.512735E-02,7.568403E+02,9.756342E+02,3.905730E-02,9.560375E-02,4.357887E+02,5.980671E+02,2.249089E-02,5.860508E-02
19:20:00,4.465260E+02,6.084905E+02,2.304491E-02,5.962648E-02,5.732619E+02,6.891094E+02,2.958168E-02,6.752649E-02,1.381616E+03,1.302185E+03,7.129634E-02,1.276053E-01,3.992565E+02,2.412638E+02,2.059583E-02,2.364230E-02,7.560277E+02,9.401950E+02,3.901440E-02,9.213099E-02,4.350141E+02,5.898686E+02,2.245060E-02,5.780171E-02
19:30:00,4.457091E+02,5.959014E+02,2.300250E-02,5.839283E-02,5.727266E+02,6.546014E+02,2.955340E-02,6.414499E-02,1.380206E+03,1.275828E+03,7.122204E-02,1.250224E-01,3.991459E+02,2.266405E+02,2.058940E-02,2.220930E-02,7.552211E+02,9.070785E+02,3.897201E-02,8.888587E-02,4.342543E+02,5.817364E+02,2.241112E-02,5.700483E-02
19:40:00,4.449102E+02,5.836175E+02,2.296108E-02,5.718910E-02,5.721933E+02,6.229309E+02,2.952551E-02,6.104159E-02,1.378798E+03,1.250846E+03,7.114846E-02,1.225744E-01,3.990333E+02,2.129635E+02,2.058340E-02,2.086905E-02,7.544209E+02,8.766342E+02,3.893024E-02,8.590262E-02,4.335104E+02,5.737827E+02,2.237253E-02,5.622545E-02
19:50:00,4.441296E+02,5.726169E+02,2.292066E-02,5.611115E-02,5.716673E+02,5.963658E+02,2.949818E-02,5.843850E-02,1.377407E+03,1.228355E+03,7.107613E-02,1.203705E-01,3.989213E+02,2.011358E+02,2.057762E-02,1.971004E-02,7.536325E+02,8.503283E+02,3.888929E-02,8.332494E-02,4.327832E+02,5.661506E+02,2.233487E-02,5.547759E-02
20:00:00,4.433666E+02,5.630947E+02,2.288119E-02,5.517809E-02,5.711511E+02,5.748683E+02,2.947148E-02,5.633203E-02,1.376037E+03,1.208503E+03,7.100522E-02,1.184252E-01,3.988098E+02,1.912751E+02,2.057189E-02,1.874379E-02,7.528584E+02,8.280187E+02,3.884921E-02,8.113888E-02,4.320722E+02,5.589352E+02,2.229808E-02,5.477056E-02
20:10:00,4.426207E+02,5.551038E+02,2.284263E-02,5.439510E-02,5.706460E+02,5.579159E+02,2.944538E-02,5.467096E-02,1.374695E+03,1.191266E+03,7.093580E-02,1.167362E-01,3.986988E+02,1.832713E+02,2.056616E-02,1.795951E-02,7.521002E+02,8.093221E+02,3.881002E-02,7.930688E-02,4.313771E+02,5.522156E+02,2.226215E-02,5.411212E-02
20:20:00,4.418916E+02,5.482590E+02,2.280496E-02,5.372441E-02,5.701522E+02,5.439705E+02,2.941989E-02,5.330454E-02,1.373380E+03,1.176146E+03,7.086790E-02,1.152546E-01,3.985889E+02,1.766364E+02,2.056047E-02,1.730938E-02,7.513585E+02,7.932459E+02,3.877170E-02,7.773165E-02,4.306978E+02,5.460562E+02,2.222705E-02,5.350857E-02
20:30:00,4.411790E+02,5.422181E+02,2.276815E-02,5.313250E-02,5.696698E+02,5.319868E+02,2.939498E-02,5.213033E-02,1.372094E+03,1.162337E+03,7.080150E-02,1.139015E-01,3.984804E+02,1.709528E+02,2.055487E-02,1.675246E-02,7.506333E+02,7.789449E+02,3.873426E-02,7.633036E-02,4.300339E+02,5.403354E+02,2.219276E-02,5.294801E-02
20:40:00,4.404777E+02,5.368105E+02,2.273193E-02,5.260265E-02,5.691956E+02,5.214439E+02,2.937051E-02,5.109729E-02,1.370829E+03,1.149480E+03,7.073618E-02,1.126417E-01,3.983731E+02,1.660030E+02,2.054934E-02,1.626744E-02,7.499201E+02,7.659947E+02,3.869744E-02,7.506143E-02,4.293805E+02,5.349940E+02,2.215902E-02,5.242462E-02
20:50:00,4.397877E+02,5.319201E+02,2.269631E-02,5.212347E-02,5.687297E+02,5.120146E+02,2.934646E-02,5.017336E-02,1.369585E+03,1.137384E+03,7.067198E-02,1.114564E-01,3.982672E+02,1.616401E+02,2.054388E-02,1.583993E-02,7.492190E+02,7.541227E+02,3.866125E-02,7.389813E-02,4.287379E+02,5.299851E+02,2.212584E-02,5.193381E-02
21:00:00,4.391103E+02,5.274551E+02,2.266134E-02,5.168596E-02,5.682728E+02,5.034644E+02,2.932288E-02,4.933555E-02,1.368365E+03,1.125914E+03,7.060901E-02,1.103325E-01,3.981629E+02,1.577525E+02,2.053850E-02,1.545898E-02,7.485315E+02,7.431268E+02,3.862577E-02,7.282067E-02,4.281070E+02,5.252662E+02,2.209327E-02,5.147142E-02
21:10:00,4.384458E+02,5.233292E+02,2.262704E-02,5.128169E-02,5.678252E+02,4.955990E+02,2.929978E-02,4.856485E-02,1.367169E+03,1.114928E+03,7.054729E-02,1.092560E-01,3.980604E+02,1.542403E+02,2.053321E-02,1.511483E-02,7.478577E+02,7.328277E+02,3.859099E-02,7.181148E-02,4.274881E+02,5.207878E+02,2.206133E-02,5.103260E-02
21:20:00,4.377944E+02,5.194822E+02,2.259341E-02,5.090473E-02,5.673869E+02,4.882845E+02,2.927717E-02,4.784811E-02,1.365998E+03,1.104349E+03,7.048685E-02,1.082193E-01,3.979597E+02,1.510336E+02,2.052801E-02,1.480060E-02,7.471980E+02,7.231045E+02,3.855695E-02,7.085872E-02,4.268815E+02,5.165173E+02,2.203002E-02,5.061414E-02
21:30:00,4.371562E+02,5.158652E+02,2.256047E-02,5.055032E-02,5.669580E+02,4.814175E+02,2.925503E-02,4.717524E-02,1.364851E+03,1.094116E+03,7.042768E-02,1.072166E-01,3.978609E+02,1.480765E+02,2.052292E-02,1.451084E-02,7.465523E+02,7.138622E+02,3.852363E-02,6.995308E-02,4.262872E+02,5.124268E+02,2.199934E-02,5.021332E-02
21:40:00,4.365310E+02,5.124389E+02,2.252820E-02,5.021458E-02,5.665383E+02,4.749183E+02,2.923338E-02,4.653839E-02,1.363729E+03,1.084185E+03,7.036976E-02,1.062435E-01,3.977642E+02,1.453242E+02,2.051793E-02,1.424113E-02,7.459205E+02,7.050262E+02,3.849102E-02,6.908725E-02,4.257051E+02,5.084929E+02,2.196929E-02,4.982785E-02
21:50:00,4.359188E+02,5.091714E+02,2.249661E-02,4.989442E-02,5.661278E+02,4.687247E+02,2.921219E-02,4.593148E-02,1.362631E+03,1.074519E+03,7.031309E-02,1.052963E-01,3.976695E+02,1.427406E+02,2.051304E-02,1.398797E-02,7.453025E+02,6.965377E+02,3.845913E-02,6.825547E-02,4.251351E+02,5.046964E+02,2.193988E-02,4.945583E-02
22:00:00,4.353195E+02,5.060375E+02,2.246568E-02,4.958733E-02,5.657264E+02,4.627883E+02,2.919148E-02,4.534978E-02,1.361556E+03,1.065088E+03,7.025764E-02,1.043722E-01,3.975768E+02,1.402970E+02,2.050826E-02,1.374852E-02,7.446981E+02,6.883503E+02,3.842794E-02,6.745319E-02,4.245771E+02,5.010210E+02,2.191108E-02,4.909569E-02
22:10:00,3.625157E+02,4.238423E+02,1.870847E-02,4.146188E-02,4.712709E+02,3.953218E+02,2.431758E-02,3.848964E-02,1.134181E+03,9.065882E+02,5.852485E-02,8.836964E-02,3.473606E+02,1.178717E+02,1.773666E-02,1.151008E-02,6.203290E+02,5.890581E+02,3.201025E-02,5.733586E-02,3.535809E+02,4.216646E+02,1.824719E-02,4.120283E-02
22:20:00,2.898150E+02,3.460518E+02,1.495658E-02,3.369773E-02,3.813330E+02,3.340835E+02,1.962606E-02,3.214914E-02,9.189513E+02,7.674559E+02,4.728320E-02,7.393569E-02,3.050731E+02,9.680292E+01,1.528212E-02,9.388150E-03,4.960641E+02,5.002011E+02,2.559792E-02,4.808378E-02,2.826808E+02,3.491032E+02,1.458826E-02,3.385073E-02
22:30:00,2.172152E+02,2.771794E+02,1.120989E-02,2.663229E-02,3.010770E+02,2.791738E+02,1.532622E-02,2.630199E-02,7.303278E+02,6.439374E+02,3.711425E-02,6.070533E-02,2.675062E+02,7.720130E+01,1.301707E-02,7.385716E-03,3.837328E+02,4.211561E+02,1.966823E-02,3.959127E-02,2.118746E+02,2.841657E+02,1.093418E-02,2.709529E-02
22:40:00,1.447141E+02,2.196809E+02,7.468308E-03,2.044508E-02,2.289872E+02,2.305177E+02,1.135443E-02,2.095170E-02,5.650922E+02,5.368132E+02,2.788771E-02,4.875802E-02,2.325406E+02,5.940681E+01,1.085659E-02,5.530088E-03,2.817930E+02,3.515079E+02,1.415770E-02,3.184203E-02,1.411604E+02,2.290608E+02,7.284839E-03,2.111043E-02
22:50:00,7.230975E+01,1.632009E+02,3.731713E-03,1.434605E-02,1.618924E+02,1.840351E+02,7.583178E-03,1.578855E-02,4.120954E+02,4.318767E+02,1.915231E-02,3.701120E-02,1.994779E+02,4.250824E+01,8.772618E-03,3.751441E-03,1.886386E+02,2.846944E+02,8.999790E-03,2.433854E-02,7.053615E+01,1.739092E+02,3.640147E-03,1.513417E-02
23:00:00,0.000000E+00,1.092134E+02,0.000000E+00,8.449252E-03,9.848800E+01,1.400257E+02,3.960917E-03,1.083505E-02,2.668803E+02,3.321856E+02,1.073148E-02,2.570010E-02,1.685863E+02,2.654558E+01,6.775935E-03,2.052553E-03,1.006998E+02,2.213456E+02,4.051868E-03,1.712864E-02,0.000000E+00,1.221190E+02,0.000000E+00,9.429111E-03
23:10:00,0.000000E+00,1.366534E+02,0.000000E+00,1.056544E-02,1.319634E+02,1.596278E+02,5.306179E-03,1.234349E-02,3.537075E+02,3.850402E+02,1.422082E-02,2.977053E-02,1.896217E+02,3.146434E+01,7.618718E-03,2.431796E-03,1.408753E+02,2.518770E+02,5.666442E-03,1.947902E-02,0.000000E+00,1.481446E+02,0.000000E+00,1.143532E-02
23:20:00,0.000000E+00,1.615821E+02,0.000000E+00,1.247791E-02,1.631184E+02,1.748237E+02,6.558125E-03,1.349465E-02,4.324464E+02,4.215717E+02,1.738415E-02,3.254124E-02,2.043056E+02,3.582044E+01,8.207972E-03,2.764906E-03,1.838139E+02,2.744072E+02,7.392041E-03,2.118183E-02,0.000000E+00,1.692768E+02,0.000000E+00,1.306084E-02
23:30:00,0.000000E+00,1.792814E+02,0.000000E+00,1.383296E-02,1.865397E+02,1.852965E+02,7.497334E-03,1.429721E-02,4.881494E+02,4.451864E+02,1.962003E-02,3.434953E-02,2.157034E+02,3.940784E+01,8.665330E-03,3.041017E-03,2.174416E+02,2.892801E+02,8.741446E-03,2.232009E-02,1.465631E+00,1.844790E+02,5.921884E-05,1.423329E-02
23:40:00,2.209694E+00,1.871191E+02,8.922025E-05,1.443707E-02,2.033467E+02,1.909409E+02,8.171563E-03,1.473295E-02,5.240823E+02,4.548224E+02,2.106083E-02,3.509347E-02,2.257431E+02,4.180288E+01,9.068201E-03,3.225935E-03,2.429426E+02,2.966795E+02,9.763799E-03,2.289128E-02,8.137653E+00,1.913649E+02,3.273772E-04,1.476469E-02
23:50:00,8.780632E+00,1.952993E+02,3.533156E-04,1.506825E-02,2.166120E+02,1.956856E+02,8.704356E-03,1.509922E-02,5.508566E+02,4.644546E+02,2.213619E-02,3.583702E-02,2.349758E+02,4.384372E+01,9.438771E-03,3.383494E-03,2.616117E+02,3.029742E+02,1.051311E-02,2.337718E-02,1.568873E+01,1.996619E+02,6.308564E-04,1.540493E-02
24:00:00,1.630199E+01,2.022186E+02,6.556010E-04,1.560218E-02,2.275745E+02,1.991041E+02,9.144621E-03,1.536314E-02,5.725683E+02,4.708334E+02,2.300815E-02,3.632952E-02,2.429961E+02,4.542710E+01,9.760730E-03,3.505739E-03,2.769208E+02,3.073723E+02,1.112805E-02,2.371672E-02,2.592646E+01,2.058322E+02,1.042310E-03,1.588109E-02
Peak,6.229114E+02,7.020708E+02,3.195055E-02,6.818876E-02,6.424356E+02,9.139375E+02,3.299564E-02,8.955832E-02,1.500498E+03,2.196818E+03,7.702562E-02,2.152728E-01,4.001854E+02,3.203180E+02,1.744406E-02,3.138931E-02,8.691052E+02,1.284432E+03,4.462003E-02,1.258638E-01,5.967878E+02,8.699920E+02,3.061538E-02,8.525104E-02

Peak Vol Flow (m3/s),,,2.654908E-02,5.666096E-02,,,2.741749E-02,7.441785E-02,,,6.400389E-02,1.788794E-01,,,1.449502E-02,2.608272E-02,,,3.707670E-02,1.045856E-01,,,2.543963E-02,7.083874E-02
