Time,ROOM_6B25DD81:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_6B25DD81:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_6B25DD81:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_6B25DD81:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_6EBC3C8B:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_6EBC3C8B:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_6EBC3C8B:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_6EBC3C8B:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_8E9F0581:BOSTON LOGAN INTL ARPT ANN HUM_N 99.6% CONDNS DP=>MCDB:Des Heat Load [W],ROOM_8E9F0581:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_8E9F0581:BOSTON LOGAN INTL ARPT ANN HUM_N 99.6% CONDNS DP=>MCDB:Des Heat Mass Flow [kg/s],ROOM_8E9F0581:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_AFCE1D5C:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_AFCE1D5C:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_AFCE1D5C:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_AFCE1D5C:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
16:40:00,6.420982E+02,1.393332E+03,3.313938E-02,1.365350E-01,6.628525E+02,1.444713E+03,3.421052E-02,1.415700E-01,3.402583E+02,4.678823E+02,1.755922E-02,4.584831E-02,7.236377E+02,1.150744E+03,3.734641E-02,1.127651E-01
16:50:00,6.406727E+02,1.391280E+03,3.306580E-02,1.363339E-01,6.613463E+02,1.444508E+03,3.413278E-02,1.415500E-01,3.399568E+02,4.584275E+02,1.754366E-02,4.492186E-02,7.225223E+02,1.150472E+03,3.728885E-02,1.127384E-01
17:00:00,6.392835E+02,1.386471E+03,3.299411E-02,1.358626E-01,6.598781E+02,1.441345E+03,3.405700E-02,1.412400E-01,3.396637E+02,4.493241E+02,1.752854E-02,4.402983E-02,7.214362E+02,1.148690E+03,3.723279E-02,1.125638E-01
17:10:00,6.379296E+02,1.379187E+03,3.292423E-02,1.351487E-01,6.584466E+02,1.435505E+03,3.398312E-02,1.406676E-01,3.393789E+02,4.404486E+02,1.751384E-02,4.316014E-02,7.203784E+02,1.145821E+03,3.717820E-02,1.122826E-01
17:20:00,6.366099E+02,1.369463E+03,3.285612E-02,1.341958E-01,6.570508E+02,1.427021E+03,3.391108E-02,1.398362E-01,3.391019E+02,4.315254E+02,1.749955E-02,4.228577E-02,7.193482E+02,1.141840E+03,3.712503E-02,1.118925E-01
17:30:00,6.353235E+02,1.357233E+03,3.278972E-02,1.329974E-01,6.556897E+02,1.415830E+03,3.384084E-02,1.387395E-01,3.388327E+02,4.223807E+02,1.748565E-02,4.138968E-02,7.183447E+02,1.136429E+03,3.707324E-02,1.113622E-01
17:40:00,6.340693E+02,1.342420E+03,3.272499E-02,1.315457E-01,6.543623E+02,1.401858E+03,3.377233E-02,1.373703E-01,3.385709E+02,4.129169E+02,1.747214E-02,4.046233E-02,7.173670E+02,1.129234E+03,3.702278E-02,1.106571E-01
17:50:00,6.328464E+02,1.324955E+03,3.266188E-02,1.298343E-01,6.530676E+02,1.385043E+03,3.370550E-02,1.357225E-01,3.383163E+02,4.030723E+02,1.745900E-02,3.949765E-02,7.164145E+02,1.119892E+03,3.697362E-02,1.097416E-01
18:00:00,6.316539E+02,1.305371E+03,3.260033E-02,1.279152E-01,6.518046E+02,1.365944E+03,3.364032E-02,1.338510E-01,3.380686E+02,3.930511E+02,1.744622E-02,3.851567E-02,7.154864E+02,1.108683E+03,3.692572E-02,1.086432E-01
18:10:00,6.578558E+02,1.283194E+03,3.395264E-02,1.257420E-01,6.791426E+02,1.344059E+03,3.505126E-02,1.317064E-01,3.551896E+02,3.827055E+02,1.832976E-02,3.750190E-02,7.493700E+02,1.094758E+03,3.867443E-02,1.072786E-01
18:20:00,6.840976E+02,1.258211E+03,3.530692E-02,1.232938E-01,7.065223E+02,1.319158E+03,3.646426E-02,1.292663E-01,3.723218E+02,3.719471E+02,1.921374E-02,3.644769E-02,7.832905E+02,1.077547E+03,4.042487E-02,1.055921E-01
18:30:00,7.103873E+02,1.229477E+03,3.666346E-02,1.204782E-01,7.339519E+02,1.290242E+03,3.787963E-02,1.264327E-01,3.894752E+02,3.605686E+02,2.009818E-02,3.533269E-02,8.172653E+02,1.055616E+03,4.217763E-02,1.034429E-01
18:40:00,7.367273E+02,1.197659E+03,3.802234E-02,1.173602E-01,7.614339E+02,1.257989E+03,3.929743E-02,1.232721E-01,4.066449E+02,3.486531E+02,2.098288E-02,3.416509E-02,8.512928E+02,1.029395E+03,4.393252E-02,1.008734E-01
18:50:00,7.631103E+02,1.161913E+03,3.938322E-02,1.138573E-01,7.889607E+02,1.221497E+03,4.071731E-02,1.196962E-01,4.238273E+02,3.360641E+02,2.186802E-02,3.293148E-02,8.853601E+02,9.975520E+02,4.568907E-02,9.775294E-02
19:00:00,7.895306E+02,1.123260E+03,4.074589E-02,1.100696E-01,8.165260E+02,1.181814E+03,4.213904E-02,1.158075E-01,4.410217E+02,3.229515E+02,2.275377E-02,3.164656E-02,9.194588E+02,9.610439E+02,4.744704E-02,9.417533E-02
19:10:00,7.886248E+02,1.083004E+03,4.069816E-02,1.061249E-01,8.155615E+02,1.140284E+03,4.208825E-02,1.117379E-01,4.408663E+02,3.095532E+02,2.274419E-02,3.033364E-02,9.187999E+02,9.213390E+02,4.741115E-02,9.028445E-02
19:20:00,7.877434E+02,1.043045E+03,4.065175E-02,1.022092E-01,8.146221E+02,1.098890E+03,4.203881E-02,1.076816E-01,4.407172E+02,2.961806E+02,2.273509E-02,2.902325E-02,9.181554E+02,8.808041E+02,4.737615E-02,8.631227E-02
19:30:00,7.868738E+02,1.005844E+03,4.060613E-02,9.856389E-02,8.136950E+02,1.060220E+03,4.199020E-02,1.038923E-01,4.405630E+02,2.834344E+02,2.272635E-02,2.777424E-02,9.175044E+02,8.425432E+02,4.734132E-02,8.256295E-02
19:40:00,7.860104E+02,9.717686E+02,4.056109E-02,9.522483E-02,8.127745E+02,1.024688E+03,4.194219E-02,1.004105E-01,4.404075E+02,2.714969E+02,2.271812E-02,2.660449E-02,9.168461E+02,8.072392E+02,4.730669E-02,7.910345E-02
19:50:00,7.851578E+02,9.425079E+02,4.051681E-02,9.235761E-02,8.118655E+02,9.940995E+02,4.189499E-02,9.741320E-02,4.402531E+02,2.607197E+02,2.271017E-02,2.554845E-02,9.161912E+02,7.771586E+02,4.727264E-02,7.615585E-02
20:00:00,7.843195E+02,9.178521E+02,4.047341E-02,8.994166E-02,8.109719E+02,9.682780E+02,4.184872E-02,9.488303E-02,4.400999E+02,2.511564E+02,2.270228E-02,2.461135E-02,9.155464E+02,7.522783E+02,4.723929E-02,7.371786E-02
20:10:00,7.834920E+02,8.973082E+02,4.043063E-02,8.792865E-02,8.100898E+02,9.467480E+02,4.180312E-02,9.277339E-02,4.399469E+02,2.427981E+02,2.269438E-02,2.379234E-02,9.149105E+02,7.321552E+02,4.720646E-02,7.174607E-02
20:20:00,7.826768E+02,8.796732E+02,4.038851E-02,8.620070E-02,8.092208E+02,9.282793E+02,4.175823E-02,9.096373E-02,4.397947E+02,2.355121E+02,2.268652E-02,2.307840E-02,9.142846E+02,7.153516E+02,4.717415E-02,7.009957E-02
20:30:00,7.818758E+02,8.639836E+02,4.034715E-02,8.466335E-02,8.083670E+02,9.118756E+02,4.171414E-02,8.935642E-02,4.396439E+02,2.290178E+02,2.267873E-02,2.244205E-02,9.136700E+02,7.006828E+02,4.714243E-02,6.866225E-02
20:40:00,7.810900E+02,8.497685E+02,4.030658E-02,8.327047E-02,8.075293E+02,8.970450E+02,4.167088E-02,8.790324E-02,4.394950E+02,2.231632E+02,2.267105E-02,2.186836E-02,9.130672E+02,6.875831E+02,4.711131E-02,6.737866E-02
20:50:00,7.803197E+02,8.367256E+02,4.026682E-02,8.199244E-02,8.067081E+02,8.834666E+02,4.162849E-02,8.657274E-02,4.393482E+02,2.178400E+02,2.266348E-02,2.134676E-02,9.124766E+02,6.757059E+02,4.708084E-02,6.621484E-02
21:00:00,7.795653E+02,8.246313E+02,4.022788E-02,8.080735E-02,8.059036E+02,8.708999E+02,4.158697E-02,8.534136E-02,4.392037E+02,2.129618E+02,2.265603E-02,2.086875E-02,9.118985E+02,6.648012E+02,4.705100E-02,6.514631E-02
21:10:00,7.788267E+02,8.132916E+02,4.018976E-02,7.969621E-02,8.051159E+02,8.591359E+02,4.154632E-02,8.418863E-02,4.390618E+02,2.084427E+02,2.264871E-02,2.042593E-02,9.113329E+02,6.546517E+02,4.702182E-02,6.415178E-02
21:20:00,7.781040E+02,8.025752E+02,4.015247E-02,7.864612E-02,8.043450E+02,8.480317E+02,4.150654E-02,8.310055E-02,4.389225E+02,2.042248E+02,2.264152E-02,2.001262E-02,9.107798E+02,6.451141E+02,4.699328E-02,6.321719E-02
21:30:00,7.773971E+02,7.923794E+02,4.011598E-02,7.764705E-02,8.035908E+02,8.374758E+02,4.146761E-02,8.206619E-02,4.387859E+02,2.002604E+02,2.263447E-02,1.962416E-02,9.102391E+02,6.360775E+02,4.696538E-02,6.233170E-02
21:40:00,7.767057E+02,7.826239E+02,4.008030E-02,7.669112E-02,8.028530E+02,8.273810E+02,4.142954E-02,8.107701E-02,4.386520E+02,1.965106E+02,2.262757E-02,1.925671E-02,9.097106E+02,6.274565E+02,4.693811E-02,6.148692E-02
21:50:00,7.760296E+02,7.732456E+02,4.004541E-02,7.577215E-02,8.021315E+02,8.176791E+02,4.139230E-02,8.012633E-02,4.385210E+02,1.929435E+02,2.262081E-02,1.890717E-02,9.091942E+02,6.191844E+02,4.691146E-02,6.067634E-02
22:00:00,7.753686E+02,7.641946E+02,4.001130E-02,7.488525E-02,8.014259E+02,8.083165E+02,4.135589E-02,7.920889E-02,4.383928E+02,1.895332E+02,2.261419E-02,1.857299E-02,9.086896E+02,6.112093E+02,4.688543E-02,5.989485E-02
22:10:00,6.458641E+02,6.550066E+02,3.332849E-02,6.373500E-02,6.675599E+02,6.943250E+02,3.444802E-02,6.753399E-02,3.756115E+02,1.593057E+02,1.925933E-02,1.555384E-02,7.632827E+02,5.247833E+02,3.931223E-02,5.104038E-02
22:20:00,5.164736E+02,5.575919E+02,2.665155E-02,5.356010E-02,5.338154E+02,5.926454E+02,2.754642E-02,5.687791E-02,3.238977E+02,1.307612E+02,1.634916E-02,1.267973E-02,6.434593E+02,4.469026E+02,3.276982E-02,4.289773E-02
22:30:00,3.953638E+02,4.716974E+02,2.030903E-02,4.426483E-02,4.086346E+02,5.033661E+02,2.099056E-02,4.716776E-02,2.769356E+02,1.039616E+02,1.362913E-02,9.948594E-03,5.415181E+02,3.779548E+02,2.694578E-02,3.544283E-02
22:40:00,2.835767E+02,3.956935E+02,1.434799E-02,3.576341E-02,2.930188E+02,4.241648E+02,1.482653E-02,3.826697E-02,2.327362E+02,7.982169E+01,1.102005E-02,7.434204E-03,4.474404E+02,3.164523E+02,2.143765E-02,2.858951E-02
22:50:00,1.846143E+02,3.227781E+02,8.897858E-03,2.753020E-02,1.907278E+02,3.484034E+02,9.193200E-03,2.966255E-02,1.910442E+02,5.702363E+01,8.511819E-03,5.034473E-03,3.587919E+02,2.578272E+02,1.614848E-02,2.198456E-02
23:00:00,9.181440E+01,2.536675E+02,3.696356E-03,1.961963E-02,9.492020E+01,2.765646E+02,3.821466E-03,2.139088E-02,1.510875E+02,3.555528E+01,6.073278E-03,2.748093E-03,2.752027E+02,2.021317E+02,1.106328E-02,1.563131E-02
23:10:00,1.309982E+02,2.877113E+02,5.271044E-03,2.223957E-02,1.354089E+02,3.124813E+02,5.448595E-03,2.415345E-02,1.761134E+02,4.218395E+01,7.076681E-03,3.258688E-03,3.394654E+02,2.273234E+02,1.364468E-02,1.756938E-02
23:20:00,1.737638E+02,3.126319E+02,6.989640E-03,2.412160E-02,1.796327E+02,3.388159E+02,7.225791E-03,2.614190E-02,1.920883E+02,4.826826E+01,7.716692E-03,3.724654E-03,3.813355E+02,2.460864E+02,1.532442E-02,1.898801E-02
23:30:00,2.107506E+02,3.283789E+02,8.475607E-03,2.533684E-02,2.180334E+02,3.551550E+02,8.768696E-03,2.740285E-02,2.051475E+02,5.361697E+01,8.240569E-03,4.137523E-03,4.080353E+02,2.577718E+02,1.639568E-02,1.989005E-02
23:40:00,2.409337E+02,3.363313E+02,9.682514E-03,2.595072E-02,2.491124E+02,3.635544E+02,1.001121E-02,2.805124E-02,2.170860E+02,5.719975E+01,8.719700E-03,4.414120E-03,4.292762E+02,2.636536E+02,1.724855E-02,2.034425E-02
23:50:00,2.604204E+02,3.430788E+02,1.046523E-02,2.647155E-02,2.689991E+02,3.704295E+02,1.080998E-02,2.858193E-02,2.279745E+02,6.023100E+01,9.156786E-03,4.648122E-03,4.471772E+02,2.681215E+02,1.796730E-02,2.068926E-02
24:00:00,2.756755E+02,3.477316E+02,1.107806E-02,2.683070E-02,2.842992E+02,3.751169E+02,1.142461E-02,2.894376E-02,2.384079E+02,6.263408E+01,9.575846E-03,4.833614E-03,4.618497E+02,2.709785E+02,1.855653E-02,2.090989E-02
Peak,9.222910E+02,1.393369E+03,4.731241E-02,1.365387E-01,9.482052E+02,1.444713E+03,4.863995E-02,1.415700E-01,4.490528E+02,6.242208E+02,2.307358E-02,6.116805E-02,9.511055E+02,1.150744E+03,4.882635E-02,1.127651E-01

Peak Vol Flow (m3/s),,,3.931391E-02,1.134558E-01,,,4.041702E-02,1.176366E-01,,,1.917282E-02,5.082715E-02,,,4.057191E-02,9.370136E-02
