Time,ROOM_1FED0393:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_1FED0393:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_1FED0393:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_1FED0393:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_3491F28E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_3491F28E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_3491F28E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_3491F28E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_4101CB5C:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_4101CB5C:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_4101CB5C:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_4101CB5C:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_46DD494C:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_46DD494C:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_46DD494C:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_46DD494C:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_67B73CDB:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_67B73CDB:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_67B73CDB:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_67B73CDB:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_72ED9C31:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_72ED9C31:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_72ED9C31:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_72ED9C31:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_7CF73752:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_7CF73752:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_7CF73752:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_7CF73752:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_7EB284F1:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_7EB284F1:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_7EB284F1:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_7EB284F1:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_85E48ABC:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_85E48ABC:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_85E48ABC:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_85E48ABC:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_EDFC232E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_EDFC232E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_EDFC232E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_EDFC232E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_F82A55C4:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_F82A55C4:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_F82A55C4:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_F82A55C4:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
23:00:00,0.000000E+00,5.081813E+01,0.000000E+00,3.927034E-03,2.804689E+02,6.868968E+01,1.127866E-02,5.301477E-03,9.343416E+01,1.184160E+02,3.757930E-03,9.143949E-03,1.685520E+02,2.177241E+02,6.778668E-03,1.682829E-02,2.191020E+02,1.790558E+02,8.810669E-03,1.384020E-02,2.215074E+02,1.188659E+02,8.904750E-03,9.187338E-03,4.841315E+02,1.502258E+02,1.946235E-02,1.161176E-02,9.693950E+01,1.914112E+02,3.907339E-03,1.478470E-02,0.000000E+00,2.952792E+01,0.000000E+00,2.284327E-03,3.230607E+01,1.013705E+02,1.302928E-03,7.829574E-03,1.079550E+02,2.040542E+02,4.340537E-03,1.577216E-02
23:10:00,0.000000E+00,6.472789E+01,0.000000E+00,4.999949E-03,3.068663E+02,7.447405E+01,1.233005E-02,5.747207E-03,1.279551E+02,1.402912E+02,5.145234E-03,1.083043E-02,2.207921E+02,2.458453E+02,8.878011E-03,1.899767E-02,2.798624E+02,2.048978E+02,1.125232E-02,1.583093E-02,2.679619E+02,1.351626E+02,1.077119E-02,1.044391E-02,5.436358E+02,1.666899E+02,2.185198E-02,1.287911E-02,1.390324E+02,2.281288E+02,5.598994E-03,1.761574E-02,0.000000E+00,3.940396E+01,0.000000E+00,3.046306E-03,4.980708E+01,1.186449E+02,2.006273E-03,9.161134E-03,1.500184E+02,2.333323E+02,6.030964E-03,1.802777E-02
23:20:00,0.000000E+00,7.593208E+01,0.000000E+00,5.862848E-03,3.257854E+02,7.932634E+01,1.308773E-02,6.121607E-03,1.625213E+02,1.578825E+02,6.534036E-03,1.218539E-02,2.646508E+02,2.668342E+02,1.063971E-02,2.059584E-02,3.216930E+02,2.244320E+02,1.293151E-02,1.732337E-02,2.971996E+02,1.479015E+02,1.194386E-02,1.141601E-02,5.817338E+02,1.788230E+02,2.337464E-02,1.380266E-02,1.853698E+02,2.566344E+02,7.461124E-03,1.980622E-02,1.366275E+00,4.784121E+01,5.520806E-05,3.696076E-03,6.992360E+01,1.328175E+02,2.814690E-03,1.025109E-02,1.950191E+02,2.558015E+02,7.839282E-03,1.974427E-02
23:30:00,0.000000E+00,8.545970E+01,0.000000E+00,6.593793E-03,3.395758E+02,8.238152E+01,1.364077E-02,6.357640E-03,1.895293E+02,1.694861E+02,7.617691E-03,1.307709E-02,2.950485E+02,2.801341E+02,1.185875E-02,2.161475E-02,3.488430E+02,2.367636E+02,1.401898E-02,1.826857E-02,3.166031E+02,1.563603E+02,1.272158E-02,1.206499E-02,6.064766E+02,1.861941E+02,2.436601E-02,1.436792E-02,2.271219E+02,2.750260E+02,9.138490E-03,2.122000E-02,5.479005E+00,5.585712E+01,2.205048E-04,4.309837E-03,9.189351E+01,1.424356E+02,3.697565E-03,1.098984E-02,2.296848E+02,2.702775E+02,9.231191E-03,2.085398E-02
23:40:00,2.948556E+00,9.103357E+01,1.187410E-04,7.023653E-03,3.512400E+02,8.408644E+01,1.410863E-02,6.489425E-03,2.095536E+02,1.756939E+02,8.421012E-03,1.355627E-02,3.169957E+02,2.872584E+02,1.273827E-02,2.216478E-02,3.693371E+02,2.432823E+02,1.484098E-02,1.877187E-02,3.329607E+02,1.610709E+02,1.337828E-02,1.242872E-02,6.269523E+02,1.897478E+02,2.518741E-02,1.464255E-02,2.616471E+02,2.837862E+02,1.051862E-02,2.189616E-02,1.061275E+01,6.096698E+01,4.268278E-04,4.703920E-03,1.114154E+02,1.480988E+02,4.479702E-03,1.142694E-02,2.546965E+02,2.782098E+02,1.023518E-02,2.146631E-02
23:50:00,7.105780E+00,9.613114E+01,2.858231E-04,7.416998E-03,3.609380E+02,8.494138E+01,1.449775E-02,6.555513E-03,2.251966E+02,1.814143E+02,9.049378E-03,1.399780E-02,3.346881E+02,2.925679E+02,1.344885E-02,2.257469E-02,3.858418E+02,2.484212E+02,1.550371E-02,1.916863E-02,3.465071E+02,1.646491E+02,1.392212E-02,1.270502E-02,6.434286E+02,1.917982E+02,2.584849E-02,1.480103E-02,2.824266E+02,2.926592E+02,1.134968E-02,2.258099E-02,1.742354E+01,6.480309E+01,7.005461E-04,4.999938E-03,1.234200E+02,1.529945E+02,4.959802E-03,1.180480E-02,2.743454E+02,2.845552E+02,1.102450E-02,2.195614E-02
24:00:00,1.282979E+01,1.006077E+02,5.158702E-04,7.762440E-03,3.691498E+02,8.528128E+01,1.482722E-02,6.581808E-03,2.370456E+02,1.856615E+02,9.525274E-03,1.432567E-02,3.491508E+02,2.962092E+02,1.402968E-02,2.285586E-02,3.999983E+02,2.520024E+02,1.607215E-02,1.944517E-02,3.584907E+02,1.671328E+02,1.440320E-02,1.289683E-02,6.573421E+02,1.927680E+02,2.640672E-02,1.487606E-02,2.995612E+02,2.990598E+02,1.203797E-02,2.307504E-02,2.549659E+01,6.873807E+01,1.024985E-03,5.303589E-03,1.339713E+02,1.567420E+02,5.383681E-03,1.209406E-02,2.887419E+02,2.891226E+02,1.160273E-02,2.230875E-02
Peak,3.828068E+02,6.541377E+02,1.964798E-02,6.409848E-02,5.453307E+02,5.919270E+02,2.813372E-02,5.800617E-02,7.034124E+02,1.059651E+03,3.612131E-02,1.038370E-01,8.915033E+02,1.217438E+03,4.578331E-02,1.192995E-01,8.922015E+02,1.020687E+03,4.582566E-02,1.000205E-01,7.008484E+02,7.734829E+02,3.601329E-02,7.579608E-02,1.035270E+03,1.005071E+03,5.341594E-02,9.849256E-02,1.016424E+03,1.579791E+03,5.217274E-02,1.548068E-01,3.360862E+02,2.830014E+02,1.725488E-02,2.749002E-02,5.179106E+02,7.438054E+02,2.659393E-02,7.288611E-02,8.711042E+02,1.250210E+03,4.472801E-02,1.225105E-01

Peak Vol Flow (m3/s),,,1.632635E-02,5.326217E-02,,,2.337751E-02,4.819981E-02,,,3.001474E-02,8.628262E-02,,,3.804331E-02,9.913105E-02,,,3.807850E-02,8.311133E-02,,,2.992498E-02,6.298220E-02,,,4.438559E-02,8.184168E-02,,,4.335256E-02,1.286356E-01,,,1.433782E-02,2.284263E-02,,,2.209804E-02,6.056419E-02,,,3.716642E-02,1.017992E-01
