Time,ROOM_123E4ED7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_123E4ED7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_123E4ED7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_123E4ED7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_29CCD222:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_29CCD222:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_29CCD222:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_29CCD222:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_2D440776:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_2D440776:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_2D440776:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_2D440776:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_605D1C81:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_605D1C81:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_605D1C81:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_605D1C81:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_6D372D36:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_6D372D36:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_6D372D36:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_6D372D36:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_7F8DA5DF:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_7F8DA5DF:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_7F8DA5DF:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_7F8DA5DF:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_91ED6DCF:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_91ED6DCF:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_91ED6DCF:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_91ED6DCF:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_97011B0B:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_97011B0B:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_97011B0B:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_97011B0B:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_9BB8AE6D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_9BB8AE6D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_9BB8AE6D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_9BB8AE6D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_ADE91DED:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_ADE91DED:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_ADE91DED:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_ADE91DED:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_AE88A846:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_AE88A846:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_AE88A846:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_AE88A846:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_C7B3DA76:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_C7B3DA76:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_C7B3DA76:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_C7B3DA76:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_D27E9E6E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_D27E9E6E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_D27E9E6E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_D27E9E6E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_DABAC803:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_DABAC803:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_DABAC803:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_DABAC803:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_E4EA3CC4:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_E4EA3CC4:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_E4EA3CC4:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_E4EA3CC4:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
16:20:00,3.830990E+02,1.132060E+03,1.977284E-02,1.109312E-01,5.499890E+02,6.361714E+02,2.838528E-02,6.234015E-02,5.428593E+02,8.317801E+02,2.801723E-02,8.150754E-02,4.405836E+02,5.618117E+02,2.273856E-02,5.505307E-02,5.490131E+02,6.685190E+02,2.833482E-02,6.550987E-02,1.112992E+03,1.718162E+03,5.744088E-02,1.683692E-01,1.504176E+02,2.783544E+02,7.763348E-03,2.727555E-02,4.923910E+01,1.444619E+02,2.541436E-03,1.415533E-02,3.783698E+02,4.200863E+02,1.952666E-02,4.116566E-02,5.944161E+02,1.350358E+03,3.067834E-02,1.323240E-01,7.474887E+02,1.405661E+03,3.857825E-02,1.377446E-01,1.174345E+03,1.823029E+03,6.060732E-02,1.786448E-01,6.946685E+02,1.432725E+03,3.585255E-02,1.403954E-01,3.542385E+02,4.712351E+02,1.828215E-02,4.617706E-02,6.836251E+02,1.055095E+03,3.528080E-02,1.033928E-01
16:30:00,3.815091E+02,1.138659E+03,1.969078E-02,1.115777E-01,5.487893E+02,6.331804E+02,2.832336E-02,6.204705E-02,5.417443E+02,8.205633E+02,2.795968E-02,8.040841E-02,4.397694E+02,5.578491E+02,2.269654E-02,5.466477E-02,5.478081E+02,6.635299E+02,2.827263E-02,6.502097E-02,1.111130E+03,1.698690E+03,5.734479E-02,1.664610E-01,1.499745E+02,2.739441E+02,7.740479E-03,2.684340E-02,4.894238E+01,1.443175E+02,2.526121E-03,1.414117E-02,3.779503E+02,4.115674E+02,1.950501E-02,4.033086E-02,5.929830E+02,1.349525E+03,3.060438E-02,1.322423E-01,7.458834E+02,1.413379E+03,3.849540E-02,1.385009E-01,1.172359E+03,1.819091E+03,6.050481E-02,1.782588E-01,6.930193E+02,1.418823E+03,3.576744E-02,1.390330E-01,3.536067E+02,4.622317E+02,1.824954E-02,4.529482E-02,6.826971E+02,1.056669E+03,3.523290E-02,1.035469E-01
16:40:00,3.799580E+02,1.143648E+03,1.961072E-02,1.120666E-01,5.476209E+02,6.299409E+02,2.826305E-02,6.172960E-02,5.406585E+02,8.097777E+02,2.790364E-02,7.935153E-02,4.389770E+02,5.539828E+02,2.265564E-02,5.428591E-02,5.466344E+02,6.584982E+02,2.821205E-02,6.452791E-02,1.109317E+03,1.674085E+03,5.725119E-02,1.640498E-01,1.495434E+02,2.698597E+02,7.718226E-03,2.644319E-02,4.865340E+01,1.441196E+02,2.511205E-03,1.412177E-02,3.775427E+02,4.028664E+02,1.948398E-02,3.947821E-02,5.915862E+02,1.347631E+03,3.053229E-02,1.320567E-01,7.443188E+02,1.419324E+03,3.841465E-02,1.390834E-01,1.170425E+03,1.809991E+03,6.040500E-02,1.773669E-01,6.914121E+02,1.399893E+03,3.568449E-02,1.371780E-01,3.529921E+02,4.537987E+02,1.821782E-02,4.446849E-02,6.817944E+02,1.056770E+03,3.518631E-02,1.035568E-01
16:50:00,3.784446E+02,1.146932E+03,1.953261E-02,1.123883E-01,5.464826E+02,6.264708E+02,2.820431E-02,6.138955E-02,5.396011E+02,7.993567E+02,2.784907E-02,7.833038E-02,4.382057E+02,5.503046E+02,2.261584E-02,5.392549E-02,5.454911E+02,6.534466E+02,2.815305E-02,6.403289E-02,1.107550E+03,1.644490E+03,5.716000E-02,1.611496E-01,1.491238E+02,2.660922E+02,7.696570E-03,2.607403E-02,4.837190E+01,1.438726E+02,2.496676E-03,1.409758E-02,3.771467E+02,3.942234E+02,1.946354E-02,3.863126E-02,5.902246E+02,1.344509E+03,3.046201E-02,1.317508E-01,7.427937E+02,1.423523E+03,3.833594E-02,1.394948E-01,1.168541E+03,1.795608E+03,6.030780E-02,1.759574E-01,6.898455E+02,1.375786E+03,3.560363E-02,1.348156E-01,3.523941E+02,4.459203E+02,1.818696E-02,4.369649E-02,6.809162E+02,1.055290E+03,3.514099E-02,1.034117E-01
17:00:00,3.769678E+02,1.148012E+03,1.945639E-02,1.124942E-01,5.453737E+02,6.227562E+02,2.814707E-02,6.102554E-02,5.385713E+02,7.889052E+02,2.779592E-02,7.730625E-02,4.374550E+02,5.466257E+02,2.257709E-02,5.356499E-02,5.443773E+02,6.484023E+02,2.809556E-02,6.353860E-02,1.105828E+03,1.612477E+03,5.707116E-02,1.580124E-01,1.487153E+02,2.625382E+02,7.675490E-03,2.572579E-02,4.809765E+01,1.435793E+02,2.482521E-03,1.406883E-02,3.767617E+02,3.856644E+02,1.944367E-02,3.779254E-02,5.888971E+02,1.339251E+03,3.039350E-02,1.312356E-01,7.413069E+02,1.425201E+03,3.825920E-02,1.396592E-01,1.166707E+03,1.775204E+03,6.021313E-02,1.739577E-01,6.883183E+02,1.347197E+03,3.552481E-02,1.320140E-01,3.518123E+02,4.384167E+02,1.815693E-02,4.296122E-02,6.800618E+02,1.051560E+03,3.509689E-02,1.030462E-01
17:10:00,3.755265E+02,1.147054E+03,1.938200E-02,1.124002E-01,5.442932E+02,6.188293E+02,2.809131E-02,6.064074E-02,5.375681E+02,7.783984E+02,2.774415E-02,7.627669E-02,4.367241E+02,5.431391E+02,2.253937E-02,5.322334E-02,5.432919E+02,6.432514E+02,2.803954E-02,6.303386E-02,1.104151E+03,1.579646E+03,5.698458E-02,1.547951E-01,1.483177E+02,2.591542E+02,7.654968E-03,2.539420E-02,4.783041E+01,1.432371E+02,2.468727E-03,1.403530E-02,3.763875E+02,3.774400E+02,1.942436E-02,3.698662E-02,5.876027E+02,1.331948E+03,3.032670E-02,1.305199E-01,7.398573E+02,1.424915E+03,3.818439E-02,1.396311E-01,1.164920E+03,1.750966E+03,6.012092E-02,1.715825E-01,6.868294E+02,1.316222E+03,3.544797E-02,1.289787E-01,3.512461E+02,4.311966E+02,1.812771E-02,4.225373E-02,6.792303E+02,1.045712E+03,3.505398E-02,1.024731E-01
17:20:00,3.741197E+02,1.144039E+03,1.930939E-02,1.121047E-01,5.432402E+02,6.147116E+02,2.803696E-02,6.023723E-02,5.365908E+02,7.677126E+02,2.769371E-02,7.522958E-02,4.360124E+02,5.398440E+02,2.250264E-02,5.290045E-02,5.422342E+02,6.379358E+02,2.798496E-02,6.251297E-02,1.102516E+03,1.546455E+03,5.690020E-02,1.515426E-01,1.479306E+02,2.558483E+02,7.634986E-03,2.507027E-02,4.756996E+01,1.428424E+02,2.455285E-03,1.399663E-02,3.760237E+02,3.696180E+02,1.940558E-02,3.622013E-02,5.863405E+02,1.322364E+03,3.026155E-02,1.295807E-01,7.384438E+02,1.422659E+03,3.811143E-02,1.394099E-01,1.163180E+03,1.723890E+03,6.003109E-02,1.689292E-01,6.853776E+02,1.283650E+03,3.537304E-02,1.257869E-01,3.506950E+02,4.241114E+02,1.809926E-02,4.155946E-02,6.784211E+02,1.037550E+03,3.501222E-02,1.016733E-01
17:30:00,3.727464E+02,1.138916E+03,1.923851E-02,1.116027E-01,5.422140E+02,6.104089E+02,2.798400E-02,5.981560E-02,5.356386E+02,7.567700E+02,2.764456E-02,7.415731E-02,4.353194E+02,5.366021E+02,2.246687E-02,5.258278E-02,5.412034E+02,6.324354E+02,2.793175E-02,6.197398E-02,1.100922E+03,1.513066E+03,5.681797E-02,1.482707E-01,1.475536E+02,2.525601E+02,7.615528E-03,2.474807E-02,4.731610E+01,1.423908E+02,2.442182E-03,1.395238E-02,3.756700E+02,3.623176E+02,1.938733E-02,3.550476E-02,5.851094E+02,1.310290E+03,3.019801E-02,1.283975E-01,7.370653E+02,1.418129E+03,3.804029E-02,1.389659E-01,1.161484E+03,1.694173E+03,5.994357E-02,1.660170E-01,6.839618E+02,1.249996E+03,3.529997E-02,1.224890E-01,3.501585E+02,4.170646E+02,1.807158E-02,4.086895E-02,6.776335E+02,1.026425E+03,3.497157E-02,1.005830E-01
17:40:00,3.714056E+02,1.131616E+03,1.916931E-02,1.108873E-01,5.412137E+02,6.059277E+02,2.793237E-02,5.937648E-02,5.347107E+02,7.455589E+02,2.759667E-02,7.305873E-02,4.346444E+02,5.332562E+02,2.243204E-02,5.225492E-02,5.401986E+02,6.267225E+02,2.787989E-02,6.141417E-02,1.099369E+03,1.479616E+03,5.673780E-02,1.449928E-01,1.471864E+02,2.492642E+02,7.596576E-03,2.442512E-02,4.706861E+01,1.418778E+02,2.429408E-03,1.390210E-02,3.753259E+02,3.560013E+02,1.936957E-02,3.488583E-02,5.839085E+02,1.295590E+03,3.013603E-02,1.269570E-01,7.357208E+02,1.410958E+03,3.797090E-02,1.382632E-01,1.159832E+03,1.661850E+03,5.985829E-02,1.628496E-01,6.825810E+02,1.215748E+03,3.522870E-02,1.191330E-01,3.496362E+02,4.100193E+02,1.804462E-02,4.017858E-02,6.768668E+02,1.011768E+03,3.493200E-02,9.914663E-02
17:50:00,3.700965E+02,1.122082E+03,1.910174E-02,1.099530E-01,5.402385E+02,6.012712E+02,2.788204E-02,5.892017E-02,5.338064E+02,7.340647E+02,2.755000E-02,7.193240E-02,4.339870E+02,5.296348E+02,2.239811E-02,5.190006E-02,5.392190E+02,6.207742E+02,2.782934E-02,6.083128E-02,1.097855E+03,1.446197E+03,5.665965E-02,1.417180E-01,1.468287E+02,2.459338E+02,7.578116E-03,2.409878E-02,4.682731E+01,1.412979E+02,2.416953E-03,1.384529E-02,3.749914E+02,3.507441E+02,1.935230E-02,3.437068E-02,5.827371E+02,1.278167E+03,3.007557E-02,1.252496E-01,7.344093E+02,1.400773E+03,3.790321E-02,1.372651E-01,1.158222E+03,1.625921E+03,5.977519E-02,1.593288E-01,6.812342E+02,1.181353E+03,3.515919E-02,1.157625E-01,3.491277E+02,4.029392E+02,1.801838E-02,3.948480E-02,6.761203E+02,9.925323E+02,3.489348E-02,9.726165E-02
18:00:00,3.688182E+02,1.110633E+03,1.903576E-02,1.088310E-01,5.392878E+02,5.964670E+02,2.783297E-02,5.844940E-02,5.329250E+02,7.225614E+02,2.750451E-02,7.080518E-02,4.333466E+02,5.258030E+02,2.236505E-02,5.152458E-02,5.382639E+02,6.145579E+02,2.778004E-02,6.022213E-02,1.096379E+03,1.413355E+03,5.658346E-02,1.384997E-01,1.464803E+02,2.426202E+02,7.560132E-03,2.377408E-02,4.659201E+01,1.406469E+02,2.404808E-03,1.378150E-02,3.746659E+02,3.465946E+02,1.933551E-02,3.396410E-02,5.815943E+02,1.258567E+03,3.001659E-02,1.233290E-01,7.331300E+02,1.387910E+03,3.783718E-02,1.360046E-01,1.156652E+03,1.586610E+03,5.969420E-02,1.554766E-01,6.799205E+02,1.147558E+03,3.509139E-02,1.124509E-01,3.486325E+02,3.959256E+02,1.799282E-02,3.879753E-02,6.753935E+02,9.678558E+02,3.485597E-02,9.484345E-02
18:10:00,3.797239E+02,1.096933E+03,1.959864E-02,1.074885E-01,5.634239E+02,5.913814E+02,2.907865E-02,5.795105E-02,5.561840E+02,7.109336E+02,2.870492E-02,6.966576E-02,4.524224E+02,5.214031E+02,2.334956E-02,5.109342E-02,5.639655E+02,6.080368E+02,2.910651E-02,5.958312E-02,1.148037E+03,1.381374E+03,5.924950E-02,1.353658E-01,1.518234E+02,2.392849E+02,7.835899E-03,2.344727E-02,4.636253E+01,1.399236E+02,2.392964E-03,1.371062E-02,3.936732E+02,3.431904E+02,2.031642E-02,3.363054E-02,6.082793E+02,1.236293E+03,3.139383E-02,1.211463E-01,7.666442E+02,1.371176E+03,3.956686E-02,1.343647E-01,1.211284E+03,1.543732E+03,6.251371E-02,1.512747E-01,7.087354E+02,1.114921E+03,3.657855E-02,1.092528E-01,3.653396E+02,3.889052E+02,1.885507E-02,3.810960E-02,7.083359E+02,9.375046E+02,3.655607E-02,9.186915E-02
18:20:00,3.906631E+02,1.080841E+03,2.016322E-02,1.059116E-01,5.875934E+02,5.859669E+02,3.032596E-02,5.742047E-02,5.794740E+02,6.990920E+02,2.990683E-02,6.850539E-02,4.715215E+02,5.161653E+02,2.433518E-02,5.058017E-02,5.897015E+02,6.012021E+02,3.043466E-02,5.891337E-02,1.199753E+03,1.350528E+03,6.191832E-02,1.323431E-01,1.571768E+02,2.359044E+02,8.112189E-03,2.311602E-02,4.613870E+01,1.391258E+02,2.381411E-03,1.363245E-02,4.126953E+02,3.401878E+02,2.129798E-02,3.333633E-02,6.350037E+02,1.211124E+03,3.277300E-02,1.186798E-01,8.002038E+02,1.349908E+03,4.129876E-02,1.322805E-01,1.265977E+03,1.498291E+03,6.533612E-02,1.468218E-01,7.375942E+02,1.084274E+03,3.806788E-02,1.062498E-01,3.820656E+02,3.818339E+02,1.971821E-02,3.741668E-02,7.413096E+02,9.023460E+02,3.825760E-02,8.842376E-02
18:30:00,4.016357E+02,1.061600E+03,2.072950E-02,1.040262E-01,6.118042E+02,5.802035E+02,3.157518E-02,5.685571E-02,6.028041E+02,6.869160E+02,3.111058E-02,6.731225E-02,4.906525E+02,5.095945E+02,2.532222E-02,4.993626E-02,6.154796E+02,5.940859E+02,3.176474E-02,5.821603E-02,1.251554E+03,1.320311E+03,6.459080E-02,1.293822E-01,1.625420E+02,2.324473E+02,8.389049E-03,2.277726E-02,4.592038E+01,1.382485E+02,2.370143E-03,1.354649E-02,4.317439E+02,3.367225E+02,2.228045E-02,3.299678E-02,6.617735E+02,1.182078E+03,3.415432E-02,1.158336E-01,8.338199E+02,1.322404E+03,4.303327E-02,1.295853E-01,1.320758E+03,1.451024E+03,6.816236E-02,1.421899E-01,7.665051E+02,1.055888E+03,3.955969E-02,1.034682E-01,3.988178E+02,3.746707E+02,2.058250E-02,3.671475E-02,7.743342E+02,8.639001E+02,3.996116E-02,8.465624E-02
18:40:00,4.126435E+02,1.039754E+03,2.129756E-02,1.018854E-01,6.360578E+02,5.740625E+02,3.282634E-02,5.625393E-02,6.261751E+02,6.744364E+02,3.231615E-02,6.608936E-02,5.098152E+02,5.016842E+02,2.631061E-02,4.916110E-02,6.413013E+02,5.866847E+02,3.309678E-02,5.749078E-02,1.303439E+03,1.290926E+03,6.726676E-02,1.265027E-01,1.679191E+02,2.289033E+02,8.666484E-03,2.243000E-02,4.570746E+01,1.372817E+02,2.359153E-03,1.345175E-02,4.508151E+02,3.320542E+02,2.326358E-02,3.253932E-02,6.885917E+02,1.149893E+03,3.553787E-02,1.126797E-01,8.674948E+02,1.289429E+03,4.477041E-02,1.263539E-01,1.375626E+03,1.403156E+03,7.099219E-02,1.374992E-01,7.954709E+02,1.029878E+03,4.105403E-02,1.009195E-01,4.155957E+02,3.674156E+02,2.144784E-02,3.600382E-02,8.074061E+02,8.240836E+02,4.166647E-02,8.075444E-02
18:50:00,4.236847E+02,1.014567E+03,2.186730E-02,9.941739E-02,6.603470E+02,5.675264E+02,3.407911E-02,5.561344E-02,6.495796E+02,6.616375E+02,3.352321E-02,6.483518E-02,5.290033E+02,4.919830E+02,2.730011E-02,4.821044E-02,6.671589E+02,5.790351E+02,3.443045E-02,5.674117E-02,1.355387E+03,1.261507E+03,6.994539E-02,1.236199E-01,1.733071E+02,2.252561E+02,8.944447E-03,2.207261E-02,4.549988E+01,1.362161E+02,2.348439E-03,1.334734E-02,4.699020E+02,3.251799E+02,2.424727E-02,3.186568E-02,7.154505E+02,1.113703E+03,3.692331E-02,1.091333E-01,9.012177E+02,1.249437E+03,4.650973E-02,1.224349E-01,1.430561E+03,1.356926E+03,7.382481E-02,1.329690E-01,8.244835E+02,1.006191E+03,4.255056E-02,9.859846E-02,4.323936E+02,3.600655E+02,2.231405E-02,3.528357E-02,8.405117E+02,7.851559E+02,4.337307E-02,7.693977E-02
19:00:00,4.347577E+02,9.868678E+02,2.243865E-02,9.670308E-02,6.846665E+02,5.605808E+02,3.533332E-02,5.493282E-02,6.730124E+02,6.486030E+02,3.473162E-02,6.355791E-02,5.482126E+02,4.806493E+02,2.829059E-02,4.709981E-02,6.930467E+02,5.711701E+02,3.576554E-02,5.597046E-02,1.407384E+03,1.231987E+03,7.262629E-02,1.207271E-01,1.787052E+02,2.214999E+02,9.222906E-03,2.170455E-02,4.529757E+01,1.350404E+02,2.337997E-03,1.323214E-02,4.890015E+02,3.160464E+02,2.523154E-02,3.097062E-02,7.423440E+02,1.074620E+03,3.831041E-02,1.053035E-01,9.349808E+02,1.203874E+03,4.825094E-02,1.179701E-01,1.485548E+03,1.313956E+03,7.665984E-02,1.287583E-01,8.535364E+02,9.847440E+02,4.404901E-02,9.649690E-02,4.492081E+02,3.526431E+02,2.318102E-02,3.455624E-02,8.736431E+02,7.495947E+02,4.508083E-02,7.345503E-02
19:10:00,4.337069E+02,9.576731E+02,2.238424E-02,9.384225E-02,6.839497E+02,5.533793E+02,3.529534E-02,5.422712E-02,6.723521E+02,6.354919E+02,3.469651E-02,6.227314E-02,5.477408E+02,4.680374E+02,2.826531E-02,4.586391E-02,6.923283E+02,5.632894E+02,3.572742E-02,5.519821E-02,1.406326E+03,1.202044E+03,7.256892E-02,1.177929E-01,1.784301E+02,2.176592E+02,9.208550E-03,2.132821E-02,4.510047E+01,1.337476E+02,2.327824E-03,1.310546E-02,4.887885E+02,3.049716E+02,2.521915E-02,2.988532E-02,7.414682E+02,1.034051E+03,3.826424E-02,1.013281E-01,9.340164E+02,1.154891E+03,4.819977E-02,1.131699E-01,1.484419E+03,1.274884E+03,7.659866E-02,1.249296E-01,8.525286E+02,9.651459E+02,4.399593E-02,9.457652E-02,4.488478E+02,3.452627E+02,2.316158E-02,3.383304E-02,8.731468E+02,7.181965E+02,4.505310E-02,7.037828E-02
19:20:00,4.326809E+02,9.285352E+02,2.233110E-02,9.098700E-02,6.832472E+02,5.459706E+02,3.525816E-02,5.350113E-02,6.717055E+02,6.224519E+02,3.466219E-02,6.099533E-02,5.472793E+02,4.547769E+02,2.824062E-02,4.456447E-02,6.916228E+02,5.554620E+02,3.569004E-02,5.443119E-02,1.405284E+03,1.172022E+03,7.251256E-02,1.148510E-01,1.781622E+02,2.137489E+02,9.194574E-03,2.094504E-02,4.490848E+01,1.323401E+02,2.317914E-03,1.296754E-02,4.885801E+02,2.927574E+02,2.520714E-02,2.868837E-02,7.406081E+02,9.940158E+02,3.821895E-02,9.740491E-02,9.330688E+02,1.105598E+03,4.814957E-02,1.083396E-01,1.483309E+03,1.239308E+03,7.653868E-02,1.214435E-01,8.515413E+02,9.466635E+02,4.394397E-02,9.276547E-02,4.484947E+02,3.379737E+02,2.314260E-02,3.311877E-02,8.726584E+02,6.908338E+02,4.502597E-02,6.769702E-02
19:30:00,4.316777E+02,9.013360E+02,2.227916E-02,8.832175E-02,6.825490E+02,5.385326E+02,3.522141E-02,5.277225E-02,6.710615E+02,6.099474E+02,3.462822E-02,5.977001E-02,5.468178E+02,4.418381E+02,2.821617E-02,4.329656E-02,6.909207E+02,5.478553E+02,3.565306E-02,5.368581E-02,1.404228E+03,1.143344E+03,7.245618E-02,1.120408E-01,1.778996E+02,2.098798E+02,9.180899E-03,2.056592E-02,4.472145E+01,1.308353E+02,2.308261E-03,1.282009E-02,4.883634E+02,2.805403E+02,2.519517E-02,2.749114E-02,7.397551E+02,9.570769E+02,3.817421E-02,9.378522E-02,9.321242E+02,1.059775E+03,4.809981E-02,1.038492E-01,1.482187E+03,1.207732E+03,7.647883E-02,1.183494E-01,8.505632E+02,9.293610E+02,4.389268E-02,9.107002E-02,4.481404E+02,3.310122E+02,2.312376E-02,3.243661E-02,8.721565E+02,6.674548E+02,4.499874E-02,6.540615E-02
