Time,ROOM_0F2955AD:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_0F2955AD:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_0F2955AD:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_0F2955AD:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_167A649D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_167A649D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_167A649D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_167A649D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_21ED5075:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_21ED5075:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_21ED5075:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_21ED5075:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_32F964D5:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_32F964D5:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_32F964D5:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_32F964D5:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_4742F51F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_4742F51F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_4742F51F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_4742F51F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_4C2D24B9:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_4C2D24B9:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_4C2D24B9:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_4C2D24B9:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_4F9EE72E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_4F9EE72E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_4F9EE72E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_4F9EE72E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_B1FA130A:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_B1FA130A:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_B1FA130A:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_B1FA130A:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_B33EAB3D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_B33EAB3D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_B33EAB3D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_B33EAB3D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_BE96053F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_BE96053F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_BE96053F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_BE96053F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_C1230868:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_C1230868:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_C1230868:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_C1230868:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_C466F578:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_C466F578:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_C466F578:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_C466F578:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_D8482C34:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_D8482C34:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_D8482C34:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_D8482C34:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
15:50:00,5.040399E+02,6.650220E+02,2.601373E-02,6.516701E-02,1.310428E+03,2.471519E+03,6.763228E-02,2.421918E-01,8.008199E+02,1.003875E+03,4.132735E-02,9.837506E-02,2.125494E+02,2.200773E+02,1.096933E-02,2.156540E-02,4.979628E+02,8.937678E+02,2.570009E-02,8.758238E-02,7.423442E+02,1.020624E+03,3.831328E-02,1.000138E-01,4.134165E+02,4.975548E+02,2.133515E-02,4.875715E-02,4.766657E+02,6.687533E+02,2.460090E-02,6.553251E-02,2.606775E+02,2.177366E+02,1.345241E-02,2.133671E-02,3.838272E+02,4.492773E+02,1.980881E-02,4.402583E-02,2.611854E+02,6.864724E+02,1.348041E-02,6.726733E-02,6.756537E+02,1.099660E+03,3.487115E-02,1.077577E-01,4.844475E+02,9.280021E+02,2.500343E-02,9.093547E-02
16:00:00,5.028868E+02,6.602277E+02,2.595422E-02,6.469721E-02,1.307187E+03,2.468215E+03,6.746498E-02,2.418681E-01,8.000167E+02,9.956570E+02,4.128590E-02,9.756976E-02,2.122373E+02,2.122569E+02,1.095323E-02,2.079909E-02,4.968157E+02,9.031913E+02,2.564088E-02,8.850575E-02,7.403034E+02,1.022250E+03,3.820795E-02,1.001732E-01,4.129662E+02,4.832320E+02,2.131191E-02,4.735359E-02,4.755844E+02,6.583926E+02,2.454509E-02,6.451722E-02,2.604518E+02,2.104270E+02,1.344076E-02,2.062042E-02,3.832379E+02,4.394479E+02,1.977839E-02,4.306260E-02,2.602308E+02,6.947339E+02,1.343114E-02,6.807683E-02,6.739710E+02,1.082073E+03,3.478431E-02,1.060343E-01,4.827424E+02,9.164026E+02,2.491542E-02,8.979880E-02
16:10:00,5.017643E+02,6.551163E+02,2.589629E-02,6.419633E-02,1.304025E+03,2.463418E+03,6.730180E-02,2.413979E-01,7.992367E+02,9.869326E+02,4.124564E-02,9.671480E-02,2.119342E+02,2.048521E+02,1.093758E-02,2.007351E-02,4.956990E+02,9.112735E+02,2.558325E-02,8.929769E-02,7.383142E+02,1.023087E+03,3.810528E-02,1.002552E-01,4.125292E+02,4.684977E+02,2.128935E-02,4.590972E-02,4.745318E+02,6.471839E+02,2.449077E-02,6.341883E-02,2.602328E+02,2.034510E+02,1.342946E-02,1.993684E-02,3.826653E+02,4.288394E+02,1.974884E-02,4.202304E-02,2.593011E+02,7.020171E+02,1.338315E-02,6.879047E-02,6.723324E+02,1.064776E+03,3.469974E-02,1.043393E-01,4.810815E+02,9.041053E+02,2.482970E-02,8.859377E-02
16:20:00,5.006714E+02,6.498064E+02,2.583988E-02,6.367600E-02,1.300941E+03,2.457034E+03,6.714264E-02,2.407723E-01,7.984792E+02,9.780937E+02,4.120655E-02,9.584863E-02,2.116397E+02,1.979142E+02,1.092238E-02,1.939368E-02,4.946115E+02,9.180587E+02,2.552712E-02,8.996253E-02,7.363749E+02,1.022659E+03,3.800519E-02,1.002133E-01,4.121050E+02,4.536538E+02,2.126746E-02,4.445512E-02,4.735072E+02,6.353860E+02,2.443788E-02,6.226272E-02,2.600202E+02,1.968453E+02,1.341848E-02,1.928954E-02,3.821089E+02,4.176346E+02,1.972013E-02,4.092504E-02,2.583952E+02,7.082477E+02,1.333640E-02,6.940096E-02,6.707364E+02,1.048056E+03,3.461736E-02,1.027010E-01,4.794634E+02,8.912511E+02,2.474618E-02,8.733417E-02
16:30:00,4.996072E+02,6.445287E+02,2.578496E-02,6.315883E-02,1.297933E+03,2.448934E+03,6.698738E-02,2.399785E-01,7.977435E+02,9.694997E+02,4.116858E-02,9.500647E-02,2.113535E+02,1.915010E+02,1.090761E-02,1.876526E-02,4.935524E+02,9.236716E+02,2.547246E-02,9.051250E-02,7.344841E+02,1.020893E+03,3.790760E-02,1.000402E-01,4.116931E+02,4.389071E+02,2.124620E-02,4.301006E-02,4.725095E+02,6.233449E+02,2.438639E-02,6.108279E-02,2.598138E+02,1.906519E+02,1.340783E-02,1.868264E-02,3.815681E+02,4.059945E+02,1.969222E-02,3.978439E-02,2.575126E+02,7.133320E+02,1.329084E-02,6.989914E-02,6.691817E+02,1.032065E+03,3.453712E-02,1.011340E-01,4.778868E+02,8.779743E+02,2.466481E-02,8.603317E-02
16:40:00,4.985707E+02,6.394835E+02,2.573146E-02,6.266445E-02,1.294998E+03,2.438827E+03,6.683590E-02,2.389881E-01,7.970287E+02,9.613624E+02,4.113170E-02,9.420906E-02,2.110753E+02,1.856587E+02,1.089325E-02,1.819279E-02,4.925209E+02,9.282126E+02,2.541922E-02,9.095744E-02,7.326403E+02,1.017798E+03,3.781244E-02,9.973680E-02,4.112932E+02,4.243886E+02,2.122557E-02,4.158735E-02,4.715379E+02,6.113652E+02,2.433625E-02,5.990887E-02,2.596134E+02,1.849029E+02,1.339749E-02,1.811930E-02,3.810425E+02,3.940625E+02,1.966509E-02,3.861515E-02,2.566525E+02,7.171851E+02,1.324645E-02,7.027667E-02,6.676670E+02,1.016836E+03,3.445895E-02,9.964175E-02,4.763503E+02,8.643982E+02,2.458551E-02,8.470284E-02
16:50:00,4.975612E+02,6.348414E+02,2.567936E-02,6.220957E-02,1.292134E+03,2.426352E+03,6.668809E-02,2.377656E-01,7.963343E+02,9.537629E+02,4.109586E-02,9.346438E-02,2.108048E+02,1.804200E+02,1.087929E-02,1.767947E-02,4.915159E+02,9.317392E+02,2.536735E-02,9.130298E-02,7.308422E+02,1.013426E+03,3.771963E-02,9.930844E-02,4.109048E+02,4.101803E+02,2.120552E-02,4.019505E-02,4.705917E+02,5.997154E+02,2.428741E-02,5.876729E-02,2.594188E+02,1.796216E+02,1.338745E-02,1.760179E-02,3.805314E+02,3.819699E+02,1.963872E-02,3.743017E-02,2.558141E+02,7.197149E+02,1.320318E-02,7.052452E-02,6.661911E+02,1.002336E+03,3.438278E-02,9.822088E-02,4.748527E+02,8.506412E+02,2.450821E-02,8.335479E-02
17:00:00,4.965777E+02,6.304415E+02,2.562860E-02,6.177843E-02,1.289339E+03,2.410193E+03,6.654384E-02,2.361820E-01,7.956596E+02,9.461844E+02,4.106104E-02,9.272175E-02,2.105418E+02,1.757812E+02,1.086572E-02,1.722492E-02,4.905368E+02,9.337785E+02,2.531682E-02,9.150277E-02,7.290883E+02,1.007766E+03,3.762911E-02,9.875369E-02,4.105275E+02,3.962567E+02,2.118605E-02,3.883065E-02,4.696699E+02,5.885529E+02,2.423984E-02,5.767347E-02,2.592298E+02,1.747687E+02,1.337769E-02,1.712624E-02,3.800345E+02,3.698958E+02,1.961307E-02,3.624701E-02,2.549969E+02,7.205453E+02,1.316100E-02,7.060586E-02,6.647529E+02,9.881267E+02,3.430854E-02,9.682853E-02,4.733929E+02,8.367679E+02,2.443287E-02,8.199535E-02
17:10:00,4.956195E+02,6.264853E+02,2.557915E-02,6.139077E-02,1.286611E+03,2.391540E+03,6.640306E-02,2.343542E-01,7.950038E+02,9.388643E+02,4.102719E-02,9.200444E-02,2.102860E+02,1.716807E+02,1.085252E-02,1.682313E-02,4.895827E+02,9.346251E+02,2.526758E-02,9.158569E-02,7.273774E+02,1.002217E+03,3.754081E-02,9.820991E-02,4.101610E+02,3.830507E+02,2.116713E-02,3.753656E-02,4.687719E+02,5.786403E+02,2.419349E-02,5.670214E-02,2.590461E+02,1.703278E+02,1.336822E-02,1.669109E-02,3.795513E+02,3.584010E+02,1.958813E-02,3.512061E-02,2.542001E+02,7.197827E+02,1.311988E-02,7.053110E-02,6.633511E+02,9.742149E+02,3.423620E-02,9.546531E-02,4.719697E+02,8.233424E+02,2.435941E-02,8.067978E-02
17:20:00,4.946858E+02,6.229634E+02,2.553096E-02,6.104567E-02,1.283949E+03,2.370449E+03,6.626565E-02,2.322874E-01,7.943664E+02,9.315311E+02,4.099430E-02,9.128583E-02,2.100372E+02,1.680617E+02,1.083968E-02,1.646852E-02,4.886529E+02,9.342184E+02,2.521959E-02,9.154581E-02,7.257082E+02,9.972436E+02,3.745466E-02,9.772255E-02,4.098049E+02,3.706880E+02,2.114876E-02,3.632513E-02,4.678970E+02,5.702136E+02,2.414833E-02,5.587642E-02,2.588677E+02,1.662652E+02,1.335901E-02,1.629300E-02,3.790813E+02,3.477536E+02,1.956387E-02,3.407726E-02,2.534233E+02,7.174227E+02,1.307978E-02,7.029981E-02,6.619847E+02,9.604536E+02,3.416567E-02,9.411685E-02,4.705820E+02,8.106216E+02,2.428779E-02,7.943328E-02
17:30:00,4.937759E+02,6.197010E+02,2.548400E-02,6.072599E-02,1.281350E+03,2.346823E+03,6.613151E-02,2.299721E-01,7.937467E+02,9.237516E+02,4.096232E-02,9.052351E-02,2.097952E+02,1.648414E+02,1.082719E-02,1.615297E-02,4.877466E+02,9.322971E+02,2.517282E-02,9.135751E-02,7.240796E+02,9.928762E+02,3.737060E-02,9.729458E-02,4.094588E+02,3.592280E+02,2.113090E-02,3.520215E-02,4.670444E+02,5.632248E+02,2.410433E-02,5.519161E-02,2.586943E+02,1.625184E+02,1.335006E-02,1.592584E-02,3.786240E+02,3.380967E+02,1.954028E-02,3.313098E-02,2.526657E+02,7.134468E+02,1.304068E-02,6.991018E-02,6.606526E+02,9.467422E+02,3.409692E-02,9.277326E-02,4.692287E+02,7.987450E+02,2.421795E-02,7.826951E-02
17:40:00,4.928891E+02,6.165042E+02,2.543822E-02,6.041275E-02,1.278813E+03,2.320620E+03,6.600055E-02,2.274044E-01,7.931443E+02,9.151374E+02,4.093123E-02,8.967936E-02,2.095597E+02,1.619302E+02,1.081503E-02,1.586771E-02,4.868632E+02,9.285625E+02,2.512722E-02,9.099151E-02,7.224903E+02,9.890268E+02,3.728858E-02,9.691739E-02,4.091225E+02,3.487179E+02,2.111354E-02,3.417226E-02,4.662135E+02,5.575529E+02,2.406145E-02,5.463586E-02,2.585258E+02,1.590177E+02,1.334136E-02,1.558281E-02,3.781792E+02,3.295199E+02,1.951732E-02,3.229055E-02,2.519269E+02,7.078252E+02,1.300255E-02,6.935929E-02,6.593538E+02,9.330577E+02,3.402989E-02,9.143232E-02,4.679090E+02,7.877995E+02,2.414983E-02,7.719699E-02
17:50:00,4.920246E+02,6.131662E+02,2.539361E-02,6.008566E-02,1.276335E+03,2.291807E+03,6.587269E-02,2.245808E-01,7.925585E+02,9.052875E+02,4.090100E-02,8.871412E-02,2.093305E+02,1.592358E+02,1.080320E-02,1.560370E-02,4.860020E+02,9.227121E+02,2.508278E-02,9.041818E-02,7.209393E+02,9.855244E+02,3.720853E-02,9.657421E-02,4.087956E+02,3.391832E+02,2.109667E-02,3.323795E-02,4.654036E+02,5.530218E+02,2.401965E-02,5.419189E-02,2.583619E+02,1.556901E+02,1.333291E-02,1.525674E-02,3.777464E+02,3.220710E+02,1.949498E-02,3.156064E-02,2.512062E+02,7.005349E+02,1.296535E-02,6.864490E-02,6.580875E+02,9.193752E+02,3.396453E-02,9.009156E-02,4.666217E+02,7.778303E+02,2.408339E-02,7.622013E-02
18:00:00,4.911818E+02,6.097509E+02,2.535011E-02,5.975099E-02,1.273916E+03,2.261163E+03,6.574783E-02,2.215780E-01,7.919889E+02,8.942611E+02,4.087160E-02,8.763357E-02,2.091074E+02,1.566958E+02,1.079169E-02,1.535481E-02,4.851623E+02,9.149038E+02,2.503944E-02,8.965300E-02,7.194256E+02,9.822165E+02,3.713040E-02,9.625008E-02,4.084778E+02,3.306903E+02,2.108027E-02,3.240573E-02,4.646142E+02,5.494784E+02,2.397890E-02,5.384471E-02,2.582026E+02,1.525181E+02,1.332468E-02,1.494591E-02,3.773252E+02,3.157070E+02,1.947325E-02,3.093706E-02,2.505032E+02,6.918251E+02,1.292907E-02,6.779140E-02,6.568525E+02,9.060265E+02,3.390080E-02,8.878351E-02,4.653660E+02,7.688935E+02,2.401858E-02,7.534445E-02
18:10:00,5.134742E+02,6.058411E+02,2.650063E-02,5.936787E-02,1.330910E+03,2.227674E+03,6.868936E-02,2.182963E-01,8.317718E+02,8.812161E+02,4.292465E-02,8.635522E-02,2.196822E+02,1.542644E+02,1.133744E-02,1.511657E-02,5.073906E+02,9.044621E+02,2.618665E-02,8.862977E-02,7.506685E+02,9.783399E+02,3.874289E-02,9.587022E-02,4.292333E+02,3.227901E+02,2.215139E-02,3.163159E-02,4.860882E+02,5.460714E+02,2.508719E-02,5.351089E-02,2.720019E+02,1.494452E+02,1.403680E-02,1.464479E-02,3.959792E+02,3.099436E+02,2.043595E-02,3.037232E-02,2.585459E+02,6.814650E+02,1.334417E-02,6.677621E-02,6.849210E+02,8.928515E+02,3.534944E-02,8.749249E-02,4.815981E+02,7.604999E+02,2.485635E-02,7.452200E-02
18:20:00,5.357964E+02,5.999791E+02,2.765260E-02,5.879344E-02,1.387988E+03,2.190877E+03,7.163497E-02,2.146904E-01,8.715837E+02,8.655666E+02,4.497892E-02,8.482162E-02,2.302654E+02,1.519152E+02,1.188356E-02,1.488637E-02,5.296485E+02,8.909304E+02,2.733530E-02,8.730374E-02,7.819611E+02,9.734045E+02,4.035783E-02,9.538659E-02,4.500041E+02,3.152629E+02,2.322317E-02,3.089400E-02,5.075906E+02,5.422958E+02,2.619684E-02,5.314093E-02,2.858088E+02,1.464374E+02,1.474922E-02,1.435005E-02,4.146507E+02,3.045673E+02,2.139946E-02,2.984551E-02,2.666080E+02,6.693512E+02,1.376026E-02,6.558917E-02,7.130314E+02,8.797367E+02,3.680014E-02,8.620736E-02,4.978664E+02,7.524315E+02,2.569596E-02,7.373140E-02
18:30:00,5.581563E+02,5.916044E+02,2.880630E-02,5.797276E-02,1.445163E+03,2.149547E+03,7.458518E-02,2.106402E-01,9.114541E+02,8.461402E+02,4.703508E-02,8.291790E-02,2.408621E+02,1.496299E+02,1.243015E-02,1.466244E-02,5.519439E+02,8.730409E+02,2.848567E-02,8.555066E-02,8.133100E+02,9.667732E+02,4.197547E-02,9.473676E-02,4.708038E+02,3.079698E+02,2.429590E-02,3.017935E-02,5.291287E+02,5.375084E+02,2.730814E-02,5.267182E-02,2.996307E+02,1.434647E+02,1.546190E-02,1.405876E-02,4.333498E+02,2.994914E+02,2.236406E-02,2.934813E-02,2.746911E+02,6.549286E+02,1.417740E-02,6.417589E-02,7.411919E+02,8.665214E+02,3.825322E-02,8.491238E-02,5.141732E+02,7.445274E+02,2.653749E-02,7.295690E-02
18:40:00,5.805548E+02,5.809410E+02,2.996172E-02,5.692779E-02,1.502443E+03,2.104504E+03,7.754022E-02,2.062263E-01,9.513729E+02,8.231213E+02,4.909253E-02,8.066211E-02,2.514704E+02,1.473886E+02,1.297709E-02,1.444282E-02,5.742775E+02,8.512382E+02,2.963775E-02,8.341413E-02,8.447191E+02,9.583187E+02,4.359594E-02,9.390826E-02,4.916276E+02,3.008430E+02,2.536928E-02,2.948097E-02,5.507035E+02,5.313411E+02,2.842105E-02,5.206746E-02,3.134639E+02,1.405113E+02,1.617471E-02,1.376935E-02,4.520744E+02,2.946265E+02,2.332961E-02,2.887142E-02,2.827959E+02,6.385783E+02,1.459560E-02,6.257372E-02,7.694053E+02,8.532093E+02,3.970873E-02,8.360792E-02,5.305208E+02,7.366887E+02,2.738102E-02,7.218880E-02
18:50:00,6.029850E+02,5.683811E+02,3.111857E-02,5.569697E-02,1.559810E+03,2.054727E+03,8.049930E-02,2.013485E-01,9.913228E+02,7.954425E+02,5.115096E-02,7.794965E-02,2.620877E+02,1.451656E+02,1.352438E-02,1.422499E-02,5.966426E+02,8.242915E+02,3.079124E-02,8.077352E-02,8.761798E+02,9.473976E+02,4.521885E-02,9.283803E-02,5.124678E+02,2.938115E+02,2.644322E-02,2.879194E-02,5.723082E+02,5.229904E+02,2.953531E-02,5.124914E-02,3.273056E+02,1.375532E+02,1.688781E-02,1.347948E-02,4.708180E+02,2.899057E+02,2.429589E-02,2.840883E-02,2.909210E+02,6.197590E+02,1.501481E-02,6.072961E-02,7.976636E+02,8.397303E+02,4.116633E-02,8.228709E-02,5.469059E+02,7.288017E+02,2.822639E-02,7.141596E-02
19:00:00,6.254419E+02,5.544973E+02,3.227667E-02,5.433643E-02,1.617250E+03,2.001496E+03,8.346188E-02,1.961322E-01,1.031296E+03,7.637828E+02,5.321043E-02,7.484709E-02,2.727131E+02,1.429524E+02,1.407207E-02,1.400812E-02,6.190340E+02,7.931301E+02,3.194597E-02,7.771989E-02,9.076856E+02,9.341346E+02,4.684393E-02,9.153831E-02,5.333211E+02,2.868482E+02,2.751777E-02,2.810959E-02,5.939380E+02,5.128250E+02,3.065074E-02,5.025298E-02,3.411554E+02,1.345850E+02,1.760133E-02,1.318861E-02,4.895767E+02,2.852857E+02,2.526288E-02,2.795611E-02,2.990649E+02,5.990542E+02,1.543497E-02,5.870074E-02,8.259606E+02,8.261089E+02,4.262579E-02,8.095232E-02,5.633258E+02,7.208006E+02,2.907351E-02,7.063194E-02
19:10:00,6.248082E+02,5.398023E+02,3.224301E-02,5.289639E-02,1.615398E+03,1.946607E+03,8.336416E-02,1.907534E-01,1.030953E+03,7.294000E+02,5.318936E-02,7.147768E-02,2.725544E+02,1.407741E+02,1.406322E-02,1.379467E-02,6.184016E+02,7.591222E+02,3.191239E-02,7.438735E-02,9.065110E+02,9.190158E+02,4.678226E-02,9.005673E-02,5.331218E+02,2.800094E+02,2.750587E-02,2.743944E-02,5.933461E+02,5.015123E+02,3.061927E-02,4.914437E-02,3.410586E+02,1.316424E+02,1.759514E-02,1.290026E-02,4.892852E+02,2.807970E+02,2.524669E-02,2.751626E-02,2.984981E+02,5.771973E+02,1.540551E-02,5.655898E-02,8.250192E+02,8.124722E+02,4.257615E-02,7.961604E-02,5.623212E+02,7.127057E+02,2.902127E-02,6.983872E-02
19:20:00,6.241868E+02,5.258041E+02,3.221006E-02,5.152466E-02,1.613577E+03,1.892444E+03,8.326815E-02,1.854458E-01,1.030615E+03,6.942203E+02,5.316888E-02,6.803018E-02,2.724002E+02,1.386270E+02,1.405466E-02,1.358428E-02,6.177811E+02,7.244802E+02,3.187949E-02,7.099268E-02,9.053590E+02,9.028464E+02,4.672181E-02,8.847220E-02,5.329269E+02,2.733146E+02,2.749436E-02,2.678340E-02,5.927656E+02,4.895780E+02,3.058845E-02,4.797487E-02,3.409652E+02,1.287362E+02,1.758922E-02,1.261547E-02,4.889998E+02,2.764305E+02,2.523094E-02,2.708839E-02,2.979454E+02,5.553239E+02,1.537680E-02,5.441562E-02,8.240973E+02,7.988905E+02,4.252758E-02,7.828516E-02,5.613411E+02,7.045251E+02,2.897029E-02,6.903711E-02
19:30:00,6.235679E+02,5.134084E+02,3.217744E-02,5.030999E-02,1.611766E+03,1.842200E+03,8.317307E-02,1.805222E-01,1.030251E+03,6.608287E+02,5.314818E-02,6.475795E-02,2.722446E+02,1.365258E+02,1.404627E-02,1.337837E-02,6.171631E+02,6.919338E+02,3.184692E-02,6.780339E-02,9.042197E+02,8.867361E+02,4.666220E-02,8.689349E-02,5.327217E+02,2.669431E+02,2.748286E-02,2.615904E-02,5.921872E+02,4.778761E+02,3.055795E-02,4.682816E-02,3.408668E+02,1.259324E+02,1.758355E-02,1.234072E-02,4.887092E+02,2.722167E+02,2.521525E-02,2.667546E-02,2.974042E+02,5.348226E+02,1.534870E-02,5.240671E-02,8.231837E+02,7.858771E+02,4.247964E-02,7.700995E-02,5.603807E+02,6.964595E+02,2.892039E-02,6.824675E-02
19:40:00,6.229490E+02,5.026146E+02,3.214509E-02,4.925231E-02,1.609954E+03,1.796303E+03,8.307851E-02,1.760247E-01,1.029870E+03,6.299393E+02,5.312776E-02,6.173097E-02,2.720891E+02,1.344827E+02,1.403811E-02,1.317817E-02,6.165449E+02,6.620418E+02,3.181462E-02,6.487426E-02,9.030864E+02,8.711324E+02,4.660316E-02,8.536443E-02,5.325098E+02,2.609559E+02,2.747158E-02,2.557234E-02,5.916084E+02,4.669103E+02,3.052769E-02,4.575360E-02,3.407665E+02,1.232612E+02,1.757822E-02,1.207896E-02,4.884145E+02,2.681892E+02,2.519972E-02,2.628081E-02,2.968724E+02,5.159259E+02,1.532113E-02,5.055506E-02,8.222733E+02,7.735631E+02,4.243214E-02,7.580330E-02,5.594356E+02,6.886083E+02,2.887137E-02,6.747742E-02
19:50:00,6.223355E+02,4.932363E+02,3.211323E-02,4.833335E-02,1.608155E+03,1.756761E+03,8.298505E-02,1.721500E-01,1.029486E+03,6.033835E+02,5.310785E-02,5.912869E-02,2.719355E+02,1.325188E+02,1.403018E-02,1.298574E-02,6.159321E+02,6.368879E+02,3.178279E-02,6.240945E-02,9.019650E+02,8.569890E+02,4.654495E-02,8.397849E-02,5.322979E+02,2.554080E+02,2.746060E-02,2.502869E-02,5.910346E+02,4.576285E+02,3.049788E-02,4.484407E-02,3.406663E+02,1.207550E+02,1.757306E-02,1.183338E-02,4.881214E+02,2.643719E+02,2.518451E-02,2.590675E-02,2.963504E+02,4.997015E+02,1.529411E-02,4.896529E-02,8.213719E+02,7.621118E+02,4.238533E-02,7.468119E-02,5.585069E+02,6.810898E+02,2.882327E-02,6.674069E-02
