Time,ROOM_0F2955AD:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_0F2955AD:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_0F2955AD:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_0F2955AD:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_167A649D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_167A649D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_167A649D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_167A649D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_21ED5075:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_21ED5075:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_21ED5075:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_21ED5075:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_32F964D5:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_32F964D5:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_32F964D5:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_32F964D5:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_4742F51F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_4742F51F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_4742F51F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_4742F51F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_4C2D24B9:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_4C2D24B9:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_4C2D24B9:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_4C2D24B9:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_4F9EE72E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_4F9EE72E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_4F9EE72E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_4F9EE72E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_B1FA130A:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_B1FA130A:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_B1FA130A:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_B1FA130A:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_B33EAB3D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_B33EAB3D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_B33EAB3D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_B33EAB3D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_BE96053F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_BE96053F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_BE96053F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_BE96053F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_C1230868:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_C1230868:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_C1230868:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_C1230868:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_C466F578:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_C466F578:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_C466F578:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_C466F578:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_D8482C34:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_D8482C34:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_D8482C34:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_D8482C34:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
20:00:00,6.217311E+02,4.849383E+02,3.208195E-02,4.752026E-02,1.606379E+03,1.723232E+03,8.289306E-02,1.688646E-01,1.029107E+03,5.812433E+02,5.308831E-02,5.695915E-02,2.717843E+02,1.306404E+02,1.402239E-02,1.280167E-02,6.153283E+02,6.163895E+02,3.175154E-02,6.040087E-02,9.008601E+02,8.445280E+02,4.648775E-02,8.275744E-02,5.320886E+02,2.503171E+02,2.744982E-02,2.452983E-02,5.904694E+02,4.498440E+02,3.046863E-02,4.408128E-02,3.405664E+02,1.184275E+02,1.756792E-02,1.160530E-02,4.878326E+02,2.607761E+02,2.516960E-02,2.555439E-02,2.958385E+02,4.860724E+02,1.526764E-02,4.762983E-02,8.204838E+02,7.515614E+02,4.233934E-02,7.364736E-02,5.575954E+02,6.739870E+02,2.877611E-02,6.604470E-02
20:10:00,6.211378E+02,4.776009E+02,3.205129E-02,4.680130E-02,1.604633E+03,1.694986E+03,8.280273E-02,1.660969E-01,1.028733E+03,5.631730E+02,5.306903E-02,5.518847E-02,2.716355E+02,1.288546E+02,1.401471E-02,1.262669E-02,6.147355E+02,6.000881E+02,3.172091E-02,5.880358E-02,8.997745E+02,8.337738E+02,4.643161E-02,8.170366E-02,5.318823E+02,2.456771E+02,2.743918E-02,2.407514E-02,5.899145E+02,4.431831E+02,3.043996E-02,4.342861E-02,3.404667E+02,1.162842E+02,1.756277E-02,1.139527E-02,4.875490E+02,2.574024E+02,2.515497E-02,2.522381E-02,2.953369E+02,4.747984E+02,1.524171E-02,4.652516E-02,8.196112E+02,7.419207E+02,4.229423E-02,7.270269E-02,5.567016E+02,6.673477E+02,2.872991E-02,6.539413E-02
20:20:00,6.205594E+02,4.711716E+02,3.202142E-02,4.617131E-02,1.602927E+03,1.670493E+03,8.271462E-02,1.636969E-01,1.028367E+03,5.480536E+02,5.305011E-02,5.370696E-02,2.714898E+02,1.271684E+02,1.400719E-02,1.246146E-02,6.141577E+02,5.866099E+02,3.169107E-02,5.748294E-02,8.987153E+02,8.243607E+02,4.637689E-02,8.078131E-02,5.316801E+02,2.414852E+02,2.742874E-02,2.366438E-02,5.893736E+02,4.373948E+02,3.041203E-02,4.286145E-02,3.403682E+02,1.143281E+02,1.755768E-02,1.120360E-02,4.872721E+02,2.542575E+02,2.514067E-02,2.491564E-02,2.948485E+02,4.651886E+02,1.521648E-02,4.558356E-02,8.187602E+02,7.331995E+02,4.225027E-02,7.184812E-02,5.558310E+02,6.612110E+02,2.868493E-02,6.479281E-02
20:30:00,6.199960E+02,4.653500E+02,3.199233E-02,4.560088E-02,1.601264E+03,1.648364E+03,8.262870E-02,1.615286E-01,1.028008E+03,5.348171E+02,5.303160E-02,5.240994E-02,2.713476E+02,1.255669E+02,1.399984E-02,1.230453E-02,6.135947E+02,5.749603E+02,3.166201E-02,5.634148E-02,8.976827E+02,8.158802E+02,4.632355E-02,7.995034E-02,5.314822E+02,2.375991E+02,2.741852E-02,2.328358E-02,5.888467E+02,4.321924E+02,3.038483E-02,4.235169E-02,3.402714E+02,1.125101E+02,1.755268E-02,1.102545E-02,4.870019E+02,2.512842E+02,2.512673E-02,2.462428E-02,2.943731E+02,4.567664E+02,1.519193E-02,4.475832E-02,8.179308E+02,7.250640E+02,4.220744E-02,7.105094E-02,5.549831E+02,6.554574E+02,2.864113E-02,6.422903E-02
20:40:00,6.194466E+02,4.599954E+02,3.196397E-02,4.507620E-02,1.599639E+03,1.627969E+03,8.254481E-02,1.595301E-01,1.027658E+03,5.229631E+02,5.301352E-02,5.124839E-02,2.712087E+02,1.240425E+02,1.399268E-02,1.215515E-02,6.130457E+02,5.646562E+02,3.163367E-02,5.533184E-02,8.966748E+02,8.081389E+02,4.627151E-02,7.919180E-02,5.312887E+02,2.339523E+02,2.740854E-02,2.292623E-02,5.883329E+02,4.274375E+02,3.035831E-02,4.188578E-02,3.401764E+02,1.108063E+02,1.754778E-02,1.085849E-02,4.867383E+02,2.484557E+02,2.511312E-02,2.434712E-02,2.939097E+02,4.492744E+02,1.516800E-02,4.402423E-02,8.171216E+02,7.173778E+02,4.216566E-02,7.029778E-02,5.541561E+02,6.500325E+02,2.859842E-02,6.369746E-02
20:50:00,6.189108E+02,4.550194E+02,3.193632E-02,4.458862E-02,1.598052E+03,1.608934E+03,8.246288E-02,1.576650E-01,1.027316E+03,5.121909E+02,5.299586E-02,5.019282E-02,2.710732E+02,1.225883E+02,1.398569E-02,1.201266E-02,6.125103E+02,5.553958E+02,3.160603E-02,5.442445E-02,8.956909E+02,8.010077E+02,4.622072E-02,7.849304E-02,5.310998E+02,2.305049E+02,2.739879E-02,2.258841E-02,5.878318E+02,4.230413E+02,3.033245E-02,4.145501E-02,3.400833E+02,1.092002E+02,1.754298E-02,1.070111E-02,4.864812E+02,2.457542E+02,2.509985E-02,2.408240E-02,2.934577E+02,4.425302E+02,1.514467E-02,4.336341E-02,8.163319E+02,7.100644E+02,4.212490E-02,6.958115E-02,5.533493E+02,6.448952E+02,2.855677E-02,6.319407E-02
21:00:00,6.183881E+02,4.503558E+02,3.190935E-02,4.413164E-02,1.596502E+03,1.590997E+03,8.238286E-02,1.559074E-01,1.026982E+03,5.022846E+02,5.297863E-02,4.922210E-02,2.709411E+02,1.211975E+02,1.397887E-02,1.187638E-02,6.119881E+02,5.469615E+02,3.157908E-02,5.359800E-02,8.947302E+02,7.943832E+02,4.617113E-02,7.784393E-02,5.309154E+02,2.272270E+02,2.738928E-02,2.226721E-02,5.873431E+02,4.189373E+02,3.030723E-02,4.105287E-02,3.399923E+02,1.076786E+02,1.753828E-02,1.055201E-02,4.862304E+02,2.431648E+02,2.508691E-02,2.382866E-02,2.930169E+02,4.363918E+02,1.512191E-02,4.276194E-02,8.155612E+02,7.030688E+02,4.208512E-02,6.889567E-02,5.525619E+02,6.400089E+02,2.851612E-02,6.271528E-02
21:10:00,6.178783E+02,4.459337E+02,3.188304E-02,4.369833E-02,1.594987E+03,1.573913E+03,8.230469E-02,1.542333E-01,1.026656E+03,4.930472E+02,5.296182E-02,4.831690E-02,2.708122E+02,1.198549E+02,1.397222E-02,1.174481E-02,6.114786E+02,5.391707E+02,3.155279E-02,5.283460E-02,8.937921E+02,7.881535E+02,4.612271E-02,7.723349E-02,5.307354E+02,2.240773E+02,2.737999E-02,2.195857E-02,5.868664E+02,4.150555E+02,3.028263E-02,4.067250E-02,3.399032E+02,1.062188E+02,1.753369E-02,1.040896E-02,4.859858E+02,2.406587E+02,2.507430E-02,2.358309E-02,2.925869E+02,4.307402E+02,1.509971E-02,4.220816E-02,8.148091E+02,6.963243E+02,4.204630E-02,6.823477E-02,5.517935E+02,6.353273E+02,2.847645E-02,6.225653E-02
21:20:00,6.173778E+02,4.417126E+02,3.185721E-02,4.328471E-02,1.593498E+03,1.557534E+03,8.222784E-02,1.526283E-01,1.026336E+03,4.843522E+02,5.294534E-02,4.746487E-02,2.706857E+02,1.185544E+02,1.396570E-02,1.161738E-02,6.109784E+02,5.318994E+02,3.152698E-02,5.212210E-02,8.928701E+02,7.822502E+02,4.607513E-02,7.665504E-02,5.305590E+02,2.210362E+02,2.737089E-02,2.166056E-02,5.863984E+02,4.113557E+02,3.025848E-02,4.030996E-02,3.398157E+02,1.048108E+02,1.752918E-02,1.027099E-02,4.857460E+02,2.382246E+02,2.506192E-02,2.334457E-02,2.921643E+02,4.254871E+02,1.507790E-02,4.169344E-02,8.140702E+02,6.897977E+02,4.200817E-02,6.759524E-02,5.510382E+02,6.308231E+02,2.843746E-02,6.181518E-02
21:30:00,6.168865E+02,4.376600E+02,3.183185E-02,4.288759E-02,1.592035E+03,1.541750E+03,8.215233E-02,1.510816E-01,1.026023E+03,4.761024E+02,5.292919E-02,4.665645E-02,2.705616E+02,1.172907E+02,1.395929E-02,1.149355E-02,6.104873E+02,5.250516E+02,3.150164E-02,5.145110E-02,8.919641E+02,7.766181E+02,4.602837E-02,7.610316E-02,5.303861E+02,2.180880E+02,2.736197E-02,2.137166E-02,5.859391E+02,4.078058E+02,3.023477E-02,3.996211E-02,3.397298E+02,1.034464E+02,1.752474E-02,1.013729E-02,4.855108E+02,2.358530E+02,2.504979E-02,2.311218E-02,2.917490E+02,4.205626E+02,1.505646E-02,4.121091E-02,8.133446E+02,6.834627E+02,4.197072E-02,6.697447E-02,5.502959E+02,6.264734E+02,2.839915E-02,6.138896E-02
21:40:00,6.164050E+02,4.337503E+02,3.180701E-02,4.250448E-02,1.590600E+03,1.526474E+03,8.207827E-02,1.495848E-01,1.025717E+03,4.682224E+02,5.291340E-02,4.588426E-02,2.704400E+02,1.160592E+02,1.395302E-02,1.137288E-02,6.100061E+02,5.185531E+02,3.147680E-02,5.081432E-02,8.910755E+02,7.712125E+02,4.598252E-02,7.557347E-02,5.302169E+02,2.152202E+02,2.735324E-02,2.109064E-02,5.854890E+02,4.043806E+02,3.021155E-02,3.962648E-02,3.396455E+02,1.021190E+02,1.752040E-02,1.000721E-02,4.852805E+02,2.335362E+02,2.503790E-02,2.288515E-02,2.913416E+02,4.159113E+02,1.503543E-02,4.075514E-02,8.126335E+02,6.772981E+02,4.193403E-02,6.637040E-02,5.495679E+02,6.222590E+02,2.836158E-02,6.097600E-02
21:50:00,6.159336E+02,4.299631E+02,3.178268E-02,4.213338E-02,1.589193E+03,1.511641E+03,8.200571E-02,1.481312E-01,1.025418E+03,4.606531E+02,5.289797E-02,4.514252E-02,2.703208E+02,1.148562E+02,1.394687E-02,1.125500E-02,6.095348E+02,5.123459E+02,3.145249E-02,5.020608E-02,8.902048E+02,7.659977E+02,4.593758E-02,7.506248E-02,5.300515E+02,2.124228E+02,2.734470E-02,2.081651E-02,5.850483E+02,4.010604E+02,3.018881E-02,3.930113E-02,3.395629E+02,1.008229E+02,1.751614E-02,9.880202E-03,4.850553E+02,2.312677E+02,2.502628E-02,2.266286E-02,2.909422E+02,4.114891E+02,1.501482E-02,4.032182E-02,8.119371E+02,6.712871E+02,4.189809E-02,6.578138E-02,5.488545E+02,6.181640E+02,2.832476E-02,6.057474E-02
22:00:00,6.154722E+02,4.262822E+02,3.175887E-02,4.177269E-02,1.587816E+03,1.497199E+03,8.193463E-02,1.467161E-01,1.025126E+03,4.533486E+02,5.288290E-02,4.442673E-02,2.702041E+02,1.136784E+02,1.394084E-02,1.113959E-02,6.090735E+02,5.063848E+02,3.142868E-02,4.962196E-02,8.893520E+02,7.609451E+02,4.589357E-02,7.456737E-02,5.298898E+02,2.096877E+02,2.733636E-02,2.054849E-02,5.846169E+02,3.978294E+02,3.016655E-02,3.898452E-02,3.394821E+02,9.955382E+01,1.751196E-02,9.755840E-03,4.848350E+02,2.290423E+02,2.501492E-02,2.244479E-02,2.905509E+02,4.072612E+02,1.499463E-02,3.990754E-02,8.112555E+02,6.654157E+02,4.186292E-02,6.520604E-02,5.481558E+02,6.141753E+02,2.828870E-02,6.018389E-02
22:10:00,5.127006E+02,3.581456E+02,2.645577E-02,3.500353E-02,1.322604E+03,1.286914E+03,6.824914E-02,1.251780E-01,9.003619E+02,3.907599E+02,4.592515E-02,3.796090E-02,2.257077E+02,9.424038E+01,1.163844E-02,9.234815E-03,5.073684E+02,4.314548E+02,2.618061E-02,4.203301E-02,7.407701E+02,6.414638E+02,3.822624E-02,6.266371E-02,4.591818E+02,1.770572E+02,2.348808E-02,1.727930E-02,4.870004E+02,3.341375E+02,2.512948E-02,3.266111E-02,2.957755E+02,8.243205E+01,1.511189E-02,8.077983E-03,4.084410E+02,1.917991E+02,2.102217E-02,1.875658E-02,2.419621E+02,3.453232E+02,1.248708E-02,3.367892E-02,6.757612E+02,5.622085E+02,3.487106E-02,5.488336E-02,4.565043E+02,5.150091E+02,2.355884E-02,5.036547E-02
22:20:00,4.131223E+02,2.956835E+02,2.128201E-02,2.868916E-02,1.057629E+03,1.103649E+03,5.457587E-02,1.058567E-01,7.990673E+02,3.334743E+02,3.991229E-02,3.194154E-02,1.873300E+02,7.590305E+01,9.582563E-03,7.419771E-03,4.083048E+02,3.639255E+02,2.103980E-02,3.505753E-02,5.923348E+02,5.354194E+02,3.056648E-02,5.181583E-02,4.017027E+02,1.470602E+02,2.017383E-02,1.422924E-02,3.928137E+02,2.759375E+02,2.023125E-02,2.677602E-02,2.595661E+02,6.671990E+01,1.301192E-02,6.513994E-03,3.456845E+02,1.578284E+02,1.757904E-02,1.532876E-02,1.934406E+02,2.890132E+02,9.983001E-03,2.791321E-02,5.403843E+02,4.705259E+02,2.788525E-02,4.548052E-02,3.649730E+02,4.219437E+02,1.883518E-02,4.104434E-02
22:30:00,3.232441E+02,2.396799E+02,1.650049E-02,2.288229E-02,8.248197E+02,9.431529E+02,4.220015E-02,8.827522E-02,7.132674E+02,2.826137E+02,3.451732E-02,2.643454E-02,1.533027E+02,5.820576E+01,7.701633E-03,5.658619E-03,3.188186E+02,3.033276E+02,1.628614E-02,2.862061E-02,4.440431E+02,4.405878E+02,2.291413E-02,4.185152E-02,3.516828E+02,1.194308E+02,1.715719E-02,1.136645E-02,3.078332E+02,2.233910E+02,1.570514E-02,2.133521E-02,2.270203E+02,5.152820E+01,1.105898E-02,4.994130E-03,2.907962E+02,1.262207E+02,1.445214E-02,1.209129E-02,1.449850E+02,2.381373E+02,7.482324E-03,2.257152E-02,4.144969E+02,3.881699E+02,2.128310E-02,3.681120E-02,2.735594E+02,3.388458E+02,1.411759E-02,3.250393E-02
22:40:00,2.424635E+02,1.918915E+02,1.208465E-02,1.772135E-02,6.205534E+02,8.025405E+02,3.097621E-02,7.225257E-02,6.346082E+02,2.365583E+02,2.940848E-02,2.131990E-02,1.217141E+02,4.183426E+01,5.918600E-03,4.002839E-03,2.383363E+02,2.499874E+02,1.189436E-02,2.275751E-02,3.103843E+02,3.597325E+02,1.585260E-02,3.297949E-02,3.054485E+02,9.477242E+01,1.429225E-02,8.740551E-03,2.313422E+02,1.784053E+02,1.152041E-02,1.648850E-02,1.966162E+02,3.751114E+01,9.192144E-03,3.569136E-03,2.403459E+02,9.842397E+01,1.150312E-02,9.155126E-03,9.659392E+01,1.936642E+02,4.984978E-03,1.773379E-02,3.009410E+02,3.170049E+02,1.518080E-02,2.902007E-02,1.822609E+02,2.689580E+02,9.405947E-03,2.498672E-02
22:50:00,1.679572E+02,1.440127E+02,7.921023E-03,1.256575E-02,4.345626E+02,6.667146E+02,2.048624E-02,5.664763E-02,5.608978E+02,1.931734E+02,2.449873E-02,1.643556E-02,9.174393E+01,2.614450E+01,4.200781E-03,2.403595E-03,1.640977E+02,1.986644E+02,7.753673E-03,1.706963E-02,1.877868E+02,2.790191E+02,9.236675E-03,2.413525E-02,2.617418E+02,7.102322E+01,1.152903E-02,6.194030E-03,1.606518E+02,1.334303E+02,7.568767E-03,1.165345E-02,1.677667E+02,2.401753E+01,7.387801E-03,2.188812E-03,1.924003E+02,7.115581E+01,8.655073E-03,6.267279E-03,4.826603E+01,1.507853E+02,2.490893E-03,1.303282E-02,1.968773E+02,2.468016E+02,9.458593E-03,2.132289E-02,9.107529E+01,2.000492E+02,4.700126E-03,1.755774E-02
23:00:00,9.758694E+01,9.889093E+01,3.924410E-03,7.634891E-03,2.581830E+02,5.372322E+02,1.038377E-02,4.157939E-02,4.913132E+02,1.517905E+02,1.975505E-02,1.172924E-02,6.337621E+01,1.111068E+01,2.547528E-03,8.588651E-04,9.396314E+01,1.500743E+02,3.778709E-03,1.161159E-02,7.250288E+01,2.028380E+02,2.915615E-03,1.565711E-02,2.205306E+02,4.849020E+01,8.866264E-03,3.750396E-03,9.389439E+01,9.102813E+01,3.775922E-03,7.027490E-03,1.406903E+02,1.118659E+01,5.654762E-03,8.638344E-04,1.466832E+02,4.536062E+01,5.896914E-03,3.500495E-03,0.000000E+00,1.104439E+02,0.000000E+00,8.540940E-03,9.887679E+01,1.803663E+02,3.980000E-03,1.393574E-02,0.000000E+00,1.343769E+02,0.000000E+00,1.039148E-02
23:10:00,1.327504E+02,1.199778E+02,5.337531E-03,9.261502E-03,3.534045E+02,6.081668E+02,1.421052E-02,4.704062E-02,5.496202E+02,1.675246E+02,2.209197E-02,1.294212E-02,8.069486E+01,1.505806E+01,3.243371E-03,1.163444E-03,1.283006E+02,1.726409E+02,5.158636E-03,1.335007E-02,1.124505E+02,2.438143E+02,4.521073E-03,1.881707E-02,2.520284E+02,5.682684E+01,1.013063E-02,4.393179E-03,1.273706E+02,1.107281E+02,5.121230E-03,8.547008E-03,1.587920E+02,1.478529E+01,6.380148E-03,1.141527E-03,1.792893E+02,5.563985E+01,7.206916E-03,4.293500E-03,0.000000E+00,1.298229E+02,0.000000E+00,1.003490E-02,1.408557E+02,2.137446E+02,5.667064E-03,1.650878E-02,0.000000E+00,1.666509E+02,0.000000E+00,1.288123E-02
23:20:00,1.671415E+02,1.369534E+02,6.719504E-03,1.056723E-02,4.532325E+02,6.560645E+02,1.822238E-02,5.064448E-02,5.872221E+02,1.795358E+02,2.359562E-02,1.385707E-02,9.287141E+01,1.853980E+01,3.732143E-03,1.431514E-03,1.624224E+02,1.897246E+02,6.529700E-03,1.464489E-02,1.560733E+02,2.737582E+02,6.274219E-03,2.112510E-02,2.721303E+02,6.339144E+01,1.093491E-02,4.893128E-03,1.597325E+02,1.263995E+02,6.421594E-03,9.752766E-03,1.707589E+02,1.749809E+01,6.860324E-03,1.350302E-03,2.000354E+02,6.359468E+01,8.039137E-03,4.907239E-03,0.000000E+00,1.453448E+02,0.000000E+00,1.121812E-02,1.859092E+02,2.378042E+02,7.477672E-03,1.835328E-02,0.000000E+00,1.951098E+02,0.000000E+00,1.506441E-02
23:30:00,1.939836E+02,1.488637E+02,7.796429E-03,1.148587E-02,5.252994E+02,6.847230E+02,2.111605E-02,5.283153E-02,6.118428E+02,1.864964E+02,2.458230E-02,1.439136E-02,1.017261E+02,2.196502E+01,4.087395E-03,1.694845E-03,1.891358E+02,2.015703E+02,7.601529E-03,1.555274E-02,2.029577E+02,2.946164E+02,8.158346E-03,2.273140E-02,2.864567E+02,6.835102E+01,1.150925E-02,5.274223E-03,1.849448E+02,1.377208E+02,7.433193E-03,1.062613E-02,1.803068E+02,2.016630E+01,7.243451E-03,1.556112E-03,2.145912E+02,7.003402E+01,8.622778E-03,5.403810E-03,0.000000E+00,1.569976E+02,0.000000E+00,1.211297E-02,2.243274E+02,2.545113E+02,9.020516E-03,1.963717E-02,4.600127E+00,2.156551E+02,1.854977E-04,1.663934E-02
23:40:00,2.134666E+02,1.538070E+02,8.578374E-03,1.186746E-02,5.723872E+02,6.966617E+02,2.300369E-02,5.375326E-02,6.313985E+02,1.898590E+02,2.536668E-02,1.465124E-02,1.091001E+02,2.459948E+01,4.383450E-03,1.898131E-03,2.086405E+02,2.076641E+02,8.384448E-03,1.602315E-02,2.380977E+02,3.033957E+02,9.569299E-03,2.340903E-02,2.984314E+02,7.101703E+01,1.198976E-02,5.480088E-03,2.033277E+02,1.426481E+02,8.170899E-03,1.100648E-02,1.887978E+02,2.208815E+01,7.584189E-03,1.704450E-03,2.262575E+02,7.342109E+01,9.091140E-03,5.665280E-03,0.000000E+00,1.636377E+02,0.000000E+00,1.262535E-02,2.528930E+02,2.618070E+02,1.016438E-02,2.020032E-02,1.372503E+01,2.248425E+02,5.522394E-04,1.734762E-02
23:50:00,2.281778E+02,1.599650E+02,9.169293E-03,1.234274E-02,6.046118E+02,7.066828E+02,2.429695E-02,5.452691E-02,6.478218E+02,1.916210E+02,2.602548E-02,1.478748E-02,1.158444E+02,2.703796E+01,4.654228E-03,2.086332E-03,2.233893E+02,2.130894E+02,8.976885E-03,1.644194E-02,2.647107E+02,3.137386E+02,1.063803E-02,2.420726E-02,3.091471E+02,7.337807E+01,1.241982E-02,5.662387E-03,2.173530E+02,1.486142E+02,8.734253E-03,1.146695E-02,1.966941E+02,2.387085E+01,7.901144E-03,1.842053E-03,2.368230E+02,7.696044E+01,9.515317E-03,5.938482E-03,2.573537E+00,1.699245E+02,1.037016E-04,1.311047E-02,2.742352E+02,2.697552E+02,1.102054E-02,2.081377E-02,2.509964E+01,2.347278E+02,1.009386E-03,1.811038E-02
24:00:00,2.403077E+02,1.643842E+02,9.656472E-03,1.268385E-02,6.306387E+02,7.129875E+02,2.534233E-02,5.501373E-02,6.616956E+02,1.923378E+02,2.658206E-02,1.484298E-02,1.219121E+02,2.926021E+01,4.897854E-03,2.257849E-03,2.354761E+02,2.169984E+02,9.462343E-03,1.674371E-02,2.861758E+02,3.210942E+02,1.150044E-02,2.477500E-02,3.184786E+02,7.506428E+01,1.279436E-02,5.792599E-03,2.289260E+02,1.529569E+02,9.199063E-03,1.180216E-02,2.036600E+02,2.533524E+01,8.180801E-03,1.955093E-03,2.464022E+02,7.963968E+01,9.899913E-03,6.145315E-03,6.773774E+00,1.747887E+02,2.725137E-04,1.348582E-02,2.915602E+02,2.754089E+02,1.171650E-02,2.125018E-02,3.962711E+01,2.429022E+02,1.593241E-03,1.874118E-02
