Time,ROOM_184271FF:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_184271FF:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_184271FF:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_184271FF:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_2268FC85:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_2268FC85:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_2268FC85:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_2268FC85:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_565DB822:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_565DB822:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_565DB822:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_565DB822:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_D27F8739:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_D27F8739:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_D27F8739:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_D27F8739:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_DF3CB535:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_DF3CB535:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_DF3CB535:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_DF3CB535:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
13:40:00,6.494295E+02,1.169753E+03,3.351754E-02,1.146261E-01,7.225873E+02,1.335723E+03,3.729350E-02,1.308911E-01,2.688858E+02,3.937794E+02,1.387757E-02,3.858675E-02,2.913345E+02,3.277805E+02,1.503552E-02,3.212016E-02,4.882221E+02,6.755700E+02,2.519730E-02,6.620045E-02
13:50:00,6.472750E+02,1.162325E+03,3.340635E-02,1.138982E-01,7.200117E+02,1.362904E+03,3.716057E-02,1.335545E-01,2.678833E+02,4.040765E+02,1.382583E-02,3.959577E-02,2.906320E+02,3.376291E+02,1.499926E-02,3.308524E-02,4.867472E+02,6.721928E+02,2.512118E-02,6.586952E-02
14:00:00,6.451831E+02,1.154343E+03,3.329838E-02,1.131161E-01,7.175094E+02,1.389416E+03,3.703143E-02,1.361525E-01,2.669121E+02,4.145556E+02,1.377570E-02,4.062261E-02,2.899522E+02,3.477851E+02,1.496418E-02,3.408044E-02,4.853168E+02,6.689854E+02,2.504735E-02,6.555524E-02
14:10:00,6.431512E+02,1.145771E+03,3.319351E-02,1.122761E-01,7.150777E+02,1.414837E+03,3.690592E-02,1.386435E-01,2.659708E+02,4.250684E+02,1.372712E-02,4.165273E-02,2.892942E+02,3.580935E+02,1.493022E-02,3.509058E-02,4.839293E+02,6.658722E+02,2.497574E-02,6.525018E-02
14:20:00,6.411771E+02,1.136389E+03,3.309163E-02,1.113567E-01,7.127140E+02,1.439248E+03,3.678392E-02,1.410355E-01,2.650581E+02,4.355629E+02,1.368001E-02,4.268107E-02,2.886570E+02,3.684670E+02,1.489733E-02,3.610708E-02,4.825827E+02,6.625466E+02,2.490624E-02,6.492430E-02
14:30:00,6.392587E+02,1.126263E+03,3.299261E-02,1.103645E-01,7.104156E+02,1.462202E+03,3.666530E-02,1.432847E-01,2.641727E+02,4.459075E+02,1.363431E-02,4.369472E-02,2.880395E+02,3.788289E+02,1.486546E-02,3.712244E-02,4.812756E+02,6.591092E+02,2.483878E-02,6.458747E-02
14:40:00,6.373937E+02,1.115420E+03,3.289636E-02,1.093019E-01,7.081803E+02,1.483458E+03,3.654993E-02,1.453675E-01,2.633136E+02,4.560078E+02,1.358998E-02,4.468442E-02,2.874411E+02,3.891367E+02,1.483458E-02,3.813249E-02,4.800063E+02,6.555711E+02,2.477327E-02,6.424077E-02
14:50:00,6.355805E+02,1.103882E+03,3.280277E-02,1.081713E-01,7.060058E+02,1.502889E+03,3.643771E-02,1.472715E-01,2.624798E+02,4.657919E+02,1.354694E-02,4.564314E-02,2.868609E+02,3.993119E+02,1.480464E-02,3.912955E-02,4.787736E+02,6.519203E+02,2.470965E-02,6.388303E-02
15:00:00,6.338170E+02,1.091686E+03,3.271176E-02,1.069762E-01,7.038901E+02,1.520411E+03,3.632851E-02,1.489884E-01,2.616701E+02,4.751936E+02,1.350515E-02,4.656438E-02,2.862983E+02,4.091518E+02,1.477560E-02,4.009375E-02,4.775759E+02,6.481420E+02,2.464784E-02,6.351278E-02
15:10:00,6.321017E+02,1.078869E+03,3.262323E-02,1.057202E-01,7.018311E+02,1.535965E+03,3.622224E-02,1.505125E-01,2.608838E+02,4.841571E+02,1.346457E-02,4.744269E-02,2.857524E+02,4.185182E+02,1.474742E-02,4.101155E-02,4.764122E+02,6.442199E+02,2.458777E-02,6.312846E-02
15:20:00,6.304328E+02,1.065730E+03,3.253710E-02,1.044328E-01,6.998268E+02,1.549156E+03,3.611880E-02,1.518050E-01,2.601200E+02,4.925626E+02,1.342515E-02,4.826630E-02,2.852227E+02,4.272813E+02,1.472008E-02,4.187023E-02,4.752810E+02,6.404115E+02,2.452940E-02,6.275527E-02
15:30:00,6.288088E+02,1.052268E+03,3.245328E-02,1.031136E-01,6.978756E+02,1.560216E+03,3.601809E-02,1.528888E-01,2.593778E+02,5.003871E+02,1.338684E-02,4.903300E-02,2.847085E+02,4.353258E+02,1.469355E-02,4.265849E-02,4.741814E+02,6.365608E+02,2.447264E-02,6.237793E-02
15:40:00,6.272282E+02,1.038570E+03,3.237170E-02,1.017713E-01,6.959756E+02,1.569292E+03,3.592003E-02,1.537780E-01,2.586564E+02,5.075848E+02,1.334961E-02,4.973827E-02,2.842094E+02,4.425163E+02,1.466779E-02,4.336306E-02,4.731122E+02,6.326060E+02,2.441746E-02,6.199040E-02
15:50:00,6.256896E+02,1.024769E+03,3.229229E-02,1.004189E-01,6.941252E+02,1.576471E+03,3.582452E-02,1.544814E-01,2.579552E+02,5.141057E+02,1.331342E-02,5.037722E-02,2.837247E+02,4.487750E+02,1.464277E-02,4.397633E-02,4.720723E+02,6.285129E+02,2.436379E-02,6.158932E-02
16:00:00,6.241916E+02,1.011023E+03,3.221498E-02,9.907198E-02,6.923227E+02,1.581879E+03,3.573150E-02,1.550113E-01,2.572734E+02,5.198993E+02,1.327823E-02,5.094490E-02,2.832539E+02,4.541479E+02,1.461847E-02,4.450279E-02,4.710609E+02,6.242545E+02,2.431159E-02,6.117203E-02
16:10:00,6.227329E+02,9.975031E+02,3.213969E-02,9.774710E-02,6.905668E+02,1.585699E+03,3.564087E-02,1.553856E-01,2.566104E+02,5.249014E+02,1.324401E-02,5.143503E-02,2.827965E+02,4.586461E+02,1.459487E-02,4.494354E-02,4.700769E+02,6.198146E+02,2.426080E-02,6.073695E-02
16:20:00,6.213122E+02,9.844055E+02,3.206637E-02,9.646367E-02,6.888559E+02,1.588100E+03,3.555257E-02,1.556208E-01,2.559655E+02,5.290976E+02,1.321072E-02,5.184618E-02,2.823521E+02,4.623126E+02,1.457193E-02,4.530279E-02,4.691194E+02,6.152626E+02,2.421139E-02,6.029090E-02
16:30:00,6.199284E+02,9.718226E+02,3.199495E-02,9.523067E-02,6.871887E+02,1.589104E+03,3.546652E-02,1.557191E-01,2.553381E+02,5.325177E+02,1.317834E-02,5.218130E-02,2.819202E+02,4.652604E+02,1.454964E-02,4.559163E-02,4.681876E+02,6.107623E+02,2.416330E-02,5.984991E-02
16:40:00,6.185804E+02,9.597643E+02,3.192538E-02,9.404909E-02,6.855638E+02,1.588570E+03,3.538266E-02,1.556667E-01,2.547276E+02,5.351889E+02,1.314683E-02,5.244302E-02,2.815005E+02,4.675801E+02,1.452798E-02,4.581892E-02,4.672807E+02,6.064584E+02,2.411649E-02,5.942816E-02
16:50:00,6.172669E+02,9.481879E+02,3.185759E-02,9.291473E-02,6.839799E+02,1.586309E+03,3.530091E-02,1.554452E-01,2.541336E+02,5.371243E+02,1.311617E-02,5.263264E-02,2.810924E+02,4.693342E+02,1.450692E-02,4.599078E-02,4.663979E+02,6.024739E+02,2.407093E-02,5.903772E-02
17:00:00,6.159870E+02,9.366736E+02,3.179153E-02,9.178645E-02,6.824358E+02,1.581288E+03,3.522122E-02,1.549531E-01,2.535554E+02,5.380882E+02,1.308633E-02,5.272708E-02,2.806956E+02,4.702655E+02,1.448644E-02,4.608201E-02,4.655383E+02,5.986229E+02,2.402656E-02,5.866037E-02
17:10:00,6.147397E+02,9.252503E+02,3.172715E-02,9.066708E-02,6.809303E+02,1.573647E+03,3.514352E-02,1.542044E-01,2.529926E+02,5.382211E+02,1.305729E-02,5.274008E-02,2.803097E+02,4.705865E+02,1.446652E-02,4.611346E-02,4.647014E+02,5.951094E+02,2.398337E-02,5.831609E-02
17:20:00,6.135239E+02,9.137893E+02,3.166441E-02,8.954402E-02,6.794623E+02,1.563167E+03,3.506775E-02,1.531773E-01,2.524446E+02,5.374981E+02,1.302900E-02,5.266921E-02,2.799344E+02,4.702811E+02,1.444716E-02,4.608352E-02,4.638863E+02,5.919205E+02,2.394130E-02,5.800362E-02
17:30:00,6.123388E+02,9.022075E+02,3.160324E-02,8.840911E-02,6.780307E+02,1.549626E+03,3.499386E-02,1.518504E-01,2.519111E+02,5.358144E+02,1.300147E-02,5.250421E-02,2.795693E+02,4.691863E+02,1.442831E-02,4.597621E-02,4.630925E+02,5.888911E+02,2.390033E-02,5.770677E-02
17:40:00,6.111834E+02,8.904482E+02,3.154361E-02,8.725680E-02,6.766344E+02,1.532873E+03,3.492180E-02,1.502086E-01,2.513915E+02,5.330453E+02,1.297465E-02,5.223285E-02,2.792142E+02,4.671155E+02,1.440999E-02,4.577328E-02,4.623192E+02,5.858331E+02,2.386042E-02,5.740713E-02
17:50:00,6.100569E+02,8.784894E+02,3.148547E-02,8.608496E-02,6.752724E+02,1.512797E+03,3.485150E-02,1.482413E-01,2.508855E+02,5.290628E+02,1.294853E-02,5.184260E-02,2.788686E+02,4.638708E+02,1.439215E-02,4.545532E-02,4.615658E+02,5.825461E+02,2.382154E-02,5.708504E-02
18:00:00,6.089584E+02,8.666121E+02,3.142877E-02,8.492109E-02,6.739438E+02,1.490021E+03,3.478293E-02,1.460094E-01,2.503926E+02,5.239550E+02,1.292309E-02,5.134207E-02,2.785324E+02,4.595274E+02,1.437480E-02,4.502969E-02,4.608319E+02,5.790889E+02,2.378366E-02,5.674626E-02
18:10:00,6.356538E+02,8.546409E+02,3.280654E-02,8.374802E-02,7.029915E+02,1.463954E+03,3.628212E-02,1.434551E-01,2.601807E+02,5.174766E+02,1.342827E-02,5.070724E-02,2.920138E+02,4.536421E+02,1.507056E-02,4.445296E-02,4.816240E+02,5.750758E+02,2.485675E-02,5.635301E-02
18:20:00,6.623870E+02,8.424628E+02,3.418616E-02,8.255468E-02,7.320838E+02,1.434339E+03,3.778349E-02,1.405530E-01,2.699844E+02,5.094434E+02,1.393423E-02,4.992005E-02,3.055085E+02,4.459148E+02,1.576694E-02,4.369574E-02,5.024427E+02,5.702097E+02,2.593112E-02,5.587616E-02
18:30:00,6.891669E+02,8.299000E+02,3.556795E-02,8.132363E-02,7.612282E+02,1.399984E+03,3.928735E-02,1.371865E-01,2.798071E+02,4.992560E+02,1.444108E-02,4.892178E-02,3.190233E+02,4.355699E+02,1.646413E-02,4.268200E-02,5.232963E+02,5.639466E+02,2.700707E-02,5.526242E-02
18:40:00,7.159952E+02,8.169615E+02,3.695194E-02,8.005578E-02,7.904277E+02,1.361783E+03,4.079377E-02,1.334431E-01,2.896490E+02,4.870972E+02,1.494882E-02,4.773032E-02,3.325568E+02,4.228282E+02,1.716204E-02,4.143340E-02,5.441851E+02,5.562485E+02,2.808456E-02,5.450805E-02
18:50:00,7.428637E+02,8.035517E+02,3.833777E-02,7.874173E-02,8.196741E+02,1.318667E+03,4.230237E-02,1.292180E-01,2.995078E+02,4.723653E+02,1.545735E-02,4.628673E-02,3.461045E+02,4.069524E+02,1.786051E-02,3.987769E-02,5.651024E+02,5.466043E+02,2.916332E-02,5.356298E-02
19:00:00,7.697666E+02,7.897032E+02,3.972523E-02,7.738470E-02,8.489609E+02,1.271990E+03,4.381292E-02,1.246440E-01,3.093816E+02,4.554697E+02,1.596661E-02,4.463112E-02,3.596639E+02,3.884619E+02,1.855953E-02,3.806575E-02,5.860437E+02,5.351367E+02,3.024320E-02,5.243921E-02
19:10:00,7.689331E+02,7.755161E+02,3.968113E-02,7.599448E-02,8.479397E+02,1.223457E+03,4.375916E-02,1.198881E-01,3.090011E+02,4.369951E+02,1.594661E-02,4.282078E-02,3.594252E+02,3.681523E+02,1.854644E-02,3.607556E-02,5.854988E+02,5.221729E+02,3.021413E-02,5.116883E-02
19:20:00,7.681210E+02,7.610965E+02,3.963821E-02,7.458148E-02,8.469447E+02,1.175524E+03,4.370681E-02,1.151911E-01,3.086325E+02,4.179895E+02,1.592725E-02,4.095842E-02,3.591932E+02,3.473295E+02,1.853376E-02,3.403509E-02,5.849681E+02,5.083434E+02,3.018587E-02,4.981362E-02
19:30:00,7.673185E+02,7.469574E+02,3.959601E-02,7.319597E-02,8.459644E+02,1.131270E+03,4.365542E-02,1.108545E-01,3.082715E+02,3.997741E+02,1.590835E-02,3.917350E-02,3.589600E+02,3.276190E+02,1.852126E-02,3.210363E-02,5.844414E+02,4.946690E+02,3.015803E-02,4.847361E-02
19:40:00,7.665203E+02,7.333158E+02,3.955432E-02,7.185922E-02,8.449915E+02,1.091082E+03,4.360468E-02,1.069165E-01,3.079160E+02,3.827107E+02,1.588984E-02,3.750149E-02,3.587261E+02,3.094061E+02,1.850896E-02,3.031895E-02,5.839159E+02,4.814967E+02,3.013053E-02,4.718284E-02
19:50:00,7.657318E+02,7.204203E+02,3.951336E-02,7.059558E-02,8.440312E+02,1.057066E+03,4.355482E-02,1.035834E-01,3.075673E+02,3.678825E+02,1.587176E-02,3.604851E-02,3.584949E+02,2.939522E+02,1.849697E-02,2.880464E-02,5.833964E+02,4.696075E+02,3.010354E-02,4.601780E-02
20:00:00,7.649568E+02,7.084054E+02,3.947325E-02,6.941824E-02,8.430874E+02,1.028856E+03,4.350595E-02,1.008192E-01,3.072260E+02,3.553585E+02,1.585410E-02,3.482133E-02,3.582680E+02,2.812639E+02,1.848525E-02,2.756134E-02,5.828860E+02,4.591656E+02,3.007713E-02,4.499461E-02
20:10:00,7.641974E+02,6.973757E+02,3.943400E-02,6.833745E-02,8.421621E+02,1.005731E+03,4.345811E-02,9.855321E-02,3.068924E+02,3.450027E+02,1.583687E-02,3.380662E-02,3.580459E+02,2.711154E+02,1.847379E-02,2.656694E-02,5.823862E+02,4.502120E+02,3.005131E-02,4.411727E-02
20:20:00,7.634495E+02,6.873803E+02,3.939537E-02,6.735802E-02,8.412503E+02,9.860722E+02,4.341101E-02,9.662700E-02,3.065643E+02,3.362172E+02,1.581992E-02,3.294578E-02,3.578272E+02,2.627241E+02,1.846251E-02,2.574472E-02,5.818942E+02,4.424540E+02,3.002591E-02,4.335709E-02
20:30:00,7.627136E+02,6.781531E+02,3.935737E-02,6.645386E-02,8.403530E+02,9.686702E+02,4.336467E-02,9.492187E-02,3.062416E+02,3.285705E+02,1.580326E-02,3.219653E-02,3.576122E+02,2.555184E+02,1.845141E-02,2.503868E-02,5.814104E+02,4.355081E+02,3.000093E-02,4.267649E-02
20:40:00,7.619912E+02,6.695522E+02,3.932008E-02,6.561108E-02,8.394720E+02,9.529326E+02,4.331918E-02,9.337982E-02,3.059249E+02,3.218231E+02,1.578691E-02,3.153539E-02,3.574010E+02,2.492059E+02,1.844051E-02,2.442014E-02,5.809355E+02,4.291933E+02,2.997642E-02,4.205773E-02
20:50:00,7.612829E+02,6.614848E+02,3.928352E-02,6.482057E-02,8.386080E+02,9.384943E+02,4.327458E-02,9.196506E-02,3.056144E+02,3.158050E+02,1.577089E-02,3.094571E-02,3.571939E+02,2.435978E+02,1.842982E-02,2.387063E-02,5.804702E+02,4.233952E+02,2.995240E-02,4.148959E-02
21:00:00,7.605889E+02,6.538751E+02,3.924770E-02,6.407491E-02,8.377614E+02,9.250958E+02,4.323088E-02,9.065218E-02,3.053102E+02,3.103828E+02,1.575519E-02,3.041442E-02,3.569911E+02,2.385552E+02,1.841936E-02,2.337653E-02,5.800144E+02,4.180271E+02,2.992888E-02,4.096358E-02
21:10:00,7.599095E+02,6.466355E+02,3.921264E-02,6.336551E-02,8.369323E+02,9.125166E+02,4.318809E-02,8.941957E-02,3.050123E+02,3.054408E+02,1.573981E-02,2.993017E-02,3.567927E+02,2.339599E+02,1.840912E-02,2.292624E-02,5.795683E+02,4.130012E+02,2.990586E-02,4.047110E-02
21:20:00,7.592445E+02,6.397129E+02,3.917832E-02,6.268717E-02,8.361208E+02,9.006100E+02,4.314621E-02,8.825286E-02,3.047208E+02,3.008931E+02,1.572477E-02,2.948456E-02,3.565985E+02,2.297285E+02,1.839910E-02,2.251162E-02,5.791320E+02,4.082616E+02,2.988335E-02,4.000667E-02
21:30:00,7.585938E+02,6.330636E+02,3.914475E-02,6.203561E-02,8.353266E+02,8.892628E+02,4.310523E-02,8.714097E-02,3.044357E+02,2.966708E+02,1.571005E-02,2.907084E-02,3.564087E+02,2.257955E+02,1.838930E-02,2.212623E-02,5.787053E+02,4.037627E+02,2.986133E-02,3.956584E-02
21:40:00,7.579575E+02,6.266516E+02,3.911191E-02,6.140730E-02,8.345496E+02,8.783878E+02,4.306513E-02,8.607533E-02,3.041568E+02,2.927185E+02,1.569566E-02,2.868357E-02,3.562231E+02,2.221090E+02,1.837973E-02,2.176500E-02,5.782881E+02,3.994678E+02,2.983980E-02,3.914499E-02
21:50:00,7.573352E+02,6.204477E+02,3.907979E-02,6.079939E-02,8.337896E+02,8.679172E+02,4.302591E-02,8.504932E-02,3.038841E+02,2.889917E+02,1.568159E-02,2.831839E-02,3.560418E+02,2.186277E+02,1.837038E-02,2.142388E-02,5.778804E+02,3.953471E+02,2.981876E-02,3.874120E-02
22:00:00,7.567267E+02,6.144282E+02,3.904839E-02,6.020954E-02,8.330464E+02,8.577979E+02,4.298756E-02,8.405774E-02,3.036176E+02,2.854549E+02,1.566784E-02,2.797183E-02,3.558647E+02,2.153190E+02,1.836124E-02,2.109966E-02,5.774819E+02,3.913763E+02,2.979820E-02,3.835210E-02
22:10:00,6.303512E+02,5.212718E+02,3.252720E-02,5.083934E-02,6.938945E+02,7.370318E+02,3.580693E-02,7.168242E-02,2.529032E+02,2.405729E+02,1.305078E-02,2.348767E-02,2.975103E+02,1.820240E+02,1.533865E-02,1.775535E-02,4.810683E+02,3.292995E+02,2.482323E-02,3.216880E-02
22:20:00,5.040805E+02,4.378462E+02,2.601142E-02,4.226066E-02,5.548707E+02,6.294332E+02,2.863290E-02,6.039680E-02,2.022348E+02,1.991330E+02,1.043609E-02,1.928750E-02,2.474820E+02,1.511880E+02,1.265145E-02,1.461890E-02,3.897464E+02,2.731579E+02,2.005388E-02,2.646003E-02
22:30:00,3.900888E+02,3.630571E+02,1.999045E-02,3.434687E-02,4.226268E+02,5.350122E+02,2.173342E-02,5.011684E-02,1.516112E+02,1.609536E+02,7.823724E-03,1.534527E-02,2.037194E+02,1.227810E+02,1.021636E-02,1.167446E-02,3.087681E+02,2.220157E+02,1.570083E-02,2.114872E-02
22:40:00,2.881429E+02,2.978217E+02,1.445501E-02,2.719070E-02,3.036137E+02,4.511250E+02,1.537038E-02,4.068403E-02,1.010316E+02,1.277202E+02,5.213620E-03,1.179650E-02,1.635381E+02,9.771318E+01,7.925104E-03,8.998775E-03,2.363302E+02,1.777178E+02,1.169264E-02,1.637895E-02
22:50:00,1.949446E+02,2.342715E+02,9.271947E-03,2.018462E-02,1.943439E+02,3.708458E+02,9.397817E-03,3.156312E-02,5.110541E+01,9.561798E+01,2.630579E-03,8.346408E-03,1.255979E+02,7.368967E+01,5.724196E-03,6.414364E-03,1.687371E+02,1.341798E+02,7.878972E-03,1.168094E-02
23:00:00,1.064642E+02,1.741885E+02,4.279421E-03,1.346564E-02,9.298223E+01,2.946581E+02,3.742919E-03,2.279051E-02,5.974745E+00,6.544836E+01,2.404480E-04,5.056392E-03,8.964857E+01,5.101296E+01,3.603584E-03,3.944176E-03,1.047960E+02,9.307974E+01,4.212746E-03,7.183750E-03
23:10:00,1.484366E+02,2.037236E+02,5.966143E-03,1.574100E-02,1.338722E+02,3.323819E+02,5.386187E-03,2.569179E-02,1.474520E+01,7.822436E+01,5.929313E-04,6.041409E-03,1.134527E+02,5.951762E+01,4.560005E-03,4.599304E-03,1.398653E+02,1.118248E+02,5.622002E-03,8.630095E-03
23:20:00,1.933290E+02,2.257114E+02,7.770167E-03,1.741513E-02,1.787157E+02,3.598013E+02,7.188306E-03,2.776107E-02,2.498651E+01,8.898086E+01,1.004515E-03,6.865343E-03,1.301829E+02,6.662255E+01,5.231655E-03,5.140575E-03,1.720470E+02,1.261801E+02,6.914967E-03,9.735638E-03
23:30:00,2.284775E+02,2.409939E+02,9.182378E-03,1.859450E-02,2.198187E+02,3.765769E+02,8.839412E-03,2.905573E-02,3.730611E+01,9.774042E+01,1.499613E-03,7.541281E-03,1.418030E+02,7.223817E+01,5.697943E-03,5.573992E-03,1.956175E+02,1.369104E+02,7.861971E-03,1.056372E-02
23:40:00,2.536376E+02,2.484430E+02,1.019283E-02,1.916953E-02,2.502772E+02,3.850826E+02,1.005938E-02,2.971232E-02,5.115531E+01,1.026789E+02,2.056165E-03,7.922426E-03,1.510684E+02,7.535094E+01,6.069976E-03,5.814303E-03,2.122499E+02,1.420248E+02,8.529196E-03,1.095853E-02
23:50:00,2.717376E+02,2.557502E+02,1.091981E-02,1.973355E-02,2.731694E+02,3.920204E+02,1.097768E-02,3.024787E-02,6.568109E+01,1.074906E+02,2.639579E-03,8.293764E-03,1.592431E+02,7.816618E+01,6.398211E-03,6.031628E-03,2.257564E+02,1.474822E+02,9.071673E-03,1.137976E-02
24:00:00,2.871217E+02,2.609813E+02,1.153775E-02,2.013733E-02,2.900041E+02,3.967182E+02,1.165399E-02,3.061051E-02,7.652277E+01,1.112675E+02,3.075211E-03,8.585247E-03,1.664867E+02,8.030291E+01,6.689049E-03,6.196572E-03,2.372598E+02,1.514942E+02,9.533672E-03,1.168944E-02
Peak,8.789415E+02,1.410488E+03,4.509761E-02,1.382160E-01,9.854384E+02,1.589104E+03,5.054703E-02,1.557191E-01,4.006698E+02,5.382211E+02,2.056388E-02,5.274008E-02,3.898382E+02,4.705865E+02,2.002032E-02,4.611346E-02,6.593452E+02,9.130476E+02,3.384087E-02,8.947112E-02

Peak Vol Flow (m3/s),,,3.747354E-02,1.148496E-01,,,4.200169E-02,1.293937E-01,,,1.708741E-02,4.382399E-02,,,1.663574E-02,3.831765E-02,,,2.811982E-02,7.434538E-02
