Time,ROOM_03746E2B:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_03746E2B:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_03746E2B:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_03746E2B:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_2158C36E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_2158C36E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_2158C36E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_2158C36E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_2A73B7C2:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_2A73B7C2:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_2A73B7C2:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_2A73B7C2:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_3B43E7C4:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_3B43E7C4:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_3B43E7C4:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_3B43E7C4:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_4DD13587:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_4DD13587:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_4DD13587:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_4DD13587:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_84DBB030:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_84DBB030:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_84DBB030:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_84DBB030:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_88EC3072:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_88EC3072:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_88EC3072:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_88EC3072:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_97CA74D7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_97CA74D7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_97CA74D7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_97CA74D7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_AD6B393A:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_AD6B393A:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_AD6B393A:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_AD6B393A:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_E96334C5:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_E96334C5:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_E96334C5:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_E96334C5:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_F9A9F791:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_F9A9F791:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_F9A9F791:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_F9A9F791:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
20:50:00,8.670263E+02,8.913205E+02,4.474007E-02,8.734259E-02,3.760935E+02,4.232623E+02,1.940880E-02,4.147595E-02,4.058506E+02,5.908437E+02,2.094522E-02,5.789733E-02,4.215976E+02,5.078707E+02,2.175759E-02,4.976702E-02,4.430601E+02,6.259685E+02,2.286552E-02,6.133944E-02,1.339428E+03,1.541963E+03,6.912096E-02,1.511012E-01,8.504244E+02,9.632664E+02,4.388469E-02,9.439266E-02,5.822442E+02,4.276250E+02,3.004237E-02,4.190408E-02,1.703498E+02,1.478693E+02,8.790593E-03,1.448953E-02,6.573143E+02,5.480803E+02,3.391826E-02,5.370786E-02,1.029019E+03,9.431822E+02,5.310047E-02,9.242492E-02
21:00:00,8.662322E+02,8.783787E+02,4.469908E-02,8.607446E-02,3.755743E+02,4.196968E+02,1.938199E-02,4.112658E-02,4.051401E+02,5.861485E+02,2.090855E-02,5.743727E-02,4.208988E+02,5.052144E+02,2.172151E-02,4.950674E-02,4.422864E+02,6.216121E+02,2.282557E-02,6.091257E-02,1.337767E+03,1.527069E+03,6.903518E-02,1.496418E-01,8.495097E+02,9.510509E+02,4.383747E-02,9.319570E-02,5.818663E+02,4.202361E+02,3.002287E-02,4.118006E-02,1.701855E+02,1.459647E+02,8.782115E-03,1.430291E-02,6.567191E+02,5.423406E+02,3.388755E-02,5.314543E-02,1.027982E+03,9.332455E+02,5.304694E-02,9.145125E-02
21:10:00,8.654579E+02,8.663012E+02,4.465912E-02,8.489101E-02,3.750680E+02,4.162867E+02,1.935586E-02,4.079243E-02,4.044470E+02,5.817058E+02,2.087276E-02,5.700194E-02,4.202169E+02,5.027176E+02,2.168631E-02,4.926209E-02,4.415313E+02,6.174244E+02,2.278659E-02,6.050222E-02,1.336144E+03,1.513078E+03,6.895143E-02,1.482709E-01,8.486172E+02,9.395422E+02,4.379141E-02,9.206798E-02,5.814982E+02,4.134250E+02,3.000388E-02,4.051267E-02,1.700256E+02,1.441742E+02,8.773863E-03,1.412747E-02,6.561389E+02,5.368221E+02,3.385761E-02,5.260467E-02,1.026970E+03,9.238585E+02,5.299473E-02,9.053143E-02
21:20:00,8.647026E+02,8.549257E+02,4.462014E-02,8.377635E-02,3.745743E+02,4.130121E+02,1.933038E-02,4.047156E-02,4.037703E+02,5.774788E+02,2.083783E-02,5.658775E-02,4.195513E+02,5.003529E+02,2.165196E-02,4.903038E-02,4.407942E+02,6.133847E+02,2.274854E-02,6.010638E-02,1.334559E+03,1.499812E+03,6.886962E-02,1.469709E-01,8.477462E+02,9.286130E+02,4.374646E-02,9.099704E-02,5.811394E+02,4.070824E+02,2.998536E-02,3.989116E-02,1.698699E+02,1.424817E+02,8.765829E-03,1.396163E-02,6.555731E+02,5.314945E+02,3.382841E-02,5.208262E-02,1.025983E+03,9.149331E+02,5.294381E-02,8.965684E-02
21:30:00,8.639658E+02,8.441275E+02,4.458212E-02,8.271825E-02,3.740928E+02,4.098563E+02,1.930552E-02,4.016233E-02,4.031097E+02,5.734363E+02,2.080373E-02,5.619164E-02,4.189016E+02,4.980976E+02,2.161842E-02,4.880940E-02,4.400744E+02,6.094757E+02,2.271139E-02,5.972334E-02,1.333011E+03,1.487135E+03,6.878969E-02,1.457287E-01,8.468959E+02,9.181655E+02,4.370258E-02,8.997331E-02,5.807897E+02,4.011228E+02,2.996732E-02,3.930718E-02,1.697183E+02,1.408735E+02,8.758004E-03,1.380405E-02,6.550212E+02,5.263336E+02,3.379993E-02,5.157691E-02,1.025021E+03,9.063978E+02,5.289412E-02,8.882048E-02
21:40:00,8.632422E+02,8.338106E+02,4.454478E-02,8.170729E-02,3.736196E+02,4.068055E+02,1.928110E-02,3.986339E-02,4.024599E+02,5.695526E+02,2.077019E-02,5.581109E-02,4.182625E+02,4.959333E+02,2.158544E-02,4.859732E-02,4.393664E+02,6.056830E+02,2.267484E-02,5.935170E-02,1.331487E+03,1.474944E+03,6.871105E-02,1.445342E-01,8.460602E+02,9.081246E+02,4.365945E-02,8.898941E-02,5.804467E+02,3.954793E+02,2.994962E-02,3.875419E-02,1.695696E+02,1.393382E+02,8.750331E-03,1.365361E-02,6.544793E+02,5.213201E+02,3.377196E-02,5.108564E-02,1.024075E+03,8.981952E+02,5.284531E-02,8.801671E-02
21:50:00,8.625318E+02,8.239004E+02,4.450812E-02,8.073620E-02,3.731548E+02,4.038482E+02,1.925711E-02,3.957360E-02,4.018208E+02,5.658066E+02,2.073721E-02,5.544402E-02,4.176342E+02,4.938451E+02,2.155301E-02,4.839270E-02,4.386701E+02,6.019947E+02,2.263890E-02,5.899030E-02,1.329989E+03,1.463162E+03,6.863374E-02,1.433796E-01,8.452390E+02,8.984320E+02,4.361707E-02,8.803964E-02,5.801104E+02,3.900997E+02,2.993227E-02,3.822705E-02,1.694237E+02,1.378664E+02,8.742801E-03,1.350939E-02,6.539473E+02,5.164387E+02,3.374451E-02,5.060731E-02,1.023146E+03,8.902789E+02,5.279739E-02,8.724099E-02
22:00:00,8.618356E+02,8.143391E+02,4.447220E-02,7.979930E-02,3.726990E+02,4.009747E+02,1.923359E-02,3.929204E-02,4.011935E+02,5.621809E+02,2.070483E-02,5.508875E-02,4.170175E+02,4.918209E+02,2.152117E-02,4.819436E-02,4.379867E+02,5.984009E+02,2.260363E-02,5.863815E-02,1.328519E+03,1.451728E+03,6.855787E-02,1.422592E-01,8.444336E+02,8.890427E+02,4.357551E-02,8.711958E-02,5.797810E+02,3.849427E+02,2.991527E-02,3.772171E-02,1.692806E+02,1.364502E+02,8.735419E-03,1.337062E-02,6.534259E+02,5.116769E+02,3.371760E-02,5.014070E-02,1.022236E+03,8.826116E+02,5.275041E-02,8.648968E-02
22:10:00,7.179052E+02,6.996778E+02,3.704514E-02,6.805032E-02,3.103919E+02,3.355458E+02,1.601816E-02,3.282690E-02,3.340656E+02,4.733287E+02,1.724049E-02,4.625156E-02,3.472567E+02,4.090061E+02,1.792100E-02,4.007920E-02,3.647031E+02,5.029669E+02,1.882161E-02,4.916566E-02,1.106484E+03,1.236991E+03,5.709984E-02,1.205609E-01,7.033580E+02,7.625560E+02,3.629555E-02,7.419781E-02,4.830131E+02,3.277196E+02,2.492228E-02,3.192778E-02,1.410074E+02,1.131440E+02,7.276430E-03,1.108631E-02,5.443035E+02,4.324709E+02,2.808675E-02,4.221313E-02,8.514825E+02,7.467906E+02,4.393903E-02,7.288051E-02
22:20:00,5.740945E+02,5.969349E+02,2.962426E-02,5.727424E-02,2.481631E+02,2.756479E+02,1.280676E-02,2.680177E-02,2.670453E+02,3.918066E+02,1.378170E-02,3.799979E-02,2.776017E+02,3.312647E+02,1.432629E-02,3.236760E-02,2.915368E+02,4.150051E+02,1.504564E-02,4.028864E-02,8.847022E+02,1.046410E+03,4.565483E-02,1.007661E-01,5.624206E+02,6.496368E+02,2.902272E-02,6.237823E-02,4.010737E+02,2.752286E+02,2.052608E-02,2.652397E-02,1.127587E+02,9.160623E+01,5.818709E-03,8.944454E-03,4.352708E+02,3.600837E+02,2.246052E-02,3.483017E-02,6.808857E+02,6.240921E+02,3.513573E-02,6.031712E-02
22:30:00,4.449931E+02,5.065204E+02,2.279593E-02,4.746519E-02,1.860111E+02,2.208259E+02,9.599328E-03,2.118007E-02,2.001306E+02,3.196668E+02,1.032836E-02,3.047661E-02,2.080506E+02,2.612854E+02,1.073694E-02,2.527261E-02,2.184856E+02,3.368178E+02,1.127561E-02,3.217720E-02,6.631674E+02,8.827939E+02,3.422258E-02,8.310035E-02,4.216187E+02,5.507969E+02,2.175689E-02,5.166121E-02,3.300651E+02,2.282530E+02,1.656996E-02,2.155848E-02,8.453413E+01,7.119176E+01,4.362230E-03,6.894073E-03,3.357364E+02,2.961303E+02,1.721734E-02,2.811535E-02,5.172304E+02,5.167718E+02,2.661421E-02,4.896742E-02
22:40:00,3.299029E+02,4.259429E+02,1.653271E-02,3.843764E-02,1.239342E+02,1.735815E+02,6.395776E-03,1.614798E-02,1.333195E+02,2.582109E+02,6.880365E-03,2.378924E-02,1.386012E+02,2.030037E+02,7.152842E-03,1.907242E-02,1.455471E+02,2.706226E+02,7.511398E-03,2.499861E-02,4.418754E+02,7.387118E+02,2.280286E-02,6.696254E-02,2.954985E+02,4.630267E+02,1.508308E-02,4.181886E-02,2.658698E+02,1.862208E+02,1.288799E-02,1.698814E-02,5.633313E+01,5.246254E+01,2.906969E-03,4.977861E-03,2.461984E+02,2.398051E+02,1.237746E-02,2.200114E-02,3.704854E+02,4.228851E+02,1.877749E-02,3.867225E-02
22:50:00,2.248207E+02,3.494900E+02,1.067245E-02,2.975993E-02,6.193103E+01,1.275628E+02,3.196027E-03,1.121971E-02,6.660998E+01,1.969640E+02,3.437613E-03,1.713005E-02,6.925168E+01,1.473938E+02,3.573896E-03,1.308425E-02,7.271934E+01,2.048478E+02,3.752900E-03,1.786416E-02,2.288543E+02,5.996969E+02,1.172340E-02,5.125383E-02,1.794104E+02,3.794373E+02,8.814290E-03,3.233029E-02,2.050021E+02,1.463064E+02,9.340223E-03,1.259810E-02,2.815525E+01,3.455868E+01,1.452900E-03,3.129947E-03,1.638329E+02,1.852297E+02,7.826171E-03,1.603792E-02,2.357448E+02,3.315637E+02,1.142218E-02,2.860050E-02
23:00:00,1.255788E+02,2.768173E+02,5.047918E-03,2.140463E-02,0.000000E+00,8.370737E+01,0.000000E+00,6.467690E-03,0.000000E+00,1.394121E+02,0.000000E+00,1.076762E-02,0.000000E+00,9.314510E+01,0.000000E+00,7.207642E-03,0.000000E+00,1.425802E+02,0.000000E+00,1.101204E-02,5.420479E+01,4.673318E+02,2.193386E-03,3.609543E-02,7.005478E+01,2.999518E+02,2.816739E-03,2.318876E-02,1.472215E+02,1.084886E+02,5.917056E-03,8.386188E-03,0.000000E+00,1.759366E+01,0.000000E+00,1.358977E-03,8.599147E+01,1.335066E+02,3.457367E-03,1.031041E-02,1.089811E+02,2.450140E+02,4.387300E-03,1.892173E-02
23:10:00,1.742239E+02,3.123885E+02,7.002855E-03,2.414026E-02,0.000000E+00,1.042691E+02,0.000000E+00,8.053608E-03,0.000000E+00,1.694100E+02,0.000000E+00,1.308002E-02,0.000000E+00,1.220839E+02,0.000000E+00,9.440376E-03,0.000000E+00,1.745992E+02,0.000000E+00,1.348232E-02,1.019756E+02,5.428690E+02,4.113343E-03,4.191253E-02,1.078373E+02,3.408193E+02,4.335181E-03,2.633545E-02,1.881441E+02,1.245478E+02,7.561499E-03,9.622492E-03,8.646599E-01,2.340990E+01,3.480551E-05,1.807724E-03,1.204347E+02,1.582846E+02,4.841561E-03,1.222020E-02,1.593414E+02,2.899403E+02,6.411212E-03,2.238602E-02
23:20:00,2.259570E+02,3.387821E+02,9.081873E-03,2.614929E-02,0.000000E+00,1.208799E+02,0.000000E+00,9.331812E-03,0.000000E+00,1.941411E+02,0.000000E+00,1.497938E-02,0.000000E+00,1.476753E+02,0.000000E+00,1.141005E-02,0.000000E+00,2.012481E+02,0.000000E+00,1.553228E-02,1.531474E+02,5.982717E+02,6.169920E-03,4.617787E-02,1.491010E+02,3.709605E+02,5.993520E-03,2.863323E-02,2.160435E+02,1.374592E+02,8.682344E-03,1.060985E-02,3.518879E+00,2.826379E+01,1.414802E-04,2.181398E-03,1.574417E+02,1.780661E+02,6.328781E-03,1.374311E-02,2.137572E+02,3.246721E+02,8.598092E-03,2.505827E-02
23:30:00,2.657912E+02,3.552634E+02,1.068247E-02,2.741130E-02,1.595099E+00,1.338433E+02,6.442897E-05,1.032691E-02,0.000000E+00,2.113256E+02,0.000000E+00,1.630449E-02,0.000000E+00,1.670571E+02,0.000000E+00,1.289000E-02,0.000000E+00,2.200087E+02,0.000000E+00,1.697479E-02,2.115150E+02,6.302771E+02,8.515616E-03,4.862947E-02,1.934781E+02,3.895324E+02,7.776883E-03,3.005504E-02,2.350037E+02,1.462491E+02,9.443547E-03,1.128456E-02,7.414461E+00,3.273015E+01,2.980403E-04,2.525348E-03,1.873618E+02,1.910365E+02,7.530750E-03,1.473982E-02,2.649699E+02,3.466253E+02,1.065504E-02,2.674432E-02
23:40:00,2.937635E+02,3.640576E+02,1.180558E-02,2.809020E-02,7.453334E+00,1.405231E+02,2.998799E-04,1.084204E-02,0.000000E+00,2.194679E+02,0.000000E+00,1.693281E-02,0.000000E+00,1.761399E+02,0.000000E+00,1.358996E-02,0.000000E+00,2.284772E+02,0.000000E+00,1.762793E-02,2.742164E+02,6.459474E+02,1.103544E-02,4.983894E-02,2.259534E+02,3.992735E+02,9.081432E-03,3.080695E-02,2.489700E+02,1.513292E+02,1.000431E-02,1.167676E-02,1.267901E+01,3.617958E+01,5.096109E-04,2.791502E-03,2.093445E+02,1.978331E+02,8.413115E-03,1.526444E-02,3.023628E+02,3.574714E+02,1.215305E-02,2.758148E-02
23:50:00,3.137264E+02,3.706578E+02,1.260728E-02,2.859972E-02,1.434912E+01,1.471521E+02,5.770219E-04,1.135357E-02,0.000000E+00,2.288778E+02,0.000000E+00,1.765889E-02,0.000000E+00,1.838165E+02,0.000000E+00,1.418228E-02,0.000000E+00,2.380653E+02,0.000000E+00,1.836774E-02,3.327231E+02,6.594488E+02,1.338150E-02,5.088097E-02,2.508655E+02,4.068499E+02,1.008163E-02,3.139177E-02,2.612967E+02,1.553904E+02,1.049928E-02,1.199029E-02,1.901566E+01,3.940902E+01,7.642570E-04,3.040715E-03,2.259793E+02,2.041910E+02,9.081124E-03,1.575518E-02,3.304158E+02,3.678492E+02,1.327837E-02,2.838246E-02
24:00:00,3.300994E+02,3.752261E+02,1.326491E-02,2.895242E-02,2.362148E+01,1.526886E+02,9.496750E-04,1.178081E-02,0.000000E+00,2.359295E+02,0.000000E+00,1.820304E-02,0.000000E+00,1.912824E+02,0.000000E+00,1.475838E-02,0.000000E+00,2.455490E+02,0.000000E+00,1.894522E-02,3.565118E+02,6.689512E+02,1.432758E-02,5.161442E-02,2.712176E+02,4.121543E+02,1.089931E-02,3.180125E-02,2.720657E+02,1.583405E+02,1.093170E-02,1.221807E-02,2.627153E+01,4.224684E+01,1.055833E-03,3.259716E-03,2.396727E+02,2.088863E+02,9.631171E-03,1.611762E-02,3.529035E+02,3.753599E+02,1.418177E-02,2.896220E-02
Peak,9.912794E+02,1.491228E+03,5.089108E-02,1.461285E-01,5.210682E+02,9.393747E+02,2.673551E-02,9.204943E-02,5.976734E+02,8.983649E+02,3.064472E-02,8.803130E-02,6.024304E+02,6.572960E+02,3.089119E-02,6.382320E-02,6.477423E+02,9.885207E+02,3.320790E-02,9.686593E-02,1.603614E+03,2.155009E+03,8.224652E-02,2.111751E-01,1.000146E+03,1.562035E+03,5.132654E-02,1.530669E-01,6.303103E+02,7.660318E+02,3.238402E-02,7.506512E-02,2.347585E+02,2.990123E+02,1.206315E-02,2.908113E-02,7.536707E+02,1.201726E+03,3.869678E-02,1.177592E-01,1.211600E+03,1.959718E+03,6.218767E-02,1.920364E-01

Peak Vol Flow (m3/s),,,4.228758E-02,1.214244E-01,,,2.221568E-02,7.648781E-02,,,2.546401E-02,7.314897E-02,,,2.566882E-02,5.303343E-02,,,2.759387E-02,8.049004E-02,,,6.834215E-02,1.754744E-01,,,4.264942E-02,1.271898E-01,,,2.690927E-02,6.237482E-02,,,1.002379E-02,2.416476E-02,,,3.215481E-02,9.785116E-02,,,5.167440E-02,1.595713E-01
