Time,ROOM_05ABD83F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_05ABD83F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_05ABD83F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_05ABD83F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_0E759560:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_0E759560:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_0E759560:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_0E759560:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_1FB3609C:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_1FB3609C:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_1FB3609C:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_1FB3609C:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_3452F56A:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_3452F56A:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_3452F56A:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_3452F56A:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_A53D4AB7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_A53D4AB7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_A53D4AB7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_A53D4AB7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
16:00:00,4.980810E+02,7.648017E+02,2.570615E-02,7.494420E-02,2.462951E+02,3.455996E+02,1.271169E-02,3.386538E-02,3.505442E+02,6.192642E+02,1.809145E-02,6.068283E-02,4.801959E+02,1.047867E+03,2.478302E-02,1.026820E-01,5.589805E+02,6.066768E+02,2.884778E-02,5.945054E-02
16:10:00,4.970101E+02,7.531574E+02,2.565088E-02,7.380317E-02,2.456422E+02,3.440468E+02,1.267800E-02,3.371322E-02,3.499137E+02,6.249941E+02,1.805892E-02,6.124427E-02,4.792154E+02,1.050897E+03,2.473242E-02,1.029789E-01,5.582601E+02,5.961382E+02,2.881060E-02,5.841785E-02
16:20:00,4.959679E+02,7.419741E+02,2.559709E-02,7.270731E-02,2.450073E+02,3.423931E+02,1.264523E-02,3.355117E-02,3.493009E+02,6.296621E+02,1.802729E-02,6.170166E-02,4.782614E+02,1.052776E+03,2.468318E-02,1.031630E-01,5.575601E+02,5.862738E+02,2.877447E-02,5.745124E-02
16:30:00,4.949535E+02,7.313532E+02,2.554473E-02,7.166658E-02,2.443897E+02,3.408002E+02,1.261335E-02,3.339508E-02,3.487049E+02,6.333691E+02,1.799653E-02,6.206488E-02,4.773332E+02,1.053526E+03,2.463528E-02,1.032364E-01,5.568797E+02,5.772211E+02,2.873936E-02,5.656415E-02
16:40:00,4.939660E+02,7.213127E+02,2.549377E-02,7.068271E-02,2.437888E+02,3.394102E+02,1.258234E-02,3.325888E-02,3.481254E+02,6.362033E+02,1.796662E-02,6.234258E-02,4.764299E+02,1.053047E+03,2.458865E-02,1.031895E-01,5.562184E+02,5.690487E+02,2.870522E-02,5.576334E-02
16:50:00,4.930046E+02,7.118165E+02,2.544415E-02,6.975219E-02,2.432043E+02,3.383455E+02,1.255217E-02,3.315455E-02,3.475617E+02,6.382216E+02,1.793753E-02,6.254032E-02,4.755506E+02,1.051211E+03,2.454328E-02,1.030096E-01,5.555754E+02,5.617821E+02,2.867204E-02,5.505129E-02
17:00:00,4.920685E+02,7.025478E+02,2.539584E-02,6.884396E-02,2.426354E+02,3.375711E+02,1.252281E-02,3.307867E-02,3.470134E+02,6.390551E+02,1.790923E-02,6.262197E-02,4.746947E+02,1.047270E+03,2.449910E-02,1.026233E-01,5.549502E+02,5.551004E+02,2.863978E-02,5.439656E-02
17:10:00,4.911569E+02,6.934717E+02,2.534879E-02,6.795460E-02,2.420817E+02,3.372277E+02,1.249423E-02,3.304503E-02,3.464799E+02,6.389483E+02,1.788169E-02,6.261148E-02,4.738614E+02,1.041322E+03,2.445609E-02,1.020405E-01,5.543422E+02,5.491374E+02,2.860840E-02,5.381226E-02
17:20:00,4.902690E+02,6.844318E+02,2.530296E-02,6.706878E-02,2.415427E+02,3.372848E+02,1.246641E-02,3.305063E-02,3.459608E+02,6.378722E+02,1.785490E-02,6.250601E-02,4.730500E+02,1.033214E+03,2.441421E-02,1.012460E-01,5.537509E+02,5.437969E+02,2.857788E-02,5.328895E-02
17:30:00,4.894041E+02,6.753380E+02,2.525833E-02,6.617768E-02,2.410180E+02,3.375939E+02,1.243933E-02,3.308093E-02,3.454556E+02,6.356424E+02,1.782883E-02,6.228749E-02,4.722598E+02,1.022790E+03,2.437343E-02,1.002244E-01,5.531757E+02,5.388564E+02,2.854820E-02,5.280484E-02
17:40:00,4.885615E+02,6.661307E+02,2.521484E-02,6.527545E-02,2.405071E+02,3.379895E+02,1.241296E-02,3.311971E-02,3.449640E+02,6.320398E+02,1.780346E-02,6.193444E-02,4.714902E+02,1.009938E+03,2.433371E-02,9.896503E-02,5.526162E+02,5.340832E+02,2.851932E-02,5.233712E-02
17:50:00,4.877406E+02,6.567825E+02,2.517247E-02,6.435941E-02,2.400096E+02,3.382920E+02,1.238729E-02,3.314936E-02,3.444853E+02,6.268377E+02,1.777875E-02,6.142466E-02,4.707405E+02,9.945745E+02,2.429502E-02,9.745950E-02,5.520717E+02,5.292383E+02,2.849122E-02,5.186237E-02
18:00:00,4.869407E+02,6.474827E+02,2.513119E-02,6.344812E-02,2.395251E+02,3.384379E+02,1.236228E-02,3.316366E-02,3.440194E+02,6.201845E+02,1.775471E-02,6.077269E-02,4.700102E+02,9.771607E+02,2.425733E-02,9.575307E-02,5.515419E+02,5.243849E+02,2.846388E-02,5.138677E-02
18:10:00,5.088735E+02,6.380997E+02,2.626315E-02,6.252867E-02,2.481500E+02,3.381436E+02,1.280742E-02,3.313482E-02,3.601191E+02,6.115684E+02,1.858561E-02,5.992836E-02,4.910404E+02,9.572769E+02,2.534270E-02,9.380461E-02,5.789939E+02,5.190768E+02,2.988061E-02,5.086661E-02
18:20:00,5.308390E+02,6.285534E+02,2.739671E-02,6.159323E-02,2.567925E+02,3.371793E+02,1.325345E-02,3.304031E-02,3.762389E+02,6.006520E+02,1.941747E-02,5.885863E-02,5.121006E+02,9.347346E+02,2.642953E-02,9.159565E-02,6.064719E+02,5.129708E+02,3.129853E-02,5.026827E-02
18:30:00,5.528452E+02,6.187165E+02,2.853214E-02,6.062930E-02,2.654553E+02,3.351065E+02,1.370047E-02,3.283720E-02,3.923861E+02,5.864902E+02,2.025052E-02,5.747087E-02,5.331994E+02,9.086545E+02,2.751813E-02,8.904001E-02,6.339929E+02,5.054762E+02,3.271808E-02,4.953384E-02
18:40:00,5.748914E+02,6.085848E+02,2.966936E-02,5.963648E-02,2.741382E+02,3.318676E+02,1.414843E-02,3.251980E-02,4.085592E+02,5.694067E+02,2.108464E-02,5.579680E-02,5.543357E+02,8.796788E+02,2.860836E-02,8.620062E-02,6.615515E+02,4.965420E+02,3.413893E-02,4.865832E-02
18:50:00,5.969700E+02,5.980828E+02,3.080803E-02,5.860738E-02,2.828385E+02,3.270085E+02,1.459723E-02,3.204364E-02,4.247524E+02,5.485054E+02,2.191961E-02,5.374863E-02,5.755021E+02,8.470298E+02,2.969994E-02,8.300128E-02,6.891364E+02,4.856335E+02,3.556076E-02,4.758933E-02
19:00:00,6.190757E+02,5.872203E+02,3.194799E-02,5.754295E-02,2.915548E+02,3.205992E+02,1.504681E-02,3.141556E-02,4.409620E+02,5.244631E+02,2.275536E-02,5.139265E-02,5.966937E+02,8.116897E+02,3.079270E-02,7.953824E-02,7.167415E+02,4.728812E+02,3.698350E-02,4.633965E-02
19:10:00,6.184929E+02,5.760716E+02,3.191695E-02,5.645046E-02,2.911889E+02,3.128634E+02,1.502762E-02,3.065750E-02,4.406330E+02,4.982799E+02,2.273753E-02,4.882689E-02,5.961658E+02,7.749186E+02,3.076448E-02,7.593497E-02,7.163969E+02,4.586627E+02,3.696381E-02,4.494629E-02
19:20:00,6.179191E+02,5.646998E+02,3.188643E-02,5.533612E-02,2.908312E+02,3.043037E+02,1.500887E-02,2.981871E-02,4.403094E+02,4.715797E+02,2.272006E-02,4.621048E-02,5.956463E+02,7.385450E+02,3.073676E-02,7.237067E-02,7.160566E+02,4.436565E+02,3.694452E-02,4.347574E-02
19:30:00,6.173442E+02,5.534964E+02,3.185608E-02,5.423828E-02,2.904778E+02,2.956406E+02,1.499041E-02,2.896979E-02,4.399826E+02,4.463987E+02,2.270265E-02,4.374296E-02,5.951250E+02,7.048629E+02,3.070918E-02,6.907014E-02,7.157020E+02,4.289828E+02,3.692508E-02,4.203779E-02
19:40:00,6.167673E+02,5.426374E+02,3.182591E-02,5.317420E-02,2.901280E+02,2.871388E+02,1.497221E-02,2.813670E-02,4.396532E+02,4.231870E+02,2.268537E-02,4.146845E-02,5.946014E+02,6.742171E+02,3.068177E-02,6.606717E-02,7.153371E+02,4.150127E+02,3.690575E-02,4.066880E-02
19:50:00,6.161943E+02,5.323211E+02,3.179614E-02,5.216331E-02,2.897832E+02,2.794532E+02,1.495433E-02,2.738359E-02,4.393258E+02,4.035044E+02,2.266837E-02,3.953977E-02,5.940811E+02,6.481953E+02,3.065474E-02,6.351733E-02,7.149718E+02,4.025450E+02,3.688678E-02,3.944706E-02
20:00:00,6.156291E+02,5.226711E+02,3.176689E-02,5.121770E-02,2.894442E+02,2.727354E+02,1.493679E-02,2.672532E-02,4.390031E+02,3.873298E+02,2.265169E-02,3.795486E-02,5.935680E+02,6.265770E+02,3.062820E-02,6.139903E-02,7.146110E+02,3.917275E+02,3.686817E-02,3.838704E-02
20:10:00,6.150736E+02,5.137815E+02,3.173819E-02,5.034662E-02,2.891114E+02,2.670397E+02,1.491959E-02,2.616723E-02,4.386860E+02,3.743592E+02,2.263532E-02,3.668394E-02,5.930637E+02,6.088582E+02,3.060215E-02,5.966284E-02,7.142561E+02,3.825606E+02,3.684987E-02,3.748879E-02
20:20:00,6.145287E+02,5.057160E+02,3.171005E-02,4.955629E-02,2.887850E+02,2.621335E+02,1.490273E-02,2.568650E-02,4.383749E+02,3.636069E+02,2.261926E-02,3.563038E-02,5.925690E+02,5.938617E+02,3.057660E-02,5.819342E-02,7.139075E+02,3.747059E+02,3.683187E-02,3.671912E-02
20:30:00,6.139946E+02,4.982691E+02,3.168248E-02,4.882658E-02,2.884651E+02,2.578040E+02,1.488622E-02,2.526227E-02,4.380699E+02,3.543458E+02,2.260352E-02,3.472294E-02,5.920840E+02,5.806950E+02,3.055157E-02,5.690328E-02,7.135654E+02,3.676963E+02,3.681421E-02,3.603228E-02
20:40:00,6.134715E+02,4.913398E+02,3.165548E-02,4.814759E-02,2.881518E+02,2.539412E+02,1.487004E-02,2.488378E-02,4.377712E+02,3.462044E+02,2.258810E-02,3.392521E-02,5.916091E+02,5.689030E+02,3.052706E-02,5.574783E-02,7.132300E+02,3.613164E+02,3.679690E-02,3.540712E-02
20:50:00,6.129596E+02,4.848568E+02,3.162906E-02,4.751234E-02,2.878451E+02,2.504668E+02,1.485422E-02,2.454335E-02,4.374788E+02,3.389432E+02,2.257301E-02,3.321371E-02,5.911443E+02,5.581940E+02,3.050306E-02,5.469850E-02,7.129018E+02,3.554403E+02,3.677997E-02,3.483133E-02
21:00:00,6.124588E+02,4.787601E+02,3.160322E-02,4.691493E-02,2.875451E+02,2.473171E+02,1.483873E-02,2.423472E-02,4.371928E+02,3.323859E+02,2.255825E-02,3.257118E-02,5.906896E+02,5.483553E+02,3.047960E-02,5.373443E-02,7.125808E+02,3.499772E+02,3.676340E-02,3.429600E-02
21:10:00,6.119691E+02,4.729785E+02,3.157795E-02,4.634840E-02,2.872518E+02,2.444312E+02,1.482359E-02,2.395194E-02,4.369133E+02,3.263839E+02,2.254383E-02,3.198306E-02,5.902450E+02,5.392063E+02,3.045666E-02,5.283794E-02,7.122670E+02,3.448341E+02,3.674722E-02,3.379202E-02
21:20:00,6.114904E+02,4.674682E+02,3.155324E-02,4.580845E-02,2.869650E+02,2.417652E+02,1.480879E-02,2.369072E-02,4.366400E+02,3.208324E+02,2.252973E-02,3.143908E-02,5.898104E+02,5.306224E+02,3.043423E-02,5.199682E-02,7.119605E+02,3.399556E+02,3.673140E-02,3.331397E-02
21:30:00,6.110226E+02,4.621923E+02,3.152910E-02,4.529147E-02,2.866847E+02,2.392826E+02,1.479432E-02,2.344746E-02,4.363731E+02,3.156496E+02,2.251596E-02,3.093123E-02,5.893857E+02,5.225068E+02,3.041232E-02,5.120158E-02,7.116611E+02,3.352981E+02,3.671595E-02,3.285758E-02
21:40:00,6.105655E+02,4.571205E+02,3.150551E-02,4.479449E-02,2.864108E+02,2.369535E+02,1.478019E-02,2.321924E-02,4.361124E+02,3.107711E+02,2.250250E-02,3.045320E-02,5.889708E+02,5.147837E+02,3.039090E-02,5.044480E-02,7.113688E+02,3.308273E+02,3.670087E-02,3.241948E-02
21:50:00,6.101188E+02,4.522273E+02,3.148246E-02,4.431501E-02,2.861432E+02,2.347531E+02,1.476638E-02,2.300363E-02,4.358577E+02,3.061462E+02,2.248936E-02,3.000001E-02,5.885654E+02,5.073938E+02,3.036999E-02,4.972067E-02,7.110834E+02,3.265158E+02,3.668615E-02,3.199699E-02
22:00:00,6.096825E+02,4.474920E+02,3.145995E-02,4.385100E-02,2.858818E+02,2.326613E+02,1.475289E-02,2.279866E-02,4.356090E+02,3.017349E+02,2.247653E-02,2.956775E-02,5.881695E+02,5.002904E+02,3.034956E-02,4.902462E-02,7.108049E+02,3.223416E+02,3.667178E-02,3.158796E-02
22:10:00,5.078863E+02,3.784355E+02,2.620721E-02,3.692985E-02,2.381256E+02,1.933636E+02,1.228844E-02,1.894070E-02,3.629036E+02,2.565874E+02,1.872508E-02,2.500032E-02,4.899757E+02,4.296047E+02,2.528275E-02,4.177451E-02,6.094983E+02,2.726179E+02,3.124963E-02,2.659589E-02
22:20:00,4.107141E+02,3.161026E+02,2.114157E-02,3.055512E-02,1.904144E+02,1.567742E+02,9.826308E-03,1.530298E-02,2.986733E+02,2.151469E+02,1.531476E-02,2.074511E-02,3.981227E+02,3.652976E+02,2.047199E-02,3.506109E-02,5.272624E+02,2.273125E+02,2.659455E-02,2.197047E-02
22:30:00,3.247592E+02,2.597201E+02,1.653189E-02,2.464744E-02,1.427473E+02,1.225070E+02,7.366453E-03,1.185269E-02,2.420207E+02,1.776308E+02,1.220966E-02,1.679926E-02,3.175364E+02,3.080127E+02,1.611965E-02,2.889858E-02,4.569221E+02,1.860963E+02,2.241877E-02,1.766730E-02
22:40:00,2.476574E+02,2.105096E+02,1.227624E-02,1.930515E-02,9.512316E+01,9.290017E+01,4.908817E-03,8.764590E-03,1.915742E+02,1.442573E+02,9.354190E-03,1.318466E-02,2.456541E+02,2.568750E+02,1.211422E-02,2.322875E-02,3.925801E+02,1.496636E+02,1.848214E-02,1.374438E-02
22:50:00,1.762184E+02,1.625696E+02,8.246846E-03,1.407659E-02,5.136824E+01,6.475145E+01,2.607943E-03,5.795486E-03,1.432111E+02,1.123993E+02,6.582890E-03,9.701335E-03,1.782143E+02,2.084732E+02,8.286393E-03,1.779335E-02,3.314674E+02,1.143611E+02,1.467571E-02,9.922546E-03
23:00:00,1.076800E+02,1.172644E+02,4.334692E-03,9.066610E-03,8.646373E+00,3.765064E+01,3.482860E-04,2.913730E-03,9.784994E+01,8.228921E+01,3.932551E-03,6.366710E-03,1.139967E+02,1.626176E+02,4.588643E-03,1.257703E-02,2.731799E+02,8.085661E+01,1.098282E-02,6.252964E-03
23:10:00,1.438742E+02,1.382239E+02,5.789136E-03,1.068158E-02,1.533318E+01,4.912685E+01,6.170276E-04,3.798968E-03,1.268702E+02,9.445144E+01,5.098615E-03,7.302982E-03,1.505284E+02,1.825923E+02,6.056616E-03,1.411543E-02,3.186324E+02,9.430500E+01,1.280706E-02,7.290428E-03
23:20:00,1.778353E+02,1.541794E+02,7.153367E-03,1.190003E-02,2.449379E+01,5.900679E+01,9.851825E-04,4.557533E-03,1.489655E+02,1.042596E+02,5.986278E-03,8.047724E-03,1.828699E+02,1.981573E+02,7.355698E-03,1.529506E-02,3.473410E+02,1.045704E+02,1.395824E-02,8.071732E-03
23:30:00,2.025200E+02,1.657121E+02,8.140424E-03,1.278595E-02,3.532399E+01,6.756725E+01,1.420423E-03,5.213392E-03,1.648668E+02,1.113397E+02,6.624764E-03,8.590933E-03,2.054435E+02,2.084374E+02,8.257297E-03,1.608279E-02,3.662204E+02,1.118382E+02,1.471368E-02,8.629665E-03
23:40:00,2.199710E+02,1.714374E+02,8.839311E-03,1.322789E-02,4.752491E+01,7.236969E+01,1.910738E-03,5.583724E-03,1.759480E+02,1.153404E+02,7.069758E-03,8.899787E-03,2.212999E+02,2.141145E+02,8.892519E-03,1.652107E-02,3.809298E+02,1.152930E+02,1.530395E-02,8.896450E-03
23:50:00,2.334571E+02,1.771178E+02,9.380942E-03,1.366634E-02,5.697830E+01,7.652657E+01,2.289835E-03,5.904498E-03,1.863358E+02,1.187750E+02,7.486888E-03,9.164931E-03,2.345475E+02,2.184382E+02,9.424552E-03,1.685488E-02,3.940337E+02,1.184852E+02,1.582979E-02,9.142929E-03
24:00:00,2.457872E+02,1.812706E+02,9.876209E-03,1.398692E-02,6.647048E+01,8.036859E+01,2.671245E-03,6.200989E-03,1.950054E+02,1.213144E+02,7.835085E-03,9.360984E-03,2.462900E+02,2.214625E+02,9.896213E-03,1.708838E-02,4.057608E+02,1.206599E+02,1.630077E-02,9.310878E-03
Peak,6.991580E+02,1.039971E+03,3.588187E-02,1.019085E-01,3.854820E+02,3.581803E+02,1.978189E-02,3.480616E-02,4.852310E+02,6.390551E+02,2.491374E-02,6.262197E-02,6.691949E+02,1.053526E+03,3.434842E-02,1.032364E-01,7.167415E+02,8.131349E+02,3.698350E-02,7.968223E-02

Peak Vol Flow (m3/s),,,2.981578E-02,8.468014E-02,,,1.643762E-02,2.892192E-02,,,2.070189E-02,5.203527E-02,,,2.854157E-02,8.578357E-02,,,3.073117E-02,6.621137E-02
