Time,ROOM_012C6109:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_012C6109:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_012C6109:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_012C6109:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_0A9F4C30:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_0A9F4C30:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_0A9F4C30:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_0A9F4C30:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_0EA917C0:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_0EA917C0:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_0EA917C0:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_0EA917C0:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_26F53AD9:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_26F53AD9:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_26F53AD9:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_26F53AD9:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_4D7DCD9D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_4D7DCD9D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_4D7DCD9D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_4D7DCD9D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_641197E7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_641197E7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_641197E7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_641197E7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_6ABD84E9:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_6ABD84E9:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_6ABD84E9:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_6ABD84E9:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_7BB421C7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_7BB421C7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_7BB421C7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_7BB421C7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_9ED4D22F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_9ED4D22F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_9ED4D22F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_9ED4D22F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_B18E5A77:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_B18E5A77:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_B18E5A77:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_B18E5A77:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_B5592C9E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_B5592C9E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_B5592C9E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_B5592C9E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_C418204E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_C418204E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_C418204E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_C418204E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_D45983FE:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_D45983FE:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_D45983FE:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_D45983FE:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_EFF6C672:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_EFF6C672:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_EFF6C672:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_EFF6C672:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_F2D078AC:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_F2D078AC:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_F2D078AC:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_F2D078AC:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
05:20:00,3.030420E+02,1.102082E+02,1.255774E-02,8.792546E-03,1.128499E+02,1.380838E+01,4.686094E-03,1.106072E-03,4.732367E+02,3.030014E+02,1.956754E-02,2.395587E-02,3.573149E+02,3.946130E+02,1.473414E-02,3.117378E-02,4.882975E+02,3.323669E+02,2.018820E-02,2.627259E-02,1.425802E+02,1.996951E+02,5.898624E-03,1.579493E-02,3.633461E+00,1.891754E+02,1.583085E-04,1.495392E-02,3.499710E+00,8.284204E+01,1.518629E-04,6.562587E-03,3.612147E+02,7.416643E+02,1.472594E-02,5.857192E-02,1.591435E+02,1.761018E+02,6.578264E-03,1.392924E-02,7.662546E+02,8.935961E+02,3.150156E-02,7.071028E-02,2.883777E+02,3.527449E+02,1.188419E-02,2.787064E-02,2.541213E+02,3.977955E+02,1.043376E-02,3.141801E-02,5.141734E+02,2.249828E+02,2.128932E-02,1.784528E-02,3.713676E+02,1.308481E+02,1.538111E-02,1.038116E-02
05:30:00,3.253206E+02,1.360761E+02,1.368812E-02,1.102915E-02,1.202706E+02,1.668304E+01,5.069110E-03,1.356306E-03,5.226122E+02,3.308068E+02,2.196121E-02,2.656343E-02,4.192907E+02,4.291428E+02,1.760457E-02,3.443263E-02,5.395653E+02,3.599607E+02,2.267188E-02,2.889452E-02,1.736140E+02,2.168488E+02,7.313053E-03,1.741701E-02,6.988930E+00,2.061920E+02,3.052106E-04,1.655344E-02,6.307187E+00,9.112584E+01,2.747740E-04,7.330595E-03,4.619649E+02,8.069465E+02,1.928557E-02,6.472461E-02,1.900383E+02,1.935737E+02,7.997008E-03,1.555165E-02,8.815466E+02,1.001445E+03,3.691369E-02,8.050775E-02,3.434218E+02,3.839807E+02,1.441762E-02,3.081399E-02,3.137427E+02,4.316145E+02,1.314719E-02,3.462181E-02,5.575256E+02,2.574795E+02,2.344588E-02,2.075069E-02,4.014983E+02,1.508356E+02,1.688786E-02,1.215942E-02
05:40:00,3.434434E+02,1.633084E+02,1.463714E-02,1.338466E-02,1.267067E+02,1.929331E+01,5.409188E-03,1.584390E-03,5.603262E+02,3.549861E+02,2.384581E-02,2.887066E-02,4.630052E+02,4.579768E+02,1.967750E-02,3.721744E-02,5.785849E+02,3.832120E+02,2.462085E-02,3.115490E-02,1.965782E+02,2.311942E+02,8.375296E-03,1.880475E-02,9.598885E+00,2.200482E+02,4.194741E-04,1.788937E-02,8.517511E+00,9.808488E+01,3.715417E-04,7.988148E-03,5.235620E+02,8.620088E+02,2.213349E-02,7.003008E-02,2.129391E+02,2.082457E+02,9.066828E-03,1.694110E-02,9.590662E+02,1.103927E+03,4.067502E-02,8.987628E-02,3.821859E+02,4.106437E+02,1.624011E-02,3.337711E-02,3.540455E+02,4.593356E+02,1.501648E-02,3.731789E-02,5.919832E+02,2.889501E+02,2.521425E-02,2.357474E-02,4.256220E+02,1.695427E+02,1.813244E-02,1.383316E-02
05:50:00,3.600087E+02,1.918082E+02,1.551870E-02,1.585713E-02,1.325074E+02,2.176704E+01,5.721636E-03,1.801042E-03,5.956391E+02,3.787543E+02,2.562716E-02,3.114721E-02,5.043092E+02,4.857465E+02,2.164736E-02,3.991631E-02,6.150994E+02,4.054969E+02,2.646210E-02,3.333672E-02,2.181439E+02,2.446952E+02,9.377631E-03,2.012275E-02,1.224621E+01,2.329032E+02,5.353735E-04,1.914256E-02,1.071724E+01,1.045116E+02,4.678454E-04,8.601624E-03,5.841218E+02,9.144122E+02,2.493968E-02,7.512627E-02,2.345802E+02,2.221495E+02,1.008279E-02,1.826782E-02,1.033712E+03,1.207188E+03,4.431434E-02,9.934988E-02,4.190664E+02,4.374538E+02,1.798243E-02,3.595537E-02,3.929044E+02,4.856766E+02,1.682484E-02,3.990145E-02,6.237218E+02,3.211684E+02,2.686513E-02,2.647019E-02,4.477749E+02,1.880803E+02,1.929179E-02,1.549788E-02
06:00:00,3.753436E+02,2.203723E+02,1.634705E-02,1.835360E-02,1.377858E+02,2.413357E+01,6.011369E-03,2.008768E-03,6.290392E+02,4.025439E+02,2.732651E-02,3.342838E-02,5.433125E+02,5.128238E+02,2.351877E-02,4.256120E-02,6.496115E+02,4.270859E+02,2.821749E-02,3.546337E-02,2.384156E+02,2.575538E+02,1.032454E-02,2.138825E-02,1.484636E+01,2.449954E+02,6.492080E-04,2.033303E-02,1.285852E+01,1.105199E+02,5.615906E-04,9.180608E-03,6.422445E+02,9.638259E+02,2.764251E-02,7.999070E-02,2.550628E+02,2.354802E+02,1.104924E-02,1.954846E-02,1.105282E+03,1.308128E+03,4.782223E-02,1.086916E-01,4.540388E+02,4.656153E+02,1.964333E-02,3.865014E-02,4.299770E+02,5.110547E+02,1.855730E-02,4.240792E-02,6.533444E+02,3.535592E+02,2.842480E-02,2.939442E-02,4.683869E+02,2.061050E+02,2.038463E-02,1.712766E-02
06:10:00,3.785453E+02,2.491100E+02,1.678740E-02,2.104101E-02,1.381002E+02,2.622657E+01,6.125438E-03,2.215605E-03,6.440094E+02,4.252776E+02,2.855424E-02,3.588918E-02,5.719355E+02,5.381560E+02,2.536194E-02,4.540547E-02,6.651761E+02,4.466617E+02,2.949253E-02,3.768733E-02,2.558762E+02,2.686822E+02,1.136189E-02,2.266786E-02,5.167042E+01,2.554733E+02,2.298837E-03,2.155053E-02,2.853376E+01,1.155249E+02,1.278046E-03,9.746282E-03,6.950804E+02,1.008882E+03,3.080750E-02,8.510898E-02,2.715157E+02,2.475564E+02,1.205016E-02,2.088853E-02,1.155786E+03,1.407234E+03,5.120751E-02,1.187661E-01,4.805617E+02,4.952693E+02,2.130779E-02,4.180174E-02,4.604332E+02,5.343587E+02,2.041995E-02,4.508131E-02,6.628088E+02,3.860062E+02,2.939000E-02,3.259240E-02,4.742088E+02,2.232400E+02,2.102790E-02,1.884710E-02
06:20:00,3.803758E+02,2.780982E+02,1.712405E-02,2.377713E-02,1.378694E+02,2.816734E+01,6.216052E-03,2.410064E-03,6.564183E+02,4.539236E+02,2.950114E-02,3.873517E-02,6.020710E+02,5.723901E+02,2.703238E-02,4.882558E-02,6.781202E+02,4.725541E+02,3.047445E-02,4.031274E-02,2.742071E+02,2.829791E+02,1.234720E-02,2.413935E-02,5.584822E+01,2.693691E+02,2.501217E-03,2.297239E-02,3.626906E+01,1.214010E+02,1.652864E-03,1.035821E-02,7.557340E+02,1.069175E+03,3.379659E-02,9.116643E-02,2.885163E+02,2.629307E+02,1.298085E-02,2.243353E-02,1.202915E+03,1.522319E+03,5.388795E-02,1.299274E-01,5.092428E+02,5.359365E+02,2.285979E-02,4.575779E-02,4.948128E+02,5.666010E+02,2.219187E-02,4.832296E-02,6.696642E+02,4.222277E+02,3.012682E-02,3.607205E-02,4.781643E+02,2.417954E+02,2.151617E-02,2.064880E-02
06:30:00,3.808616E+02,3.043445E+02,1.742921E-02,2.630877E-02,1.371417E+02,2.992075E+01,6.282953E-03,2.589131E-03,6.649246E+02,4.772564E+02,3.040033E-02,4.118722E-02,6.230109E+02,6.000972E+02,2.849330E-02,5.177454E-02,6.870279E+02,4.935726E+02,3.140963E-02,4.258345E-02,2.878425E+02,2.943857E+02,1.320280E-02,2.539682E-02,8.590382E+01,2.800433E+02,3.960453E-03,2.415507E-02,5.011811E+01,1.261053E+02,2.330666E-03,1.088152E-02,7.919394E+02,1.114861E+03,3.614698E-02,9.613841E-02,3.010039E+02,2.753081E+02,1.379314E-02,2.375788E-02,1.232716E+03,1.619087E+03,5.625202E-02,1.397407E-01,5.288093E+02,5.735690E+02,2.418475E-02,4.954136E-02,5.184856E+02,5.920874E+02,2.370925E-02,5.107396E-02,6.738587E+02,4.545543E+02,3.082492E-02,3.927311E-02,4.803114E+02,2.568612E+02,2.197397E-02,2.218145E-02
06:40:00,3.804734E+02,3.297582E+02,1.767542E-02,2.877718E-02,1.360388E+02,3.167680E+01,6.327821E-03,2.767017E-03,6.720477E+02,5.007190E+02,3.118524E-02,4.363406E-02,6.436171E+02,6.294474E+02,2.986281E-02,5.484189E-02,6.945330E+02,5.157444E+02,3.222717E-02,4.493534E-02,3.008525E+02,3.063386E+02,1.399531E-02,2.668869E-02,1.058702E+02,2.912473E+02,4.931481E-03,2.536910E-02,6.079248E+01,1.309974E+02,2.853291E-03,1.141492E-02,8.315307E+02,1.161455E+03,3.849665E-02,1.011439E-01,3.128175E+02,2.882446E+02,1.454029E-02,2.511831E-02,1.263281E+03,1.715608E+03,5.849563E-02,1.495199E-01,5.481774E+02,6.148206E+02,2.543308E-02,5.362521E-02,5.421787E+02,6.191475E+02,2.514746E-02,5.393506E-02,6.764855E+02,4.873629E+02,3.141137E-02,4.251516E-02,4.813272E+02,2.712428E+02,2.235288E-02,2.364835E-02
06:50:00,3.793430E+02,3.542422E+02,1.788009E-02,3.117840E-02,1.346257E+02,3.340435E+01,6.355240E-03,2.941652E-03,6.775959E+02,5.233476E+02,3.188623E-02,4.600753E-02,6.618865E+02,6.592146E+02,3.111238E-02,5.794350E-02,7.004384E+02,5.383117E+02,3.295922E-02,4.731933E-02,3.124153E+02,3.183223E+02,1.471370E-02,2.797968E-02,1.246562E+02,3.023547E+02,5.845923E-03,2.657017E-02,7.053862E+01,1.358604E+02,3.331250E-03,1.194334E-02,8.669791E+02,1.206779E+03,4.064675E-02,1.060333E-01,3.232001E+02,3.011690E+02,1.521468E-02,2.647496E-02,1.290146E+03,1.809691E+03,6.055319E-02,1.591189E-01,5.652561E+02,6.575477E+02,2.656581E-02,5.784373E-02,5.633365E+02,6.465353E+02,2.646011E-02,5.682065E-02,6.777412E+02,5.201419E+02,3.192197E-02,4.576572E-02,4.813779E+02,2.844793E+02,2.267809E-02,2.501658E-02
07:00:00,3.776026E+02,3.776475E+02,1.805090E-02,3.349908E-02,1.329595E+02,3.510724E+01,6.368416E-03,3.113570E-03,6.818494E+02,5.448908E+02,3.251878E-02,4.828675E-02,6.784691E+02,6.892679E+02,3.227365E-02,6.107027E-02,7.050340E+02,5.611201E+02,3.362182E-02,4.972370E-02,3.228861E+02,3.302751E+02,1.537547E-02,2.926560E-02,1.420387E+02,3.133489E+02,6.692695E-03,2.775807E-02,7.946834E+01,1.406931E+02,3.769710E-03,1.246730E-02,8.998621E+02,1.250843E+03,4.266706E-02,1.108098E-01,3.324891E+02,3.139863E+02,1.583294E-02,2.782062E-02,1.314495E+03,1.900889E+03,6.248045E-02,1.684996E-01,5.807151E+02,7.002243E+02,2.761499E-02,6.206774E-02,5.826930E+02,6.741132E+02,2.768123E-02,5.972107E-02,6.778638E+02,5.526084E+02,3.237063E-02,4.900101E-02,4.806313E+02,2.965564E+02,2.295944E-02,2.628531E-02
07:10:00,3.802437E+02,4.036678E+02,1.846151E-02,3.635762E-02,1.338958E+02,3.758306E+01,6.501048E-03,3.390332E-03,6.893330E+02,5.706385E+02,3.346542E-02,5.137675E-02,6.873304E+02,7.266361E+02,3.336499E-02,6.542548E-02,7.126067E+02,5.895571E+02,3.459492E-02,5.308651E-02,3.287551E+02,3.461072E+02,1.596273E-02,3.116541E-02,1.504780E+02,3.282649E+02,7.311742E-03,2.955346E-02,8.470426E+01,1.476907E+02,4.116722E-03,1.330229E-02,9.151339E+02,1.304535E+03,4.442038E-02,1.174083E-01,3.389825E+02,3.304941E+02,1.645947E-02,2.976097E-02,1.329775E+03,2.004413E+03,6.454087E-02,1.804704E-01,5.902600E+02,7.496493E+02,2.865452E-02,6.752277E-02,5.933541E+02,7.087374E+02,2.880312E-02,6.380642E-02,6.834019E+02,5.905998E+02,3.317883E-02,5.320776E-02,4.843362E+02,3.110994E+02,2.351471E-02,2.801651E-02
07:20:00,3.863572E+02,4.264225E+02,1.898870E-02,3.909790E-02,1.347023E+02,4.003079E+01,6.625617E-03,3.683307E-03,7.113055E+02,5.884002E+02,3.493265E-02,5.386323E-02,7.189171E+02,7.539360E+02,3.528513E-02,6.902415E-02,7.355597E+02,6.106103E+02,3.612233E-02,5.591221E-02,3.427661E+02,3.578615E+02,1.683678E-02,3.277497E-02,1.720083E+02,3.387662E+02,8.439085E-03,3.101380E-02,9.298541E+01,1.532897E+02,4.573994E-03,1.405102E-02,9.815688E+02,1.338094E+03,4.812479E-02,1.223809E-01,3.539525E+02,3.426566E+02,1.738601E-02,3.138264E-02,1.399090E+03,2.082331E+03,6.862785E-02,1.906464E-01,6.195113E+02,7.881697E+02,3.040892E-02,7.221522E-02,6.290179E+02,7.331651E+02,3.086410E-02,6.710442E-02,6.982368E+02,6.226910E+02,3.430491E-02,5.709499E-02,4.939578E+02,3.218712E+02,2.427136E-02,2.948531E-02
07:30:00,3.896692E+02,4.484121E+02,1.939385E-02,4.180842E-02,1.353562E+02,4.243315E+01,6.740599E-03,3.972540E-03,7.216661E+02,6.084601E+02,3.590233E-02,5.666052E-02,7.312931E+02,7.851730E+02,3.637333E-02,7.313521E-02,7.462646E+02,6.345592E+02,3.712498E-02,5.911150E-02,3.488891E+02,3.710481E+02,1.736646E-02,3.457205E-02,1.780922E+02,3.509248E+02,8.871446E-03,3.268791E-02,9.659557E+01,1.593095E+02,4.819329E-03,1.485701E-02,1.001854E+03,1.379771E+03,4.980394E-02,1.283797E-01,3.607506E+02,3.562235E+02,1.795627E-02,3.319284E-02,1.424284E+03,2.166203E+03,7.080302E-02,2.017193E-01,6.314227E+02,8.277533E+02,3.141055E-02,7.714932E-02,6.418040E+02,7.618151E+02,3.192136E-02,7.094211E-02,7.058904E+02,6.554228E+02,3.512457E-02,6.112626E-02,4.989684E+02,3.335582E+02,2.483021E-02,3.108287E-02
07:40:00,3.939933E+02,4.690772E+02,1.983399E-02,4.440145E-02,1.362082E+02,4.470702E+01,6.861128E-03,4.246915E-03,7.352677E+02,6.271205E+02,3.699477E-02,5.929403E-02,7.490616E+02,8.146492E+02,3.767638E-02,7.704162E-02,7.604192E+02,6.572630E+02,3.825910E-02,6.216327E-02,3.571481E+02,3.831657E+02,1.797684E-02,3.624538E-02,1.884243E+02,3.619154E+02,9.484700E-03,3.422558E-02,1.012456E+02,1.647892E+02,5.104975E-03,1.560063E-02,1.035411E+03,1.418316E+03,5.204516E-02,1.340002E-01,3.696993E+02,3.686427E+02,1.860804E-02,3.487267E-02,1.461954E+03,2.244973E+03,7.349501E-02,2.122706E-01,6.480506E+02,8.638620E+02,3.259945E-02,8.173827E-02,6.609506E+02,7.887285E+02,3.324078E-02,7.457328E-02,7.157473E+02,6.866038E+02,3.602221E-02,6.500738E-02,5.054657E+02,3.445571E+02,2.544137E-02,3.259920E-02
07:50:00,3.984911E+02,4.882483E+02,2.027544E-02,4.686644E-02,1.371508E+02,4.688864E+01,6.983138E-03,4.510840E-03,7.488592E+02,6.450395E+02,3.807405E-02,6.184904E-02,7.665571E+02,8.434087E+02,3.895060E-02,8.087630E-02,7.745722E+02,6.793243E+02,3.938010E-02,6.515034E-02,3.652862E+02,3.945646E+02,1.857201E-02,3.784234E-02,1.977810E+02,3.722286E+02,1.004356E-02,3.568840E-02,1.055443E+02,1.699067E+02,5.369164E-03,1.630437E-02,1.067454E+03,1.455466E+03,5.419302E-02,1.394668E-01,3.784816E+02,3.803181E+02,1.924277E-02,3.647483E-02,1.498674E+03,2.319418E+03,7.611770E-02,2.224374E-01,6.643286E+02,8.974916E+02,3.375743E-02,8.610256E-02,6.793992E+02,8.149803E+02,3.451198E-02,7.813427E-02,7.258414E+02,7.165011E+02,3.691871E-02,6.878137E-02,5.121550E+02,3.552844E+02,2.605276E-02,3.408442E-02
08:00:00,4.030988E+02,5.062351E+02,2.071659E-02,4.923187E-02,1.381639E+02,4.900230E+01,7.106210E-03,4.767012E-03,7.624229E+02,6.627536E+02,3.914204E-02,6.437841E-02,7.839594E+02,8.720968E+02,4.020793E-02,8.470577E-02,7.887085E+02,7.012759E+02,4.049007E-02,6.812692E-02,3.733655E+02,4.054308E+02,1.915681E-02,3.938287E-02,2.067899E+02,3.820120E+02,1.057933E-02,3.709297E-02,1.096592E+02,1.747298E+02,5.620767E-03,1.697598E-02,1.099017E+03,1.491949E+03,5.630143E-02,1.448553E-01,3.871672E+02,3.914661E+02,1.986562E-02,3.802187E-02,1.535054E+03,2.390768E+03,7.870594E-02,2.323391E-01,6.804434E+02,9.296090E+02,3.489644E-02,9.033473E-02,6.975730E+02,8.411823E+02,3.575842E-02,8.168827E-02,7.360532E+02,7.458083E+02,3.781096E-02,7.251591E-02,5.189514E+02,3.660046E+02,2.666219E-02,3.556502E-02
08:10:00,3.870691E+02,5.070541E+02,1.997665E-02,4.967547E-02,1.334064E+02,4.787370E+01,6.884785E-03,4.690891E-03,7.254283E+02,6.448338E+02,3.744007E-02,6.318671E-02,7.360169E+02,8.535899E+02,3.798716E-02,8.364230E-02,7.502587E+02,6.864393E+02,3.872162E-02,6.726373E-02,3.498041E+02,3.928097E+02,1.805417E-02,3.849005E-02,1.857295E+02,3.676808E+02,9.586275E-03,3.602755E-02,1.002337E+02,1.686589E+02,5.173479E-03,1.652569E-02,1.021290E+03,1.445509E+03,5.271003E-02,1.416443E-01,3.637525E+02,3.791773E+02,1.877394E-02,3.715472E-02,1.445243E+03,2.359584E+03,7.459085E-02,2.312076E-01,6.382065E+02,9.161406E+02,3.293889E-02,8.976989E-02,6.513963E+02,8.201938E+02,3.361957E-02,8.036997E-02,7.038822E+02,7.440837E+02,3.632783E-02,7.290849E-02,4.967766E+02,3.572711E+02,2.563888E-02,3.500834E-02
08:20:00,3.808465E+02,5.131290E+02,1.965534E-02,5.027865E-02,1.291727E+02,4.681091E+01,6.666246E-03,4.587026E-03,7.225190E+02,6.490254E+02,3.728971E-02,6.359961E-02,7.359646E+02,8.674062E+02,3.798436E-02,8.499858E-02,7.476381E+02,6.953990E+02,3.858616E-02,6.814399E-02,3.453468E+02,3.924584E+02,1.782408E-02,3.845683E-02,1.858486E+02,3.666659E+02,9.592426E-03,3.592895E-02,9.706425E+01,1.667338E+02,5.009892E-03,1.633758E-02,1.036744E+03,1.459962E+03,5.350753E-02,1.430644E-01,3.601465E+02,3.795898E+02,1.858777E-02,3.719619E-02,1.461129E+03,2.396326E+03,7.541049E-02,2.348197E-01,6.378640E+02,9.298314E+02,3.292113E-02,9.111496E-02,6.536905E+02,8.320916E+02,3.373790E-02,8.153797E-02,6.963747E+02,7.583770E+02,3.594011E-02,7.431389E-02,4.905263E+02,3.586195E+02,2.531611E-02,3.514189E-02
08:30:00,3.701832E+02,5.158646E+02,1.910498E-02,5.054919E-02,1.251963E+02,4.567333E+01,6.461024E-03,4.475592E-03,7.008879E+02,6.411882E+02,3.617332E-02,6.283194E-02,7.080023E+02,8.648349E+02,3.654125E-02,8.474693E-02,7.252997E+02,6.925846E+02,3.743326E-02,6.786854E-02,3.298016E+02,3.849738E+02,1.702179E-02,3.772357E-02,1.714341E+02,3.575559E+02,8.848431E-03,3.503636E-02,8.968993E+01,1.622543E+02,4.629272E-03,1.589871E-02,9.947820E+02,1.439667E+03,5.134203E-02,1.410762E-01,3.450191E+02,3.724952E+02,1.780706E-02,3.650110E-02,1.414857E+03,2.393743E+03,7.302249E-02,2.345690E-01,6.128557E+02,9.283694E+02,3.163049E-02,9.097228E-02,6.269045E+02,8.268839E+02,3.235555E-02,8.102792E-02,6.763364E+02,7.655953E+02,3.490590E-02,7.502233E-02,4.764132E+02,3.547219E+02,2.458771E-02,3.476017E-02
