Time,ROOM_012C6109:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_012C6109:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_012C6109:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_012C6109:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_0A9F4C30:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_0A9F4C30:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_0A9F4C30:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_0A9F4C30:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_0EA917C0:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_0EA917C0:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_0EA917C0:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_0EA917C0:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_26F53AD9:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_26F53AD9:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_26F53AD9:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_26F53AD9:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_4D7DCD9D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_4D7DCD9D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_4D7DCD9D:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_4D7DCD9D:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_641197E7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_641197E7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_641197E7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_641197E7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_6ABD84E9:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_6ABD84E9:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_6ABD84E9:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_6ABD84E9:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_7BB421C7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_7BB421C7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_7BB421C7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_7BB421C7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_9ED4D22F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_9ED4D22F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_9ED4D22F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_9ED4D22F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_B18E5A77:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_B18E5A77:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_B18E5A77:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_B18E5A77:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_B5592C9E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_B5592C9E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_B5592C9E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_B5592C9E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_C418204E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_C418204E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_C418204E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_C418204E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_D45983FE:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_D45983FE:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_D45983FE:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_D45983FE:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_EFF6C672:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_EFF6C672:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_EFF6C672:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_EFF6C672:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_F2D078AC:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_F2D078AC:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_F2D078AC:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_F2D078AC:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
08:40:00,3.625731E+02,5.191035E+02,1.871223E-02,5.086733E-02,1.220117E+02,4.489113E+01,6.296666E-03,4.398951E-03,6.870817E+02,6.376474E+02,3.546085E-02,6.248486E-02,6.907057E+02,8.695978E+02,3.564869E-02,8.521347E-02,7.111277E+02,6.952500E+02,3.670192E-02,6.812961E-02,3.193526E+02,3.803283E+02,1.648255E-02,3.726829E-02,1.626488E+02,3.514598E+02,8.394984E-03,3.443893E-02,8.449280E+01,1.590742E+02,4.361027E-03,1.558709E-02,9.717946E+02,1.429773E+03,5.015602E-02,1.401063E-01,3.350007E+02,3.682082E+02,1.729005E-02,3.608092E-02,1.389210E+03,2.399766E+03,7.169919E-02,2.351592E-01,5.973179E+02,9.321910E+02,3.082870E-02,9.134663E-02,6.106851E+02,8.289573E+02,3.151864E-02,8.123090E-02,6.627404E+02,7.768112E+02,3.420424E-02,7.612154E-02,4.666770E+02,3.531441E+02,2.408524E-02,3.460553E-02
08:50:00,3.562244E+02,5.221106E+02,1.838457E-02,5.116224E-02,1.193687E+02,4.435420E+01,6.160253E-03,4.346346E-03,6.754658E+02,6.354789E+02,3.486138E-02,6.227231E-02,6.761293E+02,8.774487E+02,3.489646E-02,8.598272E-02,6.992148E+02,7.003100E+02,3.608712E-02,6.862542E-02,3.105504E+02,3.767810E+02,1.602828E-02,3.692067E-02,1.551475E+02,3.464411E+02,8.007810E-03,3.394713E-02,8.010585E+01,1.564918E+02,4.134598E-03,1.533404E-02,9.522681E+02,1.422533E+03,4.914848E-02,1.393967E-01,3.265627E+02,3.649086E+02,1.685459E-02,3.575756E-02,1.367562E+03,2.406319E+03,7.058210E-02,2.358012E-01,5.842192E+02,9.377651E+02,3.015274E-02,9.189277E-02,5.969813E+02,8.339838E+02,3.081148E-02,8.172338E-02,6.513519E+02,7.899306E+02,3.361647E-02,7.740718E-02,4.585346E+02,3.524668E+02,2.366501E-02,3.453915E-02
09:00:00,3.508336E+02,5.246099E+02,1.810633E-02,5.140723E-02,1.171549E+02,4.402268E+01,6.045998E-03,4.313868E-03,6.654414E+02,6.341819E+02,3.434402E-02,6.214523E-02,6.635315E+02,8.875983E+02,3.424631E-02,8.697732E-02,6.889387E+02,7.071843E+02,3.555677E-02,6.929909E-02,3.029975E+02,3.740351E+02,1.563847E-02,3.665162E-02,1.487112E+02,3.421969E+02,7.675609E-03,3.353126E-02,7.635944E+01,1.543655E+02,3.941230E-03,1.512570E-02,9.352359E+02,1.416854E+03,4.826959E-02,1.388402E-01,3.193133E+02,3.622952E+02,1.648045E-02,3.550148E-02,1.348643E+03,2.411936E+03,6.960581E-02,2.363516E-01,5.729008E+02,9.444213E+02,2.956862E-02,9.254502E-02,5.850985E+02,8.412159E+02,3.019826E-02,8.243210E-02,6.416064E+02,8.043409E+02,3.311349E-02,7.881931E-02,4.515871E+02,3.524007E+02,2.330643E-02,3.453270E-02
09:10:00,3.462095E+02,5.264498E+02,1.786767E-02,5.158753E-02,1.152912E+02,4.386192E+01,5.949811E-03,4.298120E-03,6.566766E+02,6.335412E+02,3.389165E-02,6.208249E-02,6.525020E+02,8.996108E+02,3.367707E-02,8.815450E-02,6.799550E+02,7.155340E+02,3.509311E-02,7.011735E-02,2.964500E+02,3.719413E+02,1.530054E-02,3.644647E-02,1.431408E+02,3.385907E+02,7.388093E-03,3.317792E-02,7.313782E+01,1.526190E+02,3.774949E-03,1.495458E-02,9.201667E+02,1.412306E+03,4.749195E-02,1.383946E-01,3.130177E+02,3.602201E+02,1.615552E-02,3.529816E-02,1.331802E+03,2.416066E+03,6.873671E-02,2.367562E-01,5.629970E+02,9.517690E+02,2.905749E-02,9.326506E-02,5.746643E+02,8.502569E+02,2.965977E-02,8.331809E-02,6.331688E+02,8.196428E+02,3.267801E-02,8.031880E-02,4.455923E+02,3.527676E+02,2.299703E-02,3.456867E-02
09:20:00,3.422058E+02,5.275288E+02,1.766103E-02,5.169325E-02,1.137143E+02,4.385235E+01,5.868428E-03,4.297185E-03,6.489260E+02,6.334142E+02,3.349163E-02,6.207007E-02,6.427350E+02,9.131247E+02,3.317299E-02,8.947880E-02,6.720093E+02,7.251009E+02,3.468302E-02,7.105488E-02,2.907201E+02,3.703906E+02,1.500481E-02,3.629454E-02,1.382805E+02,3.355133E+02,7.137235E-03,3.287639E-02,7.034843E+01,1.511890E+02,3.630977E-03,1.481447E-02,9.066496E+02,1.408601E+03,4.679438E-02,1.380316E-01,3.074963E+02,3.585781E+02,1.587055E-02,3.513729E-02,1.316650E+03,2.418355E+03,6.795472E-02,2.369805E-01,5.542344E+02,9.595167E+02,2.860525E-02,9.402427E-02,5.654011E+02,8.607812E+02,2.918170E-02,8.434943E-02,6.257866E+02,8.355051E+02,3.229699E-02,8.187317E-02,4.403667E+02,3.534425E+02,2.272732E-02,3.463483E-02
09:30:00,3.387073E+02,5.276891E+02,1.748047E-02,5.170894E-02,1.123731E+02,4.399834E+01,5.799207E-03,4.311495E-03,6.419794E+02,6.339841E+02,3.313310E-02,6.212593E-02,6.339781E+02,9.277637E+02,3.272103E-02,9.091333E-02,6.648845E+02,7.357878E+02,3.431529E-02,7.210214E-02,2.856596E+02,3.693847E+02,1.474362E-02,3.619599E-02,1.340061E+02,3.328770E+02,6.916614E-03,3.261808E-02,6.791624E+01,1.500223E+02,3.505441E-03,1.470016E-02,8.944136E+02,1.405818E+03,4.616291E-02,1.377589E-01,3.026085E+02,3.573874E+02,1.561828E-02,3.502063E-02,1.302866E+03,2.418295E+03,6.724333E-02,2.369746E-01,5.463864E+02,9.672385E+02,2.820020E-02,9.478094E-02,5.570810E+02,8.724546E+02,2.875229E-02,8.549336E-02,6.192636E+02,8.514454E+02,3.196033E-02,8.343518E-02,4.357669E+02,3.544454E+02,2.248992E-02,3.473311E-02
09:40:00,3.356100E+02,5.269126E+02,1.732061E-02,5.163283E-02,1.112261E+02,4.430305E+01,5.740006E-03,4.341357E-03,6.357124E+02,6.350094E+02,3.280965E-02,6.222642E-02,6.260648E+02,9.432378E+02,3.231261E-02,9.242967E-02,6.584520E+02,7.473074E+02,3.398329E-02,7.323100E-02,2.811438E+02,3.688081E+02,1.451055E-02,3.613950E-02,1.302172E+02,3.306121E+02,6.721056E-03,3.239616E-02,6.578028E+01,1.490745E+02,3.395195E-03,1.460730E-02,8.832335E+02,1.403624E+03,4.558592E-02,1.375439E-01,2.982344E+02,3.565300E+02,1.539252E-02,3.493662E-02,1.290205E+03,2.415858E+03,6.658986E-02,2.367357E-01,5.393036E+02,9.747987E+02,2.783464E-02,9.552176E-02,5.495511E+02,8.850182E+02,2.836367E-02,8.672451E-02,6.134246E+02,8.672507E+02,3.165897E-02,8.498394E-02,4.316649E+02,3.556433E+02,2.227820E-02,3.485050E-02
09:50:00,3.328562E+02,5.251524E+02,1.717849E-02,5.146033E-02,1.102349E+02,4.477433E+01,5.688853E-03,4.387542E-03,6.300164E+02,6.363504E+02,3.251567E-02,6.235784E-02,6.188591E+02,9.592820E+02,3.194071E-02,9.400188E-02,6.525999E+02,7.594455E+02,3.368125E-02,7.442046E-02,2.770900E+02,3.685888E+02,1.430132E-02,3.611803E-02,1.268370E+02,3.286614E+02,6.546588E-03,3.220502E-02,6.389306E+01,1.483080E+02,3.297788E-03,1.453219E-02,8.729440E+02,1.401809E+03,4.505488E-02,1.373661E-01,2.942977E+02,3.559361E+02,1.518934E-02,3.487844E-02,1.278488E+03,2.410887E+03,6.598515E-02,2.362486E-01,5.328632E+02,9.820225E+02,2.750224E-02,9.622961E-02,5.426879E+02,8.982359E+02,2.800945E-02,8.801975E-02,6.081729E+02,8.826804E+02,3.138791E-02,8.649589E-02,4.279894E+02,3.569442E+02,2.208850E-02,3.497799E-02
10:00:00,3.303881E+02,5.223597E+02,1.705110E-02,5.118665E-02,1.093773E+02,4.541974E+01,5.644591E-03,4.450790E-03,6.247980E+02,6.379406E+02,3.224633E-02,6.251369E-02,6.122439E+02,9.756581E+02,3.159928E-02,9.560660E-02,6.472324E+02,7.720258E+02,3.340422E-02,7.565324E-02,2.734217E+02,3.686721E+02,1.411199E-02,3.612620E-02,1.237985E+02,3.269760E+02,6.389759E-03,3.203990E-02,6.221370E+01,1.476907E+02,3.211109E-03,1.447171E-02,8.634013E+02,1.400265E+03,4.456238E-02,1.372148E-01,2.907263E+02,3.555561E+02,1.500501E-02,3.484121E-02,1.267563E+03,2.403255E+03,6.542129E-02,2.355006E-01,5.269594E+02,9.887302E+02,2.719753E-02,9.688688E-02,5.363835E+02,9.118939E+02,2.768407E-02,8.935813E-02,6.034111E+02,8.974956E+02,3.114215E-02,8.794762E-02,4.246691E+02,3.582852E+02,2.191713E-02,3.510940E-02
10:10:00,3.281578E+02,5.184793E+02,1.693599E-02,5.080639E-02,1.086308E+02,4.624047E+01,5.606062E-03,4.531217E-03,6.199813E+02,6.397233E+02,3.199773E-02,6.268839E-02,6.061241E+02,9.921530E+02,3.128342E-02,9.722293E-02,6.422717E+02,7.848826E+02,3.314819E-02,7.691311E-02,2.700763E+02,3.689994E+02,1.393932E-02,3.615829E-02,1.210466E+02,3.255148E+02,6.247720E-03,3.189672E-02,6.070840E+01,1.471955E+02,3.133414E-03,1.442320E-02,8.544883E+02,1.398895E+03,4.410237E-02,1.370806E-01,2.874613E+02,3.553502E+02,1.483649E-02,3.482104E-02,1.257306E+03,2.392835E+03,6.489191E-02,2.344795E-01,5.215061E+02,9.947633E+02,2.691608E-02,9.747805E-02,5.305500E+02,9.257996E+02,2.738299E-02,9.072076E-02,5.990592E+02,9.114686E+02,3.091754E-02,8.931681E-02,4.216454E+02,3.596112E+02,2.176108E-02,3.523934E-02
10:20:00,3.261269E+02,5.134643E+02,1.683117E-02,5.031494E-02,1.079767E+02,4.722355E+01,5.572306E-03,4.627553E-03,6.155057E+02,6.416569E+02,3.176674E-02,6.287786E-02,6.004243E+02,1.008575E+03,3.098924E-02,9.883216E-02,6.376562E+02,7.978550E+02,3.290998E-02,7.818429E-02,2.670033E+02,3.695260E+02,1.378072E-02,3.620989E-02,1.185365E+02,3.242426E+02,6.118163E-03,3.177207E-02,5.934960E+01,1.467991E+02,3.063281E-03,1.438435E-02,8.461134E+02,1.397625E+03,4.367013E-02,1.369561E-01,2.844552E+02,3.552758E+02,1.468134E-02,3.481376E-02,1.247622E+03,2.379504E+03,6.439209E-02,2.331731E-01,5.164350E+02,9.999709E+02,2.665434E-02,9.798832E-02,5.251173E+02,9.397798E+02,2.710259E-02,9.209069E-02,5.950531E+02,9.243807E+02,3.071077E-02,9.058204E-02,4.188713E+02,3.608820E+02,2.161790E-02,3.536387E-02
10:30:00,3.242643E+02,5.073436E+02,1.673505E-02,4.971515E-02,1.073999E+02,4.832007E+01,5.542534E-03,4.735006E-03,6.113225E+02,6.434144E+02,3.155083E-02,6.305009E-02,5.950841E+02,1.024806E+03,3.071361E-02,1.004226E-01,6.333365E+02,8.106993E+02,3.268703E-02,7.944291E-02,2.641620E+02,3.701266E+02,1.363407E-02,3.626875E-02,1.162316E+02,3.231290E+02,5.999200E-03,3.166296E-02,5.811471E+01,1.464814E+02,2.999543E-03,1.435323E-02,8.382030E+02,1.396100E+03,4.326186E-02,1.368067E-01,2.816694E+02,3.552137E+02,1.453756E-02,3.480767E-02,1.238434E+03,2.363348E+03,6.391787E-02,2.315899E-01,5.116908E+02,1.004382E+03,2.640948E-02,9.842050E-02,5.200290E+02,9.537229E+02,2.683997E-02,9.345697E-02,5.913410E+02,9.362112E+02,3.051919E-02,9.174128E-02,4.163088E+02,3.619494E+02,2.148565E-02,3.546846E-02
10:40:00,3.225450E+02,5.000392E+02,1.664631E-02,4.899937E-02,1.068876E+02,4.946515E+01,5.516097E-03,4.847214E-03,6.073923E+02,6.451262E+02,3.134799E-02,6.321783E-02,5.900547E+02,1.040688E+03,3.045403E-02,1.019788E-01,6.292724E+02,8.233753E+02,3.247727E-02,8.068504E-02,2.615190E+02,3.708158E+02,1.349766E-02,3.633629E-02,1.141020E+02,3.221460E+02,5.889280E-03,3.156664E-02,5.698509E+01,1.462252E+02,2.941239E-03,1.432813E-02,8.306978E+02,1.394445E+03,4.287450E-02,1.366445E-01,2.790727E+02,3.551913E+02,1.440353E-02,3.480549E-02,1.229681E+03,2.344093E+03,6.346613E-02,2.297030E-01,5.072291E+02,1.007786E+03,2.617920E-02,9.875402E-02,5.152389E+02,9.674883E+02,2.659274E-02,9.480583E-02,5.878810E+02,9.467186E+02,3.034061E-02,9.277087E-02,4.139273E+02,3.628426E+02,2.136273E-02,3.555598E-02
10:50:00,3.209461E+02,4.915402E+02,1.656379E-02,4.816653E-02,1.064291E+02,5.057136E+01,5.492431E-03,4.955614E-03,6.036773E+02,6.468463E+02,3.115625E-02,6.338639E-02,5.852883E+02,1.056083E+03,3.020802E-02,1.034874E-01,6.254258E+02,8.358312E+02,3.227874E-02,8.190559E-02,2.590428E+02,3.715826E+02,1.336985E-02,3.641143E-02,1.121186E+02,3.212701E+02,5.786909E-03,3.148082E-02,5.594323E+01,1.460159E+02,2.887464E-03,1.430762E-02,8.235367E+02,1.392707E+03,4.250490E-02,1.364742E-01,2.766353E+02,3.552092E+02,1.427773E-02,3.480725E-02,1.221301E+03,2.321653E+03,6.303361E-02,2.275039E-01,5.030061E+02,1.010065E+03,2.596124E-02,9.897734E-02,5.107016E+02,9.809531E+02,2.635856E-02,9.612523E-02,5.846344E+02,9.557440E+02,3.017305E-02,9.365522E-02,4.116986E+02,3.635699E+02,2.124771E-02,3.562724E-02
11:00:00,3.194511E+02,4.818891E+02,1.648663E-02,4.722080E-02,1.060157E+02,5.153057E+01,5.471096E-03,5.049605E-03,6.001523E+02,6.485758E+02,3.097432E-02,6.355585E-02,5.807542E+02,1.070865E+03,2.997401E-02,1.049359E-01,6.217711E+02,8.479804E+02,3.209012E-02,8.309610E-02,2.567118E+02,3.724131E+02,1.324954E-02,3.649282E-02,1.102618E+02,3.204826E+02,5.691071E-03,3.140366E-02,5.497673E+01,1.458407E+02,2.837579E-03,1.429046E-02,8.166834E+02,1.390870E+03,4.215118E-02,1.362942E-01,2.743367E+02,3.552629E+02,1.415909E-02,3.481251E-02,1.213256E+03,2.296038E+03,6.261841E-02,2.249938E-01,4.989937E+02,1.011169E+03,2.575414E-02,9.908546E-02,5.063878E+02,9.940082E+02,2.613591E-02,9.740449E-02,5.815741E+02,9.631988E+02,3.001510E-02,9.438567E-02,4.096028E+02,3.641262E+02,2.113954E-02,3.568175E-02
11:10:00,3.180472E+02,4.712034E+02,1.641417E-02,4.617368E-02,1.056406E+02,5.222998E+01,5.451739E-03,5.118138E-03,5.967973E+02,6.502758E+02,3.080116E-02,6.372244E-02,5.764287E+02,1.084906E+03,2.975076E-02,1.063117E-01,6.182886E+02,8.596963E+02,3.191038E-02,8.424413E-02,2.545090E+02,3.732720E+02,1.313585E-02,3.657698E-02,1.085159E+02,3.197682E+02,5.600959E-03,3.133366E-02,5.407568E+01,1.456891E+02,2.791072E-03,1.427560E-02,8.101098E+02,1.388912E+03,4.181190E-02,1.361023E-01,2.721612E+02,3.553241E+02,1.404681E-02,3.481850E-02,1.205519E+03,2.267383E+03,6.221909E-02,2.221858E-01,4.951697E+02,1.011093E+03,2.555678E-02,9.907804E-02,5.022748E+02,1.006543E+03,2.592363E-02,9.863273E-02,5.786788E+02,9.690396E+02,2.986567E-02,9.495797E-02,4.076242E+02,3.644288E+02,2.103742E-02,3.571139E-02
11:20:00,3.167233E+02,4.596916E+02,1.634585E-02,4.504562E-02,1.052982E+02,5.267515E+01,5.434065E-03,5.161754E-03,5.935953E+02,6.519361E+02,3.063590E-02,6.388514E-02,5.722910E+02,1.098089E+03,2.953720E-02,1.076034E-01,6.149611E+02,8.709007E+02,3.173864E-02,8.534203E-02,2.524199E+02,3.741372E+02,1.302802E-02,3.666176E-02,1.068674E+02,3.191140E+02,5.515876E-03,3.126956E-02,5.323160E+01,1.455521E+02,2.747506E-03,1.426218E-02,8.037908E+02,1.386844E+03,4.148576E-02,1.358997E-01,2.700948E+02,3.553964E+02,1.394015E-02,3.482559E-02,1.198065E+03,2.236079E+03,6.183435E-02,2.191182E-01,4.915151E+02,1.009927E+03,2.536815E-02,9.896375E-02,4.983424E+02,1.018459E+03,2.572067E-02,9.980040E-02,5.759304E+02,9.733295E+02,2.972382E-02,9.537828E-02,4.057495E+02,3.644541E+02,2.094067E-02,3.571387E-02
11:30:00,3.154703E+02,4.476739E+02,1.628118E-02,4.386799E-02,1.049836E+02,5.294031E+01,5.417831E-03,5.187731E-03,5.905317E+02,6.535540E+02,3.047778E-02,6.404368E-02,5.683235E+02,1.110316E+03,2.933242E-02,1.088016E-01,6.117741E+02,8.815066E+02,3.157415E-02,8.638129E-02,2.504321E+02,3.749928E+02,1.292543E-02,3.674560E-02,1.053051E+02,3.185092E+02,5.435237E-03,3.121030E-02,5.243742E+01,1.454224E+02,2.706514E-03,1.424947E-02,7.977048E+02,1.384679E+03,4.117164E-02,1.356875E-01,2.681261E+02,3.554673E+02,1.383854E-02,3.483254E-02,1.190871E+03,2.202827E+03,6.146305E-02,2.158597E-01,4.880136E+02,1.007871E+03,2.518743E-02,9.876221E-02,4.945738E+02,1.029673E+03,2.552616E-02,1.008992E-01,5.733135E+02,9.762404E+02,2.958876E-02,9.566348E-02,4.039677E+02,3.641889E+02,2.084870E-02,3.568787E-02
11:40:00,3.142806E+02,4.355812E+02,1.621978E-02,4.268301E-02,1.046930E+02,5.307028E+01,5.402833E-03,5.200461E-03,5.875943E+02,6.551301E+02,3.032618E-02,6.419811E-02,5.645113E+02,1.121511E+03,2.913567E-02,1.098985E-01,6.087154E+02,8.914662E+02,3.141629E-02,8.735721E-02,2.485355E+02,3.758261E+02,1.282754E-02,3.682725E-02,1.038193E+02,3.179441E+02,5.358551E-03,3.115494E-02,5.168718E+01,1.452942E+02,2.667791E-03,1.423691E-02,7.918336E+02,1.382430E+03,4.086861E-02,1.354671E-01,2.662453E+02,3.555381E+02,1.374147E-02,3.483948E-02,1.183919E+03,2.168589E+03,6.110425E-02,2.125046E-01,4.846515E+02,1.005232E+03,2.501391E-02,9.850359E-02,4.909544E+02,1.040112E+03,2.533935E-02,1.019221E-01,5.708155E+02,9.780633E+02,2.945983E-02,9.584207E-02,4.022694E+02,3.636290E+02,2.076105E-02,3.563300E-02
11:50:00,3.131479E+02,4.239640E+02,1.616132E-02,4.154465E-02,1.044231E+02,5.312503E+01,5.388904E-03,5.205822E-03,5.847727E+02,6.566662E+02,3.018055E-02,6.434863E-02,5.608421E+02,1.131617E+03,2.894629E-02,1.108888E-01,6.057747E+02,9.007121E+02,3.126451E-02,8.826320E-02,2.467214E+02,3.766266E+02,1.273390E-02,3.690569E-02,1.024021E+02,3.174106E+02,5.285402E-03,3.110266E-02,5.097588E+01,1.451636E+02,2.631079E-03,1.422412E-02,7.861616E+02,1.380120E+03,4.057586E-02,1.352408E-01,2.644443E+02,3.556078E+02,1.364852E-02,3.484631E-02,1.177193E+03,2.134709E+03,6.075712E-02,2.091846E-01,4.814174E+02,1.002432E+03,2.484699E-02,9.822924E-02,4.874720E+02,1.049717E+03,2.515961E-02,1.028633E-01,5.684255E+02,9.792103E+02,2.933648E-02,9.595442E-02,4.006468E+02,3.627790E+02,2.067731E-02,3.554970E-02
